"response","count","percent_responded"
"1/4 ounce (~7 grams)",20,17.09
"2-3 grams",19,16.24
"8 grams to 1/2 ounce (~14 grams)",19,16.24
"1/4 gram or less",14,11.97
"4-6 grams",11,9.4
"1  gram",10,8.55
"15 grams to 1 ounce (~28 grams)",8,6.84
"More than 1 ounce",7,5.98
"I don't know how much I use per week",5,4.27
"1/2 gram",3,2.56
"None",1,0.85
