"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
11327669448,"1 gram","","","",".5 grams or less","","","","","",""
10958082921,"","More than 1 ounce","","","","","","","","",""
10667060651,"4-6 grams","","","","","","","","","",""
10630387074,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10617352263,"1 gram","","","","","","","","","",""
10615607693,"1/4 ounce (~7 grams)","1 gram","","","","","","","","",""
10584635591,"",".5 grams or less","","","1 gram","","","","","",""
10564977420,"1/4 ounce (~7 grams)","","","","1 gram","","","","","",""
10544586314,"4-6 grams","","","",".5 grams or less","","","","","",""
10490532265,"","","","","8 grams -1/2 ounce (~ 14 grams)","","","","","",""
10449781605,"4-6 grams","","","","","","","","","",""
10442910474,"",".5 grams or less","","","","","","","","",""
10390735914,"1/4 ounce (~7 grams)","","","","2-3 grams","","","","","",""
10389539123,"2-3 grams","","","","1 gram","","","","","",""
10374356525,"","","","","","","","","","",""
10374354669,"1/4 ounce (~7 grams)","","","","","","","","","",""
10360477263,"","1 gram","","","","","","","","",""
10355975067,"","2-3 grams","","","","","","","","",""
10340127453,"1/4 ounce (~7 grams)","1 gram","","",".5 grams or less","","","","","",""
10320895144,"2-3 grams","","","","","","","","","",""
10314764856,"","1 gram","","",".5 grams or less","","","","","",""
10313637005,"",".5 grams or less","","","","","","","","",""
10313041082,"1/4 ounce (~7 grams)","","","","1 gram","","","","","",""
10307731360,"2-3 grams","","","","","","","","","",""
10291238913,".5 grams or less","","","","","","","","","",""
10280513706,"15 grams - 1 ounce (~28 grams)","","","","","","","","","",""
10274419066,"4-6 grams","","","",".5 grams or less","","","","","",""
10265706943,"","","","","8 grams -1/2 ounce (~ 14 grams)","","","","","",""
10260585584,"1/4 ounce (~7 grams)","","","","","","","","","",""
10256752506,"2-3 grams","","","","","","","","","",""
10256517627,"",".5 grams or less","","","","","","","","",""
10256255317,"8 grams -1/2 ounce (~ 14 grams)","","","",".5 grams or less","","","","","",""
10253887260,"",".5 grams or less","","","","","","","","",""
10253881475,"","","","","2-3 grams","","","","","",""
10246062891,"4-6 grams","1 gram","","","","","","","","",""
10243585697,"","","","","","","","","","",""
10240742122,"2-3 grams","","","","","","","","","",""
10235861140,"1/4 ounce (~7 grams)","","","","","","","","","",""
10234243108,".5 grams or less","","","","","","","","","",""
10233407885,"","","","","","","","","","","2-3 grams"
10232561621,".5 grams or less","","","","","","","","","",""
10232360437,"1/4 ounce (~7 grams)","","","","","","","","","",""
10232009660,"1/4 ounce (~7 grams)","2-3 grams","","",".5 grams or less","","","","","",""
10230804869,"1 gram","","","","","","","","","",""
10230571912,"","","","","4-6 grams","","","","","",""
10230530276,"","","","","","","","","","",""
10230407442,"","","","","2-3 grams","","","","","",""
10230376575,"4-6 grams","","","","","","","","","",""
10229820907,"1/4 ounce (~7 grams)","","","","","","","","","",""
10229633882,"","","","",".5 grams or less","","","","","",""
10229621245,"","","","","","","","","","",""
10229608780,"",".5 grams or less","","","","","","","","",""
10229561917,"","","","","","","","","","",""
10229494604,"4-6 grams","1/4 ounce (~7 grams)","","","","","","","","",""
10229488647,"","","","","","","","","","",""
10229472013,"2-3 grams","1 gram","","","","","","","","",""
10229432345,".5 grams or less","","","","","","","","","",""
10229408873,"","","","","","","","","","","2-3 grams"
10229404289,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10229395392,"1 gram","","","","","","","","","",""
10229369078,"","","","","","","","","","",""
10229332529,"2-3 grams","","","","","","","","","",""
10229305110,"","2-3 grams","","","","","","","","",""
10229301563,".5 grams or less","","","","","","","","","",""
10229301530,".5 grams or less","","","","","","","","","",""
10223801994,"","2-3 grams","","","","","","","","",""
10220475020,"1/4 ounce (~7 grams)","","","","","","","","","",""
10218215849,".5 grams or less","","","","","","","","","",""
10218173945,"","1 gram","","","","","","","","",""
10217744665,"","","","","","","","","","",""
10217376832,".5 grams or less","","","","","","","","","",""
10211611510,"2-3 grams","","","","","","","","","",""
10211434776,"","","","","1/4 ounce (~7 grams)","","","","","",""
10210916402,"4-6 grams",".5 grams or less","","","","","","","","",""
10210640265,"1/4 ounce (~7 grams)","","","","1 gram","","","","","",""
10210561964,"1/4 ounce (~7 grams)","","","","1 gram","","","","","",""
10207891021,"2-3 grams","1 gram","","",".5 grams or less","","","","","",""
10207729722,"","","","",".5 grams or less","","","","","",""
10206473134,"","","","","","","","","","",""
10203397138,"4-6 grams","2-3 grams","","",".5 grams or less","","","","","",""
10202983474,"4-6 grams","","","","","","","","","",""
10201808150,"1 gram",".5 grams or less","","","","","","","","",""
10201076986,"2-3 grams","4-6 grams","","","","","","","","",""
