"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
10229488647,"","","","","","","","","","",""
10133779899,"","","","5 mg or less","","","","","","",""
10615389728,"","","","101 - 200 mg","","","","","","",""
10136956781,"","","","","","","","","","",""
10232619769,"","","","","","","","","","",""
10167461882,"","","","","","","","","","",""
10514133473,"","","","501 - 1000 mg","","","","","","",""
10288684650,"","","","5 mg or less","","","","","","",""
10235873040,"","","","","","","","","","",""
10235861140,"","","","5 mg or less","","","","","","",""
10230804869,"","","","5 mg or less","","","","","","",""
10229628331,"","","","","","","","","","",""
10214140927,"","","","5 mg or less","","","","","","",""
10201076986,"","","","26 - 50 mg","","","","","","",""
10158853744,"","","","","","","","","","",""
10156543135,"","","","6-25 mg","","","","","","",""
10145264898,"","","","","","","","","","",""
10142940938,"","","","","","","","","5 mg or less","",""
10140592522,"","","","5 mg or less","","","","","","",""
10136878865,"","","","","","","","","","",""
10134673876,"","","","","","","","","","501 - 1000 mg",""
10132235608,"","","","5 mg or less","","","","","","",""
10127294443,"","","","","","","","","","",""
10124310683,"","","","51 - 100 mg","","","","","","",""
10123037906,"","","","201 - 500 mg","","","","","","",""
10958082921,"","","","","","","","","","",""
10614765881,"","","","","","","","","","",""
10584635591,"","","","201 - 500 mg","","","","5 mg or less","","",""
10340116686,"","","","","","","","","","",""
10201808150,"","","","","","","","","","",""
10178504083,"","","","5 mg or less","","","","","","",""
10176802981,"","","","","","","","5 mg or less","","",""
10166956961,"","","","","","","","","","",""
10164556386,"","","","6-25 mg","","","","","","",""
10160586191,"","","","51 - 100 mg","","","","","","",""
10142134805,"","","","","","","","","","",""
10131191189,"","","","","","","","","","",""
10128457377,"","","","101 - 200 mg","","","","","","",""
10121182078,"","","","","","","","","","",""
10113037295,"","","","51 - 100 mg","","","","","","",""
11095751213,"","","","","","","","","","",""
10241027129,"","","","","","","","","","",""
10234243108,"","","","6-25 mg","","","","","","",""
10233370591,"","","","","","","","","","",""
10230346299,"","","","","","","","","","",""
10229680195,"","","","","","","","","","",""
10212896873,"","","","5 mg or less","","","","","","",""
10198229092,"","","","51 - 100 mg","","","","","","",""
10198112398,"","","","6-25 mg","","","","5 mg or less","","",""
10185410224,"","","","","","","","","","",""
10180792818,"","","","","","","","","","",""
10178986427,"","","","6-25 mg","","","","","","",""
10178427378,"","","","5 mg or less","","","","","","",""
10176318815,"","","","6-25 mg","","","","","","",""
10158359541,"","","","5 mg or less","","","","","","",""
10129462723,"","","","5 mg or less","","","","","","",""
10127347345,"","","","5 mg or less","","","","","","",""
10127222916,"","","","","","","","","","",""
10123332415,"","","","26 - 50 mg","","","","","","",""
10120110022,"","","","","","","","","","",""
10118620332,"","","","51 - 100 mg","","","","","","",""
10117867617,"","","","26 - 50 mg","","","","","","",""
10539029989,"","","","201 - 500 mg","","","","26 - 50 mg","51 - 100 mg","101 - 200 mg",""
10340127453,"","","","6-25 mg","","","","","","",""
10260504037,"","","","26 - 50 mg","","","","","","",""
10198147123,"","","","","","","","","","",""
10191237902,"","","","6-25 mg","","","","","","",""
10166563134,"","","","5 mg or less","","","","","","",""
10153739906,"","","","101 - 200 mg","","","","","","",""
10149452852,"","","","5 mg or less","","","","","","",""
10143215809,"","","","5 mg or less","","","","","","",""
10142571108,"","","","","","","","","","",""
10142388213,"","","","","","","","","","",""
10137267705,"","","","5 mg or less","","","","","","",""
10136679921,"","","","","","","","","","",""
10133313827,"","","","5 mg or less","","","","","","",""
10132020171,"","","","","","","","","26 - 50 mg","",""
10131452305,"","","","6-25 mg","","","","","","",""
10127502019,"","","","51 - 100 mg","","","","","","",""
10127389359,"","","","26 - 50 mg","","","","","","",""
10120129559,"","","","26 - 50 mg","","","","","","",""
10120091371,"","","","51 - 100 mg","","","","","","",""
11177812554,"","","","101 - 200 mg","","","","","","",""
10544586314,"","","","6-25 mg","","","","","","",""
10308943093,"","","","6-25 mg","","","","","","",""
10236014104,"","","","101 - 200 mg","","","","","","",""
10235888421,"","","","","","","","","","",""
10229502087,"","","","5 mg or less","","","","6-25 mg","","",""
10207891021,"","","","","","","","26 - 50 mg","","",""
10188601839,"","","","6-25 mg","","","","","","",""
10166518570,"","","","5 mg or less","","","","","","",""
10160094020,"","","","","","","","","","101 - 200 mg",""
10137952529,"","","","5 mg or less","","","","","","",""
10132248093,"","","","","","","","","","",""
10131297032,"","","","6-25 mg","","","","5 mg or less","","",""
10131197986,"","","","6-25 mg","","","","","","",""
10128227172,"","","","","","","","","","",""
10127706116,"","","","26 - 50 mg","","","","","","5 mg or less",""
10127197108,"","","","","","","","","","",""
10113721076,"","","","6-25 mg","","","","","","",""
10113273807,"","","","","","","","","","",""
10557455189,"","","","","","","","","","",""
10490532265,"","","","201 - 500 mg","","","","","","",""
10448976285,"","","","51 - 100 mg","","","","","","26 - 50 mg",""
10229924394,"","","","26 - 50 mg","","","","","","6-25 mg",""
10213991849,"","","","","","","","","","",""
10212670183,"","","","","","","","","","",""
10211143094,"","","","5 mg or less","","","","","","",""
10201740973,"","","","","","","","","","",""
10191743884,"","","","6-25 mg","","","","","","",""
10191616641,"","","","5 mg or less","","","","","","",""
10182158425,"","","","5 mg or less","","","","","","",""
10179330306,"","","","","","","","","","",""
10171863955,"","","","6-25 mg","","","","","","",""
10153797292,"","","","101 - 200 mg","","","","","","",""
10153403072,"","","","26 - 50 mg","","","","","","",""
10143278634,"","","","6-25 mg","","","","","5 mg or less","",""
10142453509,"","","","","","","","","","",""
10133161650,"","","","6-25 mg","","","","","","",""
10127156717,"","","","5 mg or less","","","","","","",""
10607912288,"","","","5 mg or less","","","","","","",""
10571082808,"","","","","","","","","","",""
10389814869,"","","","6-25 mg","","","","","","",""
10280619911,"","","","201 - 500 mg","","","","6-25 mg","","",""
10247119003,"","","","","","","","","","",""
10231068611,"","","","","","","","","","",""
10230746193,"","","","","","","","","","",""
10229601010,"","","","51 - 100 mg","","","","","","",""
10220475020,"","","","6-25 mg","","","","","","",""
10186078923,"","","","101 - 200 mg","","","","","","",""
10180657381,"","","","","","","","","","",""
10179669534,"","","","51 - 100 mg","","","","","","",""
10179433467,"","","","101 - 200 mg","","","","","","26 - 50 mg",""
10176933598,"","","","201 - 500 mg","","","","","","",""
10132818474,"","","","","","","","","","",""
10132036582,"","","","51 - 100 mg","","","","","","",""
10131938232,"","","","","","","","","","",""
10127640903,"","","","51 - 100 mg","","","","1001 or more mg","5 mg or less","",""
10127339756,"","","","","","","","","","6-25 mg",""
10125239383,"","","","","","","","","","",""
10124535755,"","","","","","","","","","",""
10120941745,"","","","6-25 mg","","","","","51 - 100 mg","",""
10616732328,"","","","6-25 mg","","","","","","",""
10460681546,"","","","","","","","","","",""
10301544217,"","","","","","","","","","",""
10263250071,"","","","5 mg or less","","","","","","201 - 500 mg",""
10256517627,"","","","","","","","","","",""
10253880384,"","","","","","","","","","",""
10247538120,"","","","","","","","","","",""
10235626582,"","","","6-25 mg","","","","","","",""
10219185284,"","","","6-25 mg","","","","","","",""
10194507000,"","","","","","","","","","",""
10192058859,"","","","","","","","","","",""
10191915115,"","","","","","","","","","",""
10188650039,"","","","6-25 mg","","","","","","",""
10187571266,"","","","","","","","","","",""
10176582087,"","","","201 - 500 mg","","","","","","",""
10156516032,"","","","","","","","","","",""
10156505734,"","","","","","","","","","",""
10142712564,"","","","5 mg or less","","","","","","",""
10138444251,"","","","51 - 100 mg","","","","","","",""
10136358903,"","","","51 - 100 mg","","","","","","",""
10133552929,"","","","6-25 mg","","","","","","",""
10133477675,"","","","1001 or more mg","","","","","","201 - 500 mg",""
10132944471,"","","","","","","","","","",""
10131570320,"","","","6-25 mg","","","","","","",""
10131426326,"","","","101 - 200 mg","","","","","","",""
10129239299,"","","","","","","","","","",""
10127311385,"","","","","","","","","","",""
10116561460,"","","","","","","","5 mg or less","","",""
10115922114,"","","","6-25 mg","","","","","","",""
10113911131,"","","","","","","","","","",""
10113145654,"","","","","","","","","","",""
11095988184,"","","","51 - 100 mg","","","","","5 mg or less","",""
10344043376,"","","","","","","","","","",""
10313637005,"","","","26 - 50 mg","","","","","","",""
10265706943,"","","","1001 or more mg","","","","","","",""
10260573889,"","","","51 - 100 mg","","","","","","",""
10256255317,"","","","101 - 200 mg","","","","","","",""
10253881475,"","","","","","","","","","",""
10232009660,"","","","","","","","","","",""
10229855762,"","","","6-25 mg","","","","5 mg or less","","",""
10211611510,"","","","","","","","","","",""
10194559499,"","","","","","","","","","",""
10191634878,"","","","5 mg or less","","","","","","",""
10179714310,"","","","6-25 mg","","","","","","",""
10179092808,"","","","51 - 100 mg","","","","","","1001 or more mg",""
10171770881,"","","","","","","","","","",""
10168741975,"","","","201 - 500 mg","","","","","","",""
10156427369,"","","","5 mg or less","","","","","","",""
10147185169,"","","","","","","","","","",""
10146039671,"","","","5 mg or less","","","","","","",""
10145567578,"","","","","","","","","","",""
10144541871,"","","","26 - 50 mg","","","","51 - 100 mg","","",""
10144534987,"","","","201 - 500 mg","","","","","","",""
10138747058,"","","","5 mg or less","","","","","","",""
10134660232,"","","","5 mg or less","","","","","","",""
10131629272,"","","","51 - 100 mg","","","","","","",""
10129547446,"","","","5 mg or less","","","","","","",""
10128137391,"","","","","","","","","","",""
10127447594,"","","","51 - 100 mg","","","","","","",""
10127325380,"","","","501 - 1000 mg","","","","","","",""
10120105927,"","","","51 - 100 mg","","","","","","",""
11327669448,"","","","6-25 mg","","","","","","",""
10880665922,"","","","51 - 100 mg","","","","","","",""
10615382686,"","","","5 mg or less","","","","","","",""
10243585697,"","","","","","","","","","",""
10229590537,"","","","501 - 1000 mg","","","","201 - 500 mg","","101 - 200 mg",""
10218215849,"","","","5 mg or less","","","","","","",""
10210916402,"","","","5 mg or less","","","","","","",""
10210751776,"","","","","","","","","","",""
10210640265,"","","","6-25 mg","","","","","","",""
10210561964,"","","","6-25 mg","","","","","","",""
10196553108,"","","","201 - 500 mg","","","","","","",""
10187563095,"","","","201 - 500 mg","","","","","","",""
10172671024,"","","","6-25 mg","","","","","","",""
10167130854,"","","","6-25 mg","","","","","","",""
10166095333,"","","","","","","","","","",""
10157861557,"","","","","","","","","","",""
10151540038,"","","","5 mg or less","","","","","","",""
10147209030,"","","","","","","","","","",""
10145589686,"","","","51 - 100 mg","","","","","","",""
10142730928,"","","","26 - 50 mg","","","","","","",""
10138761669,"","","","","","","","","","",""
10138269829,"","","","5 mg or less","","","","","","",""
10138213019,"","","","","","","","","","",""
10136882264,"","","","6-25 mg","","","","","","",""
10134672044,"","","","5 mg or less","","","","","","",""
10131264125,"","","","6-25 mg","","","","","","",""
10131252823,"","","","","","","","","","",""
10130458387,"","","","51 - 100 mg","","","","","","",""
10129433706,"","","","51 - 100 mg","","","","","","",""
10128178320,"","","","51 - 100 mg","","","","","","",""
10128026830,"","","","5 mg or less","","","","","","",""
10127346623,"","","","5 mg or less","","","","","","",""
10127178776,"","","","","","","","","","",""
10124490178,"","","","5 mg or less","","","","","","",""
10124311786,"","","","","","","","","","",""
10124243132,"","","","","","","","","","",""
10120576348,"","","","201 - 500 mg","","","","6-25 mg","","26 - 50 mg",""
11240366384,"","","","101 - 200 mg","","","","","","",""
10564977420,"","","","","","","","","","5 mg or less",""
10544524568,"","","","","","","","","","",""
10389539123,"","","","201 - 500 mg","","","","","","",""
10256752506,"","","","","","","","","","",""
10229862575,"","","","26 - 50 mg","","","","","","",""
10213810911,"","","","6-25 mg","","","","","","",""
10194492829,"","","","","","","","","","",""
10192586963,"","","","5 mg or less","","","","","","",""
10178952613,"","","","501 - 1000 mg","","","","","","",""
10166941347,"","","","26 - 50 mg","","","","5 mg or less","","",""
10155131414,"","","","5 mg or less","","","","","","",""
10143041238,"","","","5 mg or less","","","","","","",""
10142861804,"","","","6-25 mg","","","","","","",""
10137100957,"","","","5 mg or less","","","","","","",""
10129553130,"","","","6-25 mg","","","","26 - 50 mg","","",""
10127468488,"","","","5 mg or less","","","","","","",""
10127441384,"","","","26 - 50 mg","","","","","","",""
10127228851,"","","","","","","","","","",""
10125138758,"","","","5 mg or less","","","","","","",""
10113458375,"","","","5 mg or less","","","","","","",""
10615607693,"","","","5 mg or less","","","","","","",""
10238570848,"","","","6-25 mg","","","","","","",""
10229347523,"","","","5 mg or less","","","","","","",""
10229326795,"","","","","","","","","","",""
10229301563,"","","","6-25 mg","","","","","","",""
10213970859,"","","","101 - 200 mg","","","","","","",""
10213039422,"","","","6-25 mg","","","","","","",""
10206473134,"","","","5 mg or less","","","","","","",""
10188255992,"","","","","","","","","","",""
10179920502,"","","","","","","","","","",""
10174392415,"","","","6-25 mg","","","","","","26 - 50 mg",""
10171907859,"","","","5 mg or less","","","","","","",""
10170264544,"","","","51 - 100 mg","","","","","","",""
10149612681,"","","","5 mg or less","","","","","","",""
10142697139,"","","","51 - 100 mg","","","","","","",""
10139132658,"","","","201 - 500 mg","","","","","","51 - 100 mg",""
10134431722,"","","","","","","","","","",""
10131764296,"","","","","","","","","","",""
10129619157,"","","","6-25 mg","","","","","","",""
10128186756,"","","","5 mg or less","","","","","","",""
10128138430,"","","","6-25 mg","","","","","","",""
10127960438,"","","","26 - 50 mg","","","","","","",""
10127356809,"","","","","","","","","","26 - 50 mg",""
10127171612,"","","","51 - 100 mg","","","","","","",""
10127155757,"","","","6-25 mg","","","","","","",""
10124412268,"","","","","","","","","","",""
10124228506,"","","","5 mg or less","","","","","","",""
10120190166,"","","","6-25 mg","","","","","","",""
10554448933,"","","","5 mg or less","","","","","","",""
10313041082,"","","","","","","","","","5 mg or less",""
10250278548,"","","","","","","","","","",""
10246287865,"","","","5 mg or less","","","","","","",""
10231654493,"","","","","","","","","","",""
10196363510,"","","","6-25 mg","","","","","","",""
10188521969,"","","","","","","","","","",""
10175028993,"","","","201 - 500 mg","","","","","","501 - 1000 mg",""
10159689338,"","","","","","","","","","",""
10143866911,"","","","501 - 1000 mg","","","","","","51 - 100 mg",""
10143136866,"","","","5 mg or less","","","","","","",""
10138701567,"","","","1001 or more mg","","","","","","",""
10137991954,"","","","26 - 50 mg","","","","","","5 mg or less",""
10133805034,"","","","101 - 200 mg","","","","","","",""
10131195330,"","","","","","","","","","",""
10129676432,"","","","","","","","","","",""
10127475954,"","","","26 - 50 mg","","","","5 mg or less","","6-25 mg",""
10124250123,"","","","6-25 mg","","","","","","",""
10124217943,"","","","","","","","26 - 50 mg","","",""
10122454581,"","","","26 - 50 mg","","","","","","",""
10120029854,"","","","","","","","","","",""
10119119506,"","","","51 - 100 mg","","","","","","",""
10115753806,"","","","5 mg or less","","","","","","",""
10115031519,"","","","","","","","","","5 mg or less",""
10114476888,"","","","5 mg or less","","","","","","",""
10114292630,"","","","","","","","","","",""
11310196747,"","","","26 - 50 mg","","","","","","",""
10260585584,"","","","","","","","","","",""
10253880474,"","","","5 mg or less","","","","","","",""
10225562804,"","","","5 mg or less","","","","","","",""
10202983474,"","","","","","","","","","",""
10192485669,"","","","6-25 mg","","","","","","",""
10187293378,"","","","51 - 100 mg","","","","","","",""
10167716036,"","","","5 mg or less","","","","","","",""
10153982482,"","","","","","","","","","",""
10152987696,"","","","6-25 mg","","","","","","",""
10149690562,"","","","","","","","","","",""
10142605029,"","","","5 mg or less","","","","","","",""
10134424429,"","","","501 - 1000 mg","","","","","","",""
10133620417,"","","","","","","","","","201 - 500 mg",""
10132700663,"","","","6-25 mg","","","","","","",""
10127251708,"","","","","","","","","","",""
10127174802,"","","","","","","","","","",""
10126882145,"","","","5 mg or less","","","","","","",""
10117806489,"","","","","","","","","","",""
10116307435,"","","","","","","","","","",""
11087356997,"","","","6-25 mg","","","","","","",""
10572726875,"","","","","","","","26 - 50 mg","","51 - 100 mg",""
