"response","count","percent_responded"
"Blue Dream",4,3.03
"Durban Poison",3,2.27
"Lemon Meringue",3,2.27
"Meltdown",3,2.27
"black mamba",2,1.52
"Blue dream",2,1.52
"Bootylicious",2,1.52
"Gg#4",2,1.52
"Gsc ",2,1.52
"Jack Herer",2,1.52
"Mr. Clean",2,1.52
"Purple Dawg",2,1.52
"Purple glue",2,1.52
"Sour Diesel",2,1.52
"Sour diesel ",2,1.52
"Star Dawg",2,1.52
"white widow",2,1.52
"3 chems",1,0.76
"88 G13 hashplant",1,0.76
"Alaskan thunder fuck",1,0.76
"All",1,0.76
"Almost any Haze",1,0.76
"Amnesia Haze",1,0.76
"Black Domina",1,0.76
"Black mamba",1,0.76
"Black mamba ",1,0.76
"Blue Dreams",1,0.76
"Blue nina",1,0.76
"Blueberry",1,0.76
"blueberry kush",1,0.76
"Bruce Banner",1,0.76
"Bubba Kush",1,0.76
"buddah's sister",1,0.76
"Buddha's Sister",1,0.76
"Buddhas sister",1,0.76
"C&C",1,0.76
"C99",1,0.76
"Canalope Haze",1,0.76
"Candyland",1,0.76
"Cannalope Haze",1,0.76
"Car Crash",1,0.76
"CBD flower",1,0.76
"CBD yummy",1,0.76
"CBD Yummy",1,0.76
"Chemdawg",1,0.76
"Chocolope",1,0.76
"Cookies & Cream",1,0.76
"Dawg",1,0.76
"Diesel dough",1,0.76
"Domnesia",1,0.76
"Durban poison",1,0.76
"Evelyn",1,0.76
"Fade",1,0.76
"French Toast",1,0.76
"G13",1,0.76
"GG#4",1,0.76
"Gg4",1,0.76
"GG4",1,0.76
"Ghost train",1,0.76
"Ghost train haze",1,0.76
"Ghost Train Haze",1,0.76
"Girl scout cookies",1,0.76
"gorilla glue",1,0.76
"Gorilla glue",1,0.76
"Granddaddy purple ",1,0.76
"Herijuana",1,0.76
"Highwayman",1,0.76
"Hydro",1,0.76
"Jack Herrer",1,0.76
"JackHerrer",1,0.76
"Kush",1,0.76
"Kushberry",1,0.76
"Larry og",1,0.76
"Lemon haze",1,0.76
"Lemon meragu",1,0.76
"Lemon meringue ",1,0.76
"Lemon mirange",1,0.76
"Mae's Cattatonic ",1,0.76
"Mimosa",1,0.76
"Mimosas ",1,0.76
"n/a",1,0.76
"Northern Lights",1,0.76
"OG Cush",1,0.76
"P k",1,0.76
"Pennywise (RIP)",1,0.76
"Pink pez",1,0.76
"Potato",1,0.76
"Purple Glue",1,0.76
"purple lamborghini",1,0.76
"RC House Blend",1,0.76
"Really ",1,0.76
"rocklock",1,0.76
"sativa",1,0.76
"Sativa hybrids",1,0.76
"Skunk",1,0.76
"sorry this answer sucks",1,0.76
"star dawg",1,0.76
"Star dawg",1,0.76
"Strawberry bannana",1,0.76
"Super Sour Deisel ",1,0.76
"Sweet tooth",1,0.76
"Tangerine haze",1,0.76
"Tangi",1,0.76
"Tangie",1,0.76
"Tango",1,0.76
"Trainwreck",1,0.76
"VYB boost",1,0.76
"White Widow and hybrids",1,0.76
"Whitewidow ",1,0.76
"Zskittles",1,0.76
