"response","count","percent_responded"
"Sour Diesel",5,3.52
"Citrique",4,2.82
"GG4",4,2.82
"GSC",4,2.82
"blue dream",3,2.11
"GG",3,2.11
"Sativa",3,2.11
"Tangie",3,2.11
"Blue dream",2,1.41
"French Toast",2,1.41
"Gg4",2,1.41
"Gorilla Glue",2,1.41
"Green Crack",2,1.41
"Jack Herer",2,1.41
"Kush",2,1.41
"Lemon haze",2,1.41
"Lemon meringue",2,1.41
"Mr. Clean",2,1.41
"Sour ",2,1.41
"Star Dawg",2,1.41
"All",1,0.7
"Amnesia Haze",1,0.7
"Any kush ",1,0.7
"Banana Split",1,0.7
"Biodiesel ",1,0.7
"Black Mamba",1,0.7
"Black Raspberry",1,0.7
"Blue Dream",1,0.7
"Blue Haze",1,0.7
"blueberry",1,0.7
"Blueberry",1,0.7
"Blueberry Headband",1,0.7
"Blueberry Terpene Cartridge",1,0.7
"Bootylicious",1,0.7
"Bruce Banner",1,0.7
"Bubba Kush",1,0.7
"Buddhas sister",1,0.7
"Cbd yummy ",1,0.7
"Charlotte's Web",1,0.7
"Chocolate oranges",1,0.7
"Chronic",1,0.7
"Chuck OG",1,0.7
"Citrus Sap",1,0.7
"Cookies and Cream",1,0.7
"Deadhead OG",1,0.7
"Deisel",1,0.7
"Durban poison ",1,0.7
"G13",1,0.7
"GDP ",1,0.7
"Gg",1,0.7
"GG (Gorilla Glue)",1,0.7
"GG#4",1,0.7
"GG4 ",1,0.7
"Goat # 12",1,0.7
"gorilla glue",1,0.7
"gorilla glue ",1,0.7
"Gorilla Gule",1,0.7
"Granddaddy purp",1,0.7
"Granddaddy purple",1,0.7
"Grape god",1,0.7
"Grape God",1,0.7
"Grapefruit",1,0.7
"gsg",1,0.7
"I don't have any currently",1,0.7
"I don’t ",1,0.7
"indaca",1,0.7
"Indicas",1,0.7
"Jack Frost",1,0.7
"jack herer",1,0.7
"Jack Herrer",1,0.7
"Jillybean",1,0.7
"K dawg",1,0.7
"KT DAWG",1,0.7
"kush",1,0.7
"Lee Roy ",1,0.7
"Lemon Kush Headband ",1,0.7
"Lemon merengue ",1,0.7
"Lemon meringue ",1,0.7
"Meltdown",1,0.7
"n/a",1,0.7
"Na",1,0.7
"No favorite",1,0.7
"Northern Lights and hybrids",1,0.7
"Og ",1,0.7
"OG Kush CBD",1,0.7
"Oh kush",1,0.7
"Orange valley ",1,0.7
"peach puree",1,0.7
"Peach Puree",1,0.7
"Purple dawg, ",1,0.7
"Purple Haze",1,0.7
"PURPLE LAMBORGHINI",1,0.7
"Sour banana sherbert",1,0.7
"Sour banana sherbet",1,0.7
"Sour D",1,0.7
"sour diesel ",1,0.7
"Sour Diesel ",1,0.7
"Sour sunset",1,0.7
"Sour Tangie",1,0.7
"Srawdawg",1,0.7
"Stardawg",1,0.7
"sweet tooth",1,0.7
"Sweet Tooth ",1,0.7
"Tangerine Haze",1,0.7
"The Guice ",1,0.7
"Trainwreck",1,0.7
"Varies",1,0.7
"Vyb ",1,0.7
"Wedding Cake ",1,0.7
