"response","count","percent_responded"
"Blue Dream",16,2.35
"Gorilla Glue",11,1.62
"Green Crack",9,1.32
"Grape God",8,1.17
"Sour Diesel",8,1.17
"Blue dream",7,1.03
"Girl Scout Cookies",7,1.03
"Gorilla glue",7,1.03
"GSC",7,1.03
"Durban Poison",6,0.88
"Indica",6,0.88
"OG Kush",6,0.88
"GG#4",5,0.73
"Sour diesel",5,0.73
"Bio Diesel",4,0.59
"Facewreck",4,0.59
"Gorilla Glue #4",4,0.59
"Herijuana",4,0.59
"Jack Herer",4,0.59
"Kush",4,0.59
"Maui Wowie",4,0.59
"Sativa",4,0.59
"Trainwreck",4,0.59
"White Widow",4,0.59
"?",3,0.44
"Blueberry",3,0.44
"Bruce banner",3,0.44
"Buddha's Sister",3,0.44
"CBD",3,0.44
"Chocolope",3,0.44
"Gelato",3,0.44
"GG #4",3,0.44
"Granddaddy Purple",3,0.44
"Hybrid",3,0.44
"Jillybean",3,0.44
"Lemon Meringue",3,0.44
"Master Kush",3,0.44
"Mimosa",3,0.44
"Moonrise",3,0.44
"Super Lemon Haze",3,0.44
"Sweet tooth",3,0.44
"Sweet tooth ",3,0.44
"3 chems",2,0.29
"Amnesia haze",2,0.29
"Black Mamba",2,0.29
"Blue Cheese",2,0.29
"Blue dreams",2,0.29
"Blue OG",2,0.29
"Blueberry ",2,0.29
"Blueberry Haze",2,0.29
"Bruce Banner",2,0.29
"Bubba Kush ",2,0.29
"Chuck og",2,0.29
"Citrix",2,0.29
"Clementine",2,0.29
"Cookies and Cream",2,0.29
"Diesel",2,0.29
"Durban",2,0.29
"Flo",2,0.29
"GDP",2,0.29
"GG",2,0.29
"GG 4",2,0.29
"Girl Scout Cookie",2,0.29
"Girl scout cookies",2,0.29
"Gorilla glue ",2,0.29
"Grand Daddy Purp",2,0.29
"grandaddy purple",2,0.29
"Grease Monkey #7",2,0.29
"Gsc ",2,0.29
"Haze",2,0.29
"Highwayman",2,0.29
"Hurricane",2,0.29
"Hybrid ",2,0.29
"Jack Frost",2,0.29
"Killer Queen",2,0.29
"Lavender",2,0.29
"Lemon Haze",2,0.29
"Lemon Jeffery",2,0.29
"Lemon skunk",2,0.29
"Lemon Skunk",2,0.29
"LVBK",2,0.29
"Meltdown",2,0.29
"n/a",2,0.29
"na",2,0.29
"Northern Lights",2,0.29
"Not sure",2,0.29
"Og kush",2,0.29
"Pineapple Express ",2,0.29
"Skywalker",2,0.29
"Sour diesel ",2,0.29
"Star killer",2,0.29
"Sweet Tooth",2,0.29
"Tangie",2,0.29
"Wedding Cake",2,0.29
"White Rhino",2,0.29
"White widow ",2,0.29
"  ChemD",1,0.15
" Cookies and cream ",1,0.15
" Russian Bubble Tea (Friends personal cross)",1,0.15
"3 Chem",1,0.15
"3 Chems",1,0.15
"3 Gorillas ",1,0.15
"99 Cindrella",1,0.15
"9lb Hammer ",1,0.15
"A List Cannabis Club TRUE OG (Indica)",1,0.15
"About cannabinoid and terpenes",1,0.15
"AC/DC",1,0.15
"Acapulco Gold",1,0.15
"ACDC",1,0.15
"Afgan Kush",1,0.15
"Agent Orange",1,0.15
"Agent orange ",1,0.15
"any hybrid",1,0.15
"Ba ba kush",1,0.15
"Bakerstreet(Hindu Kush)",1,0.15
"Banana kush ",1,0.15
"Banana OG",1,0.15
"Banana split ",1,0.15
"Berry Gelato",1,0.15
"Berry white ",1,0.15
"Big Bud",1,0.15
"Bio diesel",1,0.15
"Bio diesel ",1,0.15
"Birthday cake",1,0.15
"Biscotti Kush",1,0.15
"Black D.O.G.",1,0.15
"Black dog",1,0.15
"Black domina",1,0.15
"Black triangle kush",1,0.15
"Blissful Wizard",1,0.15
"Blue cheese ",1,0.15
"Blue dream ",1,0.15
"blueberry",1,0.15
"blueberry kush",1,0.15
"Blueberry Kush",1,0.15
"Blueberry pie",1,0.15
"Blueberry Pie",1,0.15
"Blur Cheese",1,0.15
"Boost",1,0.15
"Bootylicious ",1,0.15
"Brownie scout",1,0.15
"Bruce Banner 4",1,0.15
"Bubba Kush",1,0.15
"Bubba Kush (Indica)",1,0.15
"Buddah's Sister",1,0.15
"Buddah sister",1,0.15
"Buddah’s Sister",1,0.15
"Buddahs sister",1,0.15
"buddha's sister",1,0.15
"Buddha's Sisters",1,0.15
"Buddha’s sister",1,0.15
"Bullfighter",1,0.15
"Cali O",1,0.15
"Can't tell much difference",1,0.15
"Canatonic",1,0.15
"Cannalope haze",1,0.15
"Cannatonic",1,0.15
"CBD and 1-1 ",1,0.15
"CBD OG Kush ",1,0.15
"Cheese",1,0.15
"Cheesecake ",1,0.15
"Chem blends",1,0.15
"Chem Dawg",1,0.15
"Chem dawg ",1,0.15
"chem dawg/cheese",1,0.15
"chem dog",1,0.15
"Chemdawg",1,0.15
"CHEMDAWG",1,0.15
"chemdog",1,0.15
"Chemdog ",1,0.15
"Cherrie Pie",1,0.15
"chocolate oranges",1,0.15
"CHRONIC",1,0.15
"Chuck OG",1,0.15
"Cinex",1,0.15
"Citrica",1,0.15
"Citrique ",1,0.15
"Citrus sap",1,0.15
"Clementine ",1,0.15
"Clemintine",1,0.15
"cookie pebbles",1,0.15
"Cookie Pebbles ",1,0.15
"Cookies ",1,0.15
"Cookies and cream ",1,0.15
"Cookies n cream",1,0.15
"Cosmic glue",1,0.15
"Critical + 2.0",1,0.15
"Dakini Kush",1,0.15
"Dawg Biscuit",1,0.15
"Deadhead OG",1,0.15
"Deep Chunkolate",1,0.15
"Do-Si-Do",1,0.15
"Do-Si-Dos",1,0.15
"Do So Do #22",1,0.15
"Doctor CBD",1,0.15
"Doesnt matter",1,0.15
"don't have",1,0.15
"don't know",1,0.15
"don't know ",1,0.15
"Dosido #22",1,0.15
"Double Black Domina",1,0.15
"Double Black Domina ",1,0.15
"Double Stuffed",1,0.15
"Dourban poison",1,0.15
"Dr. who",1,0.15
"durban poison",1,0.15
"Durban poison ",1,0.15
"durbin poison",1,0.15
"Facewreak",1,0.15
"Franken Berry by Strong Medz",1,0.15
"French toast",1,0.15
"French Toast",1,0.15
"Fruity Indicas",1,0.15
"Fruity pebble",1,0.15
"G13",1,0.15
"Garlic Grove",1,0.15
"Gauava D",1,0.15
"Gdp",1,0.15
"Gelato #33",1,0.15
"Gg #4",1,0.15
"GG #6",1,0.15
"Gg#4",1,0.15
"gg4",1,0.15
"GG4",1,0.15
"Ggg",1,0.15
"Ghost train",1,0.15
"Ghost Train",1,0.15
"Ghost train haze",1,0.15
"Ghost Train Haze",1,0.15
"Girl scout cookie",1,0.15
"Girl Scout Cookie ",1,0.15
"Girl Scout Cookies ",1,0.15
"girls scout cookies",1,0.15
"Glass Slipper",1,0.15
"God's Gift",1,0.15
"Gods gift",1,0.15
"Golden Goat ",1,0.15
"Golden lemon",1,0.15
"gorilla glue",1,0.15
"gorilla glue #4",1,0.15
"Gorilla glue #4",1,0.15
"gorilla glue 4",1,0.15
"Gorilla Glue 4",1,0.15
"gorilla goo",1,0.15
"Gorilla Wreck ",1,0.15
"Gorrila glue",1,0.15
"Grand Daddy Purple",1,0.15
"grandadddy purp",1,0.15
"Grandaddy purp",1,0.15
"Granddaddy Purp",1,0.15
"Granddaddy purple",1,0.15
"Grandpa's Breath",1,0.15
"Grape god",1,0.15
"grape street",1,0.15
"Grapefruit",1,0.15
"Grateful Breath",1,0.15
"Gsc",1,0.15
"Guava D",1,0.15
"Guptilla",1,0.15
"Harlequin",1,0.15
"Hawaiian spice",1,0.15
"Haze ",1,0.15
"Hazel",1,0.15
"Headband",1,0.15
"Hemlock",1,0.15
"Highway Man",1,0.15
"higwayman day time ",1,0.15
"Hindu kush",1,0.15
"Hindu Kush",1,0.15
"Holy Grail 69",1,0.15
"Humbolt Country",1,0.15
"Hurkle ",1,0.15
"hybrid",1,0.15
"hybrid - sativa dominant",1,0.15
"hydropothicary thc elixer spray",1,0.15
"I don't have a preference",1,0.15
"idk",1,0.15
"Idk",1,0.15
"Ilera Shine",1,0.15
"incense haze",1,0.15
"indica",1,0.15
"Jack Frost ",1,0.15
"jack herer",1,0.15
"Jack herer",1,0.15
"Jack herer ",1,0.15
"Jack herier ",1,0.15
"Jack Herrer",1,0.15
"Jack Herrera ",1,0.15
"Jilly Bean",1,0.15
"Jilly bean ",1,0.15
"Kt dawg",1,0.15
"KT Dawg",1,0.15
"Kush ",1,0.15
"Laura Winslow ",1,0.15
"Lavendar Clemintine",1,0.15
"Lavender jones ",1,0.15
"Lemon",1,0.15
"Lemon cello",1,0.15
"lemon diesel",1,0.15
"Lemon haze",1,0.15
"Lemon ice",1,0.15
"Lemon jeffery ",1,0.15
"Lemon Jeffery ",1,0.15
"lemon jeffrey",1,0.15
"Lemon jeffrey",1,0.15
"Lemon Jeffrey",1,0.15
"Lemon kush",1,0.15
"Lemon Merigune",1,0.15
"Lemon meringue ",1,0.15
"Lemon Meringue ",1,0.15
"Lemon Meringue (sativa)",1,0.15
"Lemon skunk ",1,0.15
"liberty haze",1,0.15
