"response","count","percent_responded"
"1/4 ounce (~7 grams)",56,16.67
"2-3 grams",55,16.37
"8 grams to 1/2 ounce (~14 grams)",43,12.8
"4-6 grams",42,12.5
"1/4 gram or less",36,10.71
"15 grams to 1 ounce (~28 grams)",28,8.33
"1  gram",27,8.04
"I don't know how much I use per week",17,5.06
"1/2 gram",15,4.46
"More than 1 ounce",15,4.46
"None",2,0.6
