"response","count","percent_responded"
"MA",154,82.35
"CA",6,3.21
"NY",4,2.14
"IL",3,1.6
"AK",2,1.07
"CT",2,1.07
"IN",2,1.07
"ME",2,1.07
"OH",2,1.07
"VT",2,1.07
"AL",1,0.53
"DE",1,0.53
"FL",1,0.53
"HI",1,0.53
"NM",1,0.53
"RI",1,0.53
"TX",1,0.53
"WY",1,0.53
