"response","count","percent_responded"
"N/A",12,2.46
"Sativa",10,2.05
"None",9,1.85
"Blue Dream",7,1.44
"n/a",6,1.23
"Na",6,1.23
"Blue dream",5,1.03
"GSC",4,0.82
"na",4,0.82
"Sour Diesel",4,0.82
"Sour diesel ",4,0.82
"AC/DC",3,0.62
"GDP",3,0.62
"Gorilla glue",3,0.62
"Grandaddy Purple",3,0.62
"indica",3,0.62
"Indica",3,0.62
"Jack Herer",3,0.62
"Kush",3,0.62
"Master Kush",3,0.62
"Unknown",3,0.62
"any",2,0.41
"Any",2,0.41
"ATF",2,0.41
"Bluedream",2,0.41
"Cape Cod Kush",2,0.41
"charlottes web",2,0.41
"Chocolate Thai",2,0.41
"don't know",2,0.41
"Gelato",2,0.41
"GG#4",2,0.41
"GG4",2,0.41
"Girl scout cookies",2,0.41
"Girl Scout Cookies",2,0.41
"Gorilla Glue",2,0.41
"Grand Daddy Purple",2,0.41
"Grand Daddy Purple ",2,0.41
"Grape God",2,0.41
"Green Crack",2,0.41
"Harlequin",2,0.41
"Harlequin ",2,0.41
"Headband",2,0.41
"Honey Bananas",2,0.41
"Indica ",2,0.41
"Jack Herrer",2,0.41
"Katsu Kush",2,0.41
"Lemon Skunk",2,0.41
"Mango Kush",2,0.41
"N/a",2,0.41
"none",2,0.41
"Northern lights",2,0.41
"Og Kush",2,0.41
"Pineapple Express",2,0.41
"Sativa ",2,0.41
"Tangie",2,0.41
"Trainwreck",2,0.41
"Unknown ",2,0.41
"White Widow",2,0.41
"1",1,0.21
"1:01",1,0.21
"50/50",1,0.21
"92 Cookies",1,0.21
"9lb hammer",1,0.21
"9lb Hammer",1,0.21
"AC DC",1,0.21
"Acdc",1,0.21
"Afganistan  kush",1,0.21
"Afghan ",1,0.21
"Afghan Skunk",1,0.21
"Afghani Goo",1,0.21
"AK-47",1,0.21
"Ak 47",1,0.21
"ak47",1,0.21
"Alaska thunder f””k",1,0.21
"all",1,0.21
"Amnesia Haze",1,0.21
"Any kush",1,0.21
"Anyone",1,0.21
"Appetite inducing",1,0.21
"atf",1,0.21
"Banana ",1,0.21
"Banana Cake",1,0.21
"Banana Kush",1,0.21
"Berkel or Midnight",1,0.21
"Big bud",1,0.21
"Big Buddha cheese ",1,0.21
"Billy Kimber OG",1,0.21
"Biodiesel ",1,0.21
"Black Widow",1,0.21
"Blackberry kush",1,0.21
"Blissful wizard ",1,0.21
"Bluberry Pancake",1,0.21
"blue dream",1,0.21
"Blue dream ",1,0.21
"Blue Dream ",1,0.21
"Blue dream sour jack",1,0.21
