"response","count","percent_responded"
"United States",228,35.57
"USA",198,30.89
"Usa",59,9.2
"usa",34,5.3
"US",28,4.37
"USA ",20,3.12
"United States ",9,1.4
"Us",7,1.09
"Canada",6,0.94
"United States of America",5,0.78
"United states",4,0.62
"us",4,0.62
"America",2,0.31
"Suffolk",2,0.31
"U.S.A.",2,0.31
"united states",2,0.31
"Akron",1,0.16
"america",1,0.16
"asking that after what state kinda defeats the purpose huh?",1,0.16
"belknap",1,0.16
"Berkshire ",1,0.16
"bristol",1,0.16
"Bristol",1,0.16
"Canada.  family in maine so there part of the year",1,0.16
"Duh",1,0.16
"Dupage",1,0.16
"Essex",1,0.16
"Germany",1,0.16
"Hampden",1,0.16
"hillsborough",1,0.16
"Middlesex",1,0.16
"Northern ireland",1,0.16
"Not sure",1,0.16
"Plymouth",1,0.16
"Sagnahoc",1,0.16
"South Africa",1,0.16
"Suffolk ",1,0.16
"U. S. A.",1,0.16
"U.K. ",1,0.16
"U.S.",1,0.16
"United State",1,0.16
"Unites States",1,0.16
"Untied states",1,0.16
"Us ",1,0.16
"us of a",1,0.16
"uSA",1,0.16
"Worcester",1,0.16
