"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
10229633882,"","","","","","","","","","5 mg or less",""
10229621245,"","","","","","","","","","51 - 100 mg",""
10229608780,"","","","","","","","","","",""
10229561917,"","","","5 mg or less","","","","","","",""
10229494604,"","","","","","","","","","",""
10229488647,"","","","","","","","","","",""
10229472013,"","","","5 mg or less","","","","","","",""
10229432345,"","","","5 mg or less","","","","","","",""
10229408873,"","","","","","","","","","",""
10229404289,"","","","","","","","","","",""
10229395392,"","","","","","","","","","",""
10229369078,"","","","51 - 100 mg","","","","","","",""
10229332529,"","","","","","","","","","",""
10229305110,"","","","","","","","","","",""
10229301563,"","","","6-25 mg","","","","","","",""
10229301530,"","","","6-25 mg","","","","","","",""
10223801994,"","","","101 - 200 mg","","","","","","",""
10220475020,"","","","6-25 mg","","","","","","",""
10218215849,"","","","5 mg or less","","","","","","",""
10218173945,"","","","","","","","","","",""
10217744665,"","","","","","","","","","",""
10217376832,"","","","","","","","","","",""
10211611510,"","","","","","","","","","",""
10211434776,"","","","","","","","","","",""
10210916402,"","","","5 mg or less","","","","","","",""
10210640265,"","","","6-25 mg","","","","","","",""
10210561964,"","","","6-25 mg","","","","","","",""
10207891021,"","","","","","","","26 - 50 mg","","",""
10207729722,"","","","","","","","","","",""
10206473134,"","","","5 mg or less","","","","","","",""
10203397138,"","","","6-25 mg","","","","","","",""
10202983474,"","","","","","","","","","",""
10201808150,"","","","","","","","","","",""
10201076986,"","","","26 - 50 mg","","","","","","",""
10198112398,"","","","6-25 mg","","","","5 mg or less","","",""
10192810731,"","","","","","","","","","",""
10192677147,"","","","1001 or more mg","","","","","","",""
10192638212,"","","","6-25 mg","","","","","","",""
10192586963,"","","","5 mg or less","","","","","","",""
10192542738,"","","","","","","","","","",""
10192541090,"","","","51 - 100 mg","","","","","","",""
10192518925,"","","","","","","","","","",""
10192513890,"","","","","","","","","","",""
10192489339,"","","","201 - 500 mg","","","","5 mg or less","","6-25 mg",""
10191634878,"","","","5 mg or less","","","","","","",""
10191616641,"","","","5 mg or less","","","","","","",""
10191499790,"","","","5 mg or less","","","","","","",""
10188835145,"","","","","","","","","","",""
10188821355,"","","","5 mg or less","","","","","","",""
10188733674,"","","","","","","","","","",""
10188521969,"","","","","","","","","","",""
10187571266,"","","","","","","","","","",""
10186736515,"","","","5 mg or less","","","","","","",""
10180903610,"","","","","","","","","","",""
10180666815,"","","","","","","","","","",""
10180657381,"","","","","","","","","","",""
10180291383,"","","","","","","","","","",""
10179714310,"","","","6-25 mg","","","","","","",""
10179092808,"","","","51 - 100 mg","","","","","","1001 or more mg",""
10178952613,"","","","501 - 1000 mg","","","","","","",""
10176279610,"","","","5 mg or less","","","","","","",""
10174392415,"","","","6-25 mg","","","","","","26 - 50 mg",""
10174294235,"","","","","","","","","","6-25 mg",""
10171863955,"","","","6-25 mg","","","","","","",""
10171770881,"","","","","","","","","","",""
10170370957,"","","","5 mg or less","","","","","","",""
10168777404,"","","","5 mg or less","","","","","","",""
10168741975,"","","","201 - 500 mg","","","","","","",""
10168703624,"","","","","","","","","","",""
10168633491,"","","","101 - 200 mg","","","","","","",""
10167461882,"","","","","","","","","","",""
10166941347,"","","","26 - 50 mg","","","","5 mg or less","","",""
10166816483,"","","","","","","","","","",""
10166425536,"","","","5 mg or less","","","","","","",""
10166095333,"","","","","","","","","","",""
10166070277,"","","","","","","","","","",""
10164556386,"","","","6-25 mg","","","","","","",""
10164134618,"","","","26 - 50 mg","","","","","","",""
10163869931,"","","","6-25 mg","","","","","","",""
10163162820,"","","","51 - 100 mg","","","","","","",""
10160586191,"","","","51 - 100 mg","","","","","","",""
10160136536,"","","","","","","","","","",""
10157861557,"","","","","","","","","","",""
10156749143,"","","","26 - 50 mg","","","","","","",""
10156505734,"","","","","","","","","","",""
10156164985,"","","","5 mg or less","","","","","","",""
10153507665,"","","","5 mg or less","","","","","","",""
10153403072,"","","","26 - 50 mg","","","","","","",""
10152987696,"","","","6-25 mg","","","","","","",""
10151592531,"","","","","","","","","","",""
10151540038,"","","","5 mg or less","","","","","","",""
10147209030,"","","","","","","","","","",""
10147172908,"","","","201 - 500 mg","","","","","","101 - 200 mg",""
10146235500,"","","","","","","","","","",""
10146146224,"","","","","","","","","","",""
10146039671,"","","","5 mg or less","","","","","","",""
10145906026,"","","","","","","","","","",""
10144486255,"","","","101 - 200 mg","","","","","","",""
10143906427,"","","","5 mg or less","","","","","","",""
10143077190,"","","","","","","","","","",""
10143029353,"","","","5 mg or less","","","","","","",""
10142993231,"","","","","","","","","","",""
10142730928,"","","","26 - 50 mg","","","","","","",""
10142697202,"","","","6-25 mg","","","","","","",""
10142625629,"","","","5 mg or less","","","","","","",""
10142597211,"","","","","","","","","","6-25 mg",""
10142594370,"","","","","","","","","","",""
10142594072,"","","","","","","","","","",""
10142453509,"","","","","","","","","","",""
10142214540,"","","","","","","","","","",""
10139132658,"","","","201 - 500 mg","","","","","","51 - 100 mg",""
10138931674,"","","","5 mg or less","","","","","","",""
10138206762,"","","","","","","","","","",""
10137921188,"","","","","","","","26 - 50 mg","","",""
10137100957,"","","","5 mg or less","","","","","","",""
10136960446,"","","","51 - 100 mg","","","","","","",""
10135356461,"","","","201 - 500 mg","","","","","","",""
10135114465,"","","","51 - 100 mg","","","","","","",""
10134930830,"","","","","","","","","","",""
10134684832,"","","","","","","","","","",""
10134431722,"","","","","","","","","","",""
10134424429,"","","","501 - 1000 mg","","","","","","",""
10133805034,"","","","101 - 200 mg","","","","","","",""
10133779899,"","","","5 mg or less","","","","","","",""
10133477675,"","","","1001 or more mg","","","","","","201 - 500 mg",""
10133161650,"","","","6-25 mg","","","","","","",""
10132944471,"","","","","","","","","","",""
10132818474,"","","","","","","","","","",""
10132235608,"","","","5 mg or less","","","","","","",""
10131849213,"","","","6-25 mg","","","","","","",""
10131801703,"","","","6-25 mg","","","","","","",""
10131764296,"","","","","","","","","","",""
10131646744,"","","","","","","","","","",""
10131593777,"","","","26 - 50 mg","","","","","","",""
10131582698,"","","","6-25 mg","","","","","","",""
10131570320,"","","","6-25 mg","","","","","","",""
10131452305,"","","","6-25 mg","","","","","","",""
10131426326,"","","","101 - 200 mg","","","","","","",""
10131300085,"","","","","","","","","","",""
10131297032,"","","","6-25 mg","","","","5 mg or less","","",""
10131269258,"","","","","","","","","","",""
10131252823,"","","","","","","","","","",""
10131242201,"","","","","","","","","","",""
10131239512,"","","","51 - 100 mg","","","","","","",""
10131233757,"","","","5 mg or less","","","","","","",""
10131233475,"","","","5 mg or less","","","","","","",""
10131214477,"","","","","","","","","","",""
10131191189,"","","","","","","","","","",""
10131187127,"","","","","","","","","","",""
10130787672,"","","","26 - 50 mg","","","","","","",""
10130668887,"","","","","","","","","","",""
10130458387,"","","","51 - 100 mg","","","","","","",""
10130189844,"","","","6-25 mg","","","","","","",""
10130158929,"","","","5 mg or less","","","","","","",""
10130020477,"","","","51 - 100 mg","","","","","","",""
10129676432,"","","","","","","","","","",""
10129657579,"","","","6-25 mg","","","","","","",""
10129647412,"","","","","","","","","","51 - 100 mg",""
10129433706,"","","","51 - 100 mg","","","","","","",""
10128178320,"","","","51 - 100 mg","","","","","","",""
10128026830,"","","","5 mg or less","","","","","","",""
10127999637,"","","","","","","","","","",""
10127985597,"","","","5 mg or less","","","","","","",""
10127820444,"","","","","","","","","","",""
10127706116,"","","","26 - 50 mg","","","","","","5 mg or less",""
10127640409,"","","","","","","","","","",""
10127502019,"","","","51 - 100 mg","","","","","","",""
10127468488,"","","","5 mg or less","","","","","","",""
10127456257,"","","","5 mg or less","","","","","","",""
10127447594,"","","","51 - 100 mg","","","","","","",""
10127434115,"","","","51 - 100 mg","","","","","","",""
10127374223,"","","","5 mg or less","","","","","","",""
10127347345,"","","","5 mg or less","","","","","","",""
10127346623,"","","","5 mg or less","","","","","","",""
10127300620,"","","","","","","","","","",""
10127300314,"","","","5 mg or less","","","","","","",""
10127294443,"","","","","","","","","","",""
10127251708,"","","","","","","","","","",""
10127239067,"","","","6-25 mg","","","","","","",""
10127231694,"","","","6-25 mg","","","","","","",""
10127197108,"","","","","","","","","","",""
10127190570,"","","","","","","","","","",""
10127180821,"","","","5 mg or less","","","","","","",""
10127179828,"","","","5 mg or less","","","","","","",""
10127177091,"","","","","","","","","","",""
10127162272,"","","","","","","","","","",""
10127160872,"","","","6-25 mg","","","","","","",""
10127158548,"","","","","","","","","","",""
10127156717,"","","","5 mg or less","","","","","","",""
10127155757,"","","","6-25 mg","","","","","","",""
10127036495,"","","","51 - 100 mg","","","","","","",""
10126882145,"","","","5 mg or less","","","","","","",""
10126315016,"","","","6-25 mg","","","","","","",""
10125692008,"","","","5 mg or less","","","","","","",""
10125565226,"","","","201 - 500 mg","","","","","","",""
10125413527,"","","","51 - 100 mg","","","","","","",""
10125226319,"","","","5 mg or less","","","","","","",""
10124535755,"","","","","","","","","","",""
10124373549,"","","","51 - 100 mg","","","","","","",""
10124369213,"","","","5 mg or less","","","","","","",""
10124311786,"","","","","","","","","","",""
10124193021,"","","","201 - 500 mg","","","","51 - 100 mg","","26 - 50 mg",""
10122742896,"","","","","","","","","","",""
10121675492,"","","","51 - 100 mg","","","","201 - 500 mg","","",""
10120941745,"","","","6-25 mg","","","","","51 - 100 mg","",""
10120105927,"","","","51 - 100 mg","","","","","","",""
10119017610,"","","","6-25 mg","","","","","","",""
10118350185,"","","","51 - 100 mg","","","","","","",""
10117816882,"","","","","","","","","","",""
10117806489,"","","","","","","","","","",""
10116528519,"","","","","","","","","","26 - 50 mg",""
10116480749,"","","","","","","","","","",""
10115125310,"","","","5 mg or less","","","","","","",""
10114404591,"","","","","","","","","","",""
10114267357,"","","","","","","","","","",""
10114212199,"","","","","","","","","","",""
10113911131,"","","","","","","","","","",""
10113758110,"","","","","","","","","","",""
10113037715,"","","","","","","","","","",""
10105231055,"","","","6-25 mg","","","","","","",""
