"response","count","percent_responded"
".5 mL or less",8,38.1
"1 mL",6,28.57
"6.1 - 8 mL",3,14.29
"3.1 - 6 mL",2,9.52
"1.1 -3 mL",1,4.76
"14.1 mL or more",1,4.76
