"response","count","percent_responded"
"1/4 ounce (~7 grams)",8,36.36
"8 grams to 1/2 ounce (~14 grams)",5,22.73
"2-3 grams",4,18.18
"1/4 gram or less",3,13.64
"1  gram",1,4.55
"More than 1 ounce",1,4.55
