"response","count","percent_responded"
"THC Content",63,28.12
"Quality",56,25
"Cost/Price",39,17.41
"CBD Content",25,11.16
"Format (flower, vape, edibles, etc)",17,7.59
"Favorite Strain",13,5.8
"Other cannabinoids and terpenes",7,3.12
"THCa",3,1.34
"CBDa",1,0.45
