"response","count","percent_responded"
"MA",626,75.06
"CA",22,2.64
"ME",21,2.52
"FL",14,1.68
"IL",10,1.2
"MI",10,1.2
"NH",10,1.2
"OR",10,1.2
"WA",10,1.2
"CT",9,1.08
"AZ",8,0.96
"TX",8,0.96
"CO",7,0.84
"PA",7,0.84
"MD",6,0.72
"RI",6,0.72
"AL",4,0.48
"GA",4,0.48
"MT",4,0.48
"NC",3,0.36
"NJ",3,0.36
"NM",3,0.36
"NV",3,0.36
"NY",3,0.36
"OH",3,0.36
"VT",3,0.36
"AK",1,0.12
"AR",1,0.12
"HI",1,0.12
"IA",1,0.12
"ID",1,0.12
"IN",1,0.12
"KS",1,0.12
"KY",1,0.12
"MN",1,0.12
"ND",1,0.12
"NE",1,0.12
"OK",1,0.12
"SC",1,0.12
"TN",1,0.12
"UT",1,0.12
"VA",1,0.12
"WI",1,0.12
