"response","count","percent_responded"
"Cost/Price",44,29.14
"Quality",27,17.88
"Format (flower, vape, edibles, etc)",22,14.57
"THC Content",18,11.92
"Favorite Strain",14,9.27
"Other cannabinoids and terpenes",13,8.61
"CBD Content",9,5.96
"CBDa",2,1.32
"THCa",2,1.32
