"response","count","percent_responded"
"Blue Dream",6,3.87
"blue dream",2,1.29
"Blue dream",2,1.29
"GG",2,1.29
"gg4",2,1.29
"Grand daddy purple",2,1.29
"Green crack",2,1.29
"GSC",2,1.29
"Indica",2,1.29
"Sour Diesel",2,1.29
"Tangie",2,1.29
"Trainwreck",2,1.29
"?",1,0.65
"20:01",1,0.65
"ACDC",1,0.65
"All Indica strains",1,0.65
"All the same to me",1,0.65
"Any heavy Indica",1,0.65
"Banana OG",1,0.65
"Berry Gelato",1,0.65
"Big Bud",1,0.65
"BIG BUD",1,0.65
"Bio Desiel ",1,0.65
"Bio Diesel",1,0.65
"black mamba",1,0.65
"Blissful Wizard",1,0.65
"Blue dream ",1,0.65
"Bordello",1,0.65
"Bruce Banner 3",1,0.65
"Bubba kush",1,0.65
"Bubba Kush",1,0.65
"Buckeye Purple",1,0.65
"Buddha's Sister",1,0.65
"Burnt Cream Pie",1,0.65
"Cali kush",1,0.65
"Cbd",1,0.65
"CBD",1,0.65
"CBD-heavy",1,0.65
"Chem 4",1,0.65
"Chem dog",1,0.65
"Chem Dog",1,0.65
"Chocolate OG",1,0.65
"Chocolate oranges",1,0.65
"Chocolate Oranges",1,0.65
"Citrix",1,0.65
"Cookie Pebbles",1,0.65
"cookies and cream",1,0.65
"Cream",1,0.65
"Creeper",1,0.65
"Doesnt matter",1,0.65
"Double Black Domina",1,0.65
"Dumpster",1,0.65
"Facewreck",1,0.65
"Fire OG",1,0.65
"French Toast ",1,0.65
"Gg4",1,0.65
"girl scout cookie",1,0.65
"Girl Scout Cookie",1,0.65
"Girl Scout cookies",1,0.65
"Girl Scout Cookies",1,0.65
"Girls Scout Cookies",1,0.65
"gorilla glue",1,0.65
"Gorrila glue 4",1,0.65
"Grandaddy purple",1,0.65
"Granddaddy Purple",1,0.65
"Grape Ape",1,0.65
"Grape ape /// sleep aide",1,0.65
"Grape god",1,0.65
"Grape God",1,0.65
"Grapefruit x Chem D",1,0.65
"Grease Monkey",1,0.65
"Harlequin",1,0.65
"Harlequin ",1,0.65
"high CBD strains",1,0.65
"Highwayman",1,0.65
"Hindu Kush",1,0.65
"Holy Grail",1,0.65
"huckleberry kush",1,0.65
"Idk",1,0.65
"indica",1,0.65
"Jack frost",1,0.65
"Jack here",1,0.65
"Jack Herer",1,0.65
"JillyBean",1,0.65
"Killer Queen",1,0.65
"Kush 4",1,0.65
"kush dawg",1,0.65
"Lemon Haze",1,0.65
"Lemon Jeffery",1,0.65
"Lemon Jeffery ",1,0.65
"Lemon Lime Punch",1,0.65
"Lemon meringue ",1,0.65
"lemonade sour diesel",1,0.65
"lost coast og",1,0.65
"lower THC strains",1,0.65
"Lucky Charm",1,0.65
"Master kush",1,0.65
"Mimosa",1,0.65
"MOB",1,0.65
"Mother of berries cbd ",1,0.65
"Mr. Clean",1,0.65
"na",1,0.65
"Night Nurse",1,0.65
"Nl1",1,0.65
"Northern Lights Nl Indica",1,0.65
"Not sure",1,0.65
"Obama kush",1,0.65
"OG kush",1,0.65
"OG kush ",1,0.65
"Orange Krush",1,0.65
"Peach bliss",1,0.65
"Pineapple Express",1,0.65
"Poet's Walk ",1,0.65
"Purple Jack",1,0.65
"Sativa",1,0.65
"SATIVA",1,0.65
"Scott’s og",1,0.65
"Scout Cookies",1,0.65
"Sherbert",1,0.65
"Sky walker",1,0.65
"Skywalker Kush",1,0.65
"Star Dawg",1,0.65
"stuff",1,0.65
"Super lemon haze ",1,0.65
"Super Silver Haze",1,0.65
"Sweet Skunk x Jack Heurer",1,0.65
"Tahoe OG Kush",1,0.65
"The evelyne",1,0.65
"The guice",1,0.65
"these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry",1,0.65
"Train wreck",1,0.65
"Unknown",1,0.65
"Unknown n/-",1,0.65
"unkown",1,0.65
"unsure",1,0.65
"Walker kush",1,0.65
"Wedding Cake",1,0.65
"White widow",1,0.65
"White Widow",1,0.65
