Q#81,Did you ever go on combat patrols or have other dangerous duty?,
,,
response,count,percent_all
No,19,17.12%
1-3 times,10,9.01%
4-12 times,17,15.32%
13-50 times,20,18.02%
51+ times,45,40.54%
