"response","count","percent_responded"
"1/4 ounce (~7 grams)",37,18.69
"2-3 grams",35,17.68
"8 grams to 1/2 ounce (~14 grams)",27,13.64
"4-6 grams",24,12.12
"1/4 gram or less",21,10.61
"15 grams to 1 ounce (~28 grams)",17,8.59
"1  gram",13,6.57
"I don't know how much I use per week",8,4.04
"More than 1 ounce",8,4.04
"1/2 gram",7,3.54
"None",1,0.51
