"response","count","percent_responded"
"Cost/Price",238,26.24
"Quality",161,17.75
"THC Content",127,14
"Format (flower, vape, edibles, etc)",121,13.34
"Other cannabinoids and terpenes",78,8.6
"CBD Content",76,8.38
"Favorite Strain",76,8.38
"THCa",22,2.43
"CBDa",8,0.88
