"response","count","percent_responded"
"THC Content",216,23.74
"Cost/Price",194,21.32
"Quality",157,17.25
"CBD Content",120,13.19
"Format (flower, vape, edibles, etc)",82,9.01
"Favorite Strain",67,7.36
"Other cannabinoids and terpenes",45,4.95
"THCa",21,2.31
"CBDa",8,0.88
