"response","count","percent_responded"
"Blue Dream",19,2.09
"Sour Diesel",17,1.87
"Bruce Banner",14,1.54
"Sativa",13,1.43
"Blue dream",11,1.21
"Sour diesel",11,1.21
"GG4",10,1.1
"GG#4",9,0.99
"Gorilla glue",9,0.99
"Gorilla Glue",8,0.88
"Jack Herer",7,0.77
"Gg4",6,0.66
"Green crack",6,0.66
"Indica",6,0.66
"Sour diesel ",6,0.66
"Trainwreck",6,0.66
"blue dream",5,0.55
"Grape God",5,0.55
"indica",5,0.55
"Lemon Jeffery",5,0.55
"Northern Lights",5,0.55
"Sweet tooth",5,0.55
"Sweet Tooth",5,0.55
"Blueberry",4,0.44
"Buddha's Sister",4,0.44
"Cannatonic",4,0.44
"Chocolope",4,0.44
"Double Black Domina",4,0.44
"Gorilla Glue #4",4,0.44
"Granddaddy Purple",4,0.44
"GSC",4,0.44
"Lemon Jeffrey",4,0.44
"Meltdown",4,0.44
"Northern lights",4,0.44
"Pineapple Express",4,0.44
"Tangerine Haze",4,0.44
"Tangie",4,0.44
"White Widow",4,0.44
"?",3,0.33
"ACDC",3,0.33
"Bio diesel",3,0.33
"Blue dream ",3,0.33
"Blue dreams",3,0.33
"CBD",3,0.33
"Chem Dawg",3,0.33
"Chemdawg",3,0.33
"Domnesia",3,0.33
"dont know",3,0.33
"Flo",3,0.33
"GDP",3,0.33
"GG",3,0.33
"Girl Scout Cookies",3,0.33
"Hawaiian Spice",3,0.33
"Kush",3,0.33
"Lemon Jeffrey ",3,0.33
"Lemon meringue",3,0.33
"Moonrise",3,0.33
"Mr. Clean",3,0.33
"N/a",3,0.33
"Night Nurse",3,0.33
"sativa",3,0.33
"sour diesel",3,0.33
"Star 91 #8",3,0.33
"Strawberry Fields",3,0.33
"Acdc",2,0.22
"Afghan",2,0.22
"AK-47",2,0.22
"Bio deisel",2,0.22
"Bio Diesel",2,0.22
"Black Mamba",2,0.22
"Black Triangle Kush",2,0.22
"Blissful Wizard",2,0.22
"Blue OG",2,0.22
"Bubba Kush",2,0.22
"Buddha’s Sister",2,0.22
"C99",2,0.22
"Cbd",2,0.22
"Cheese",2,0.22
"Chocolate Oranges",2,0.22
"Cinderella",2,0.22
"Cinderella 99",2,0.22
"Clemintine",2,0.22
"Cookie Pebbles",2,0.22
"Cookies and cream ",2,0.22
"Critical mass",2,0.22
"don't know",2,0.22
"Don’t know",2,0.22
"Durban Poison",2,0.22
"Facewreck",2,0.22
"Fire OG",2,0.22
"Flo OG",2,0.22
"Gg",2,0.22
"gg#4",2,0.22
"Gg#4",2,0.22
"Ghost Train Haze",2,0.22
"Girl scout cookie",2,0.22
"Girl Scout Cookie",2,0.22
"girl scout cookies",2,0.22
"Golden Goat",2,0.22
"Granddaddy purple",2,0.22
"Grape god",2,0.22
"Headband",2,0.22
"Highwayman",2,0.22
"Hybrid",2,0.22
"Hybrid ",2,0.22
"Indica ",2,0.22
"Jack Pine",2,0.22
"Just use edibles",2,0.22
"Lambs bread",2,0.22
"Las Vegas Bubba Kush",2,0.22
"Lemon ",2,0.22
"lemon meringue",2,0.22
"Lemon Meringue",2,0.22
"Lemon Meringue ",2,0.22
"Lemon Skunk",2,0.22
"Meltdown ",2,0.22
"Mimosa",2,0.22
"n/a",2,0.22
"na",2,0.22
"Na",2,0.22
"Night nurse",2,0.22
"northern lights",2,0.22
"Northern lights ",2,0.22
"og kush",2,0.22
"Og kush",2,0.22
"OG Kush",2,0.22
"Peach Puree",2,0.22
"Purple haze",2,0.22
"Sacari",2,0.22
"Skywalker Kush",2,0.22
"Sour Tangie",2,0.22
"Strawberry Cough",2,0.22
"Strawberry Pebbles",2,0.22
"Sunshine Daydream",2,0.22
"Super Lemon Haze",2,0.22
"Tres sister",2,0.22
"white widow",2,0.22
" Grape God",1,0.11
" Northern Lights",1,0.11
".",1,0.11
"??",1,0.11
"???",1,0.11
"1",1,0.11
"1 to 1",1,0.11
"1:01",1,0.11
"2:01",1,0.11
"24k",1,0.11
"24K",1,0.11
"3 chems",1,0.11
"3D-3",1,0.11
"3D (sativa)",1,0.11
"707 truthband",1,0.11
"aaa",1,0.11
"AC DC",1,0.11
"ac/dc",1,0.11
"Acapulco Gold",1,0.11
"Afghan kush",1,0.11
"AJ Sour Diesel",1,0.11
"AK 47",1,0.11
"Ak47",1,0.11
"Alaskan Thunder Fuck ",1,0.11
"all",1,0.11
"Amnesia ",1,0.11
"Amnesia Haze",1,0.11
"Amnesia Lemon",1,0.11
"any hybrid",1,0.11
"Any indica higher thc %",1,0.11
"any kush",1,0.11
"Banana Kush",1,0.11
"Banana split",1,0.11
"Banana Split",1,0.11
"Bangin' Ticket",1,0.11
"Barcelona ",1,0.11
"bask blend",1,0.11
"Berry gelato",1,0.11
"Berry Gelato",1,0.11
"Bianca",1,0.11
"Bio Deisel",1,0.11
"Bio diesel ",1,0.11
"Bio Diesel ",1,0.11
"Biodiesel ",1,0.11
"black d.o.g.",1,0.11
"Black d.o.g.",1,0.11
"Black dog",1,0.11
"black mamba",1,0.11
"Black mamba",1,0.11
"black raspberry",1,0.11
"Black Raspberry",1,0.11
"blissful wizard",1,0.11
"Blue ",1,0.11
"Blue berry",1,0.11
"Blue cheese ",1,0.11
"Blue dragon",1,0.11
"Blue Mystiq",1,0.11
"blue nina",1,0.11
"blueberry",1,0.11
"Blueberry ",1,0.11
"Boodah sister",1,0.11
"Brownie Scout ",1,0.11
"BRUCE BANNER",1,0.11
"Bruce banner ",1,0.11
"Bruce Banner ",1,0.11
"Bruce banner #3",1,0.11
"Bubba kush LV",1,0.11
"Bubblegum",1,0.11
"Buckeye Purple",1,0.11
"Buddha's  sister",1,0.11
"Buddha's sister",1,0.11
"Buddha sister ",1,0.11
"Buddha’s Sister ",1,0.11
"Buddhas sister ",1,0.11
"Candy Chem",1,0.11
"candy kush ",1,0.11
"Candyland",1,0.11
"Cbd 1:1",1,0.11
"CBD 1:1",1,0.11
"CBD Critical Mass",1,0.11
"CBD/THC 1-1",1,0.11
"CBD:THC",1,0.11
"Chad Bud",1,0.11
"Chem",1,0.11
"chem dawg",1,0.11
"Chemdawg 91",1,0.11
"Cherry Pie",1,0.11
"chocolate cream",1,0.11
"Chuck og",1,0.11
"Chuck OG",1,0.11
"Cinderella99",1,0.11
"Cinex ",1,0.11
"Citrique",1,0.11
"Citrix",1,0.11
"Citrus sap ",1,0.11
"clementine ",1,0.11
"Cookie pebbles",1,0.11
"cookies & cream",1,0.11
"Cookies & cream",1,0.11
"cookies creem",1,0.11
"Cotton Candy",1,0.11
"Critical Mass",1,0.11
"Critical OG",1,0.11
"Critical Sensei Star",1,0.11
"Deep chunkolate",1,0.11
"Desert Diesel",1,0.11
"Diesel",1,0.11
"Do-si-do",1,0.11
"Doesnt matter",1,0.11
"don'[t know",1,0.11
"don't have",1,0.11
"don't have any",1,0.11
"don't know ",1,0.11
"Don't not know",1,0.11
"don't use",1,0.11
"Dosido",1,0.11
"dr. grinspoon",1,0.11
"dunno",1,0.11
"durango OG",1,0.11
"Durban poison",1,0.11
"Durbin poison",1,0.11
"East Coast Sour Diesel",1,0.11
"Evelyn",1,0.11
"Extreme cream",1,0.11
"face wreak",1,0.11
"Face wreck",1,0.11
"Face wreck ",1,0.11
"facewreck ",1,0.11
"Facewreck ",1,0.11
"Flower",1,0.11
"Four Lights",1,0.11
"Garilla glue",1,0.11
"GC",1,0.11
"GC #4",1,0.11
"Gdp",1,0.11
"gg",1,0.11
"GG #4",1,0.11
"GG 4",1,0.11
"gg3",1,0.11
"gg4",1,0.11
"GG4 - Indica",1,0.11
"Ghost train haze",1,0.11
"Ghost Train Haze ",1,0.11
"Ghostrain haze",1,0.11
"Girl scout",1,0.11
"Girl Scout ",1,0.11
"girl scout cookie",1,0.11
"girl scout cookie ",1,0.11
"Girl scout cookie ",1,0.11
"Girl Scout cookie ",1,0.11
"Girl scout cookies",1,0.11
"Girl Scout cookies ",1,0.11
"Goat 12",1,0.11
"GOD FATHER OG",1,0.11
"Gold or diesel OG",1,0.11
"Golden Glue",1,0.11
"Golden triangle ",1,0.11
"Gorilla 🦍 glue",1,0.11
"gorilla glue",1,0.11
"Gorilla Glue - Sativa",1,0.11
"Gorilla Glue #4 AKA GG #4",1,0.11
"gorilla glue 4",1,0.11
"Grand dad cush",1,0.11
"Grand Daddy Purp",1,0.11
"Grand Daddy Purple",1,0.11
"Grand Daddy Purple (Indica)",1,0.11
"Granddaddy Purple ",1,0.11
"Granddaddy Purple Gdp Indica. ",1,0.11
"Grape",1,0.11
"grape god",1,0.11
"Grape god ",1,0.11
"Grape God ",1,0.11
"Grape God - Bask",1,0.11
"Grape Stomper",1,0.11
"grapefruit",1,0.11
"GrapeGod",1,0.11
"Grease monkey",1,0.11
"Grease Monkey",1,0.11
"Grease Monkey ",1,0.11
"grease monkey #9",1,0.11
"Grease Monkey OG",1,0.11
"Green Crack",1,0.11
"Green crack ",1,0.11
"Green Crack ",1,0.11
"Gummies ",1,0.11
"Harlequin",1,0.11
"Harlequin ",1,0.11
"Hashplant",1,0.11
"Have never purchased by strain",1,0.11
"Herijuana ",1,0.11
"high CBD",1,0.11
"High CBD",1,0.11
"high thca hybrids",1,0.11
"highwayman",1,0.11
"Holy Moly ",1,0.11
"home grown",1,0.11
"hybrid",1,0.11
"hybrid/sativa",1,0.11
"HYDRO",1,0.11
"I'm strain-agnostic - effects/terpenes are more important",1,0.11
"I don't have ",1,0.11
"I don't know",1,0.11
"I dont have a favorite",1,0.11
"I haven't found my #1 favorite yet",1,0.11
"I never pay attention to names only content",1,0.11
"I take mostly CBD extracts",1,0.11
"I use CBD OIL",1,0.11
"idk",1,0.11
"Indica-stain unknown",1,0.11
"Inica",1,0.11
"Jack any of them",1,0.11
"Jack Cookies",1,0.11
"Jack Frost",1,0.11
"Jack frost ",1,0.11
"Jack Frost ",1,0.11
"Jack H",1,0.11
"Jack hearer",1,0.11
"Jack herer",1,0.11
"Jack Herer ",1,0.11
"JACK PINE",1,0.11
"Killer Queen",1,0.11
"KT Dawg",1,0.11
"kush",1,0.11
"kushberry",1,0.11
"LA Confidential",1,0.11
"Las Vegas Buba Kush",1,0.11
"las vegas bubba kush",1,0.11
"Las Vegas bubba kush",1,0.11
"Lee Roy",1,0.11
"lemon",1,0.11
"Lemon alien",1,0.11
"Lemon diesel ",1,0.11
"Lemon Haze",1,0.11
"Lemon ice",1,0.11
"Lemon Jefferies ",1,0.11
"lemon jeffery",1,0.11
"Lemon Jeffery ",1,0.11
"Lemon Jeffery at Bask",1,0.11
"lemon jeffrey",1,0.11
"Lemon Jeffries",1,0.11
"Lemon kush",1,0.11
"lemon merange",1,0.11
"lemon merigne",1,0.11
"lemon meringue ",1,0.11
"Lemon meringue ",1,0.11
"lemon skunk",1,0.11
"Lemon skunk ",1,0.11
"light saber",1,0.11
"Light Saber",1,0.11
"Linguist",1,0.11
"Madgirl",1,0.11
"maes Cannatonic",1,0.11
"Mandarin Dreams",1,0.11
"Mandarin Jack",1,0.11
"Manderian Dreams",1,0.11
"mango crush",1,0.11
"Master Kush",1,0.11
"Master Kush x Skunk",1,0.11
"Mayflower ",1,0.11
"Me.Clean",1,0.11
"Medicine man",1,0.11
"Melodious funk&jack",1,0.11
