"response","count","percent_responded"
"USA",405,31.37
"United States",401,31.06
"Usa",128,9.91
"usa",84,6.51
"US",62,4.8
"USA ",46,3.56
"Canada",16,1.24
"United States ",15,1.16
"Us",13,1.01
"United states",12,0.93
"United States of America",8,0.62
"us",7,0.54
"united states",5,0.39
"America",4,0.31
"Suffolk",4,0.31
"U.S.",4,0.31
"South Africa",3,0.23
"U.S.A.",3,0.23
"United states ",3,0.23
"america",2,0.15
"Bristol",2,0.15
"Essex",2,0.15
"Germany",2,0.15
"Hampden",2,0.15
"United Kingdom",2,0.15
"Unites States",2,0.15
"Akron",1,0.08
"America ",1,0.08
"asking that after what state kinda defeats the purpose huh?",1,0.08
"belknap",1,0.08
"Berkshire ",1,0.08
"bristol",1,0.08
"Canada.  family in maine so there part of the year",1,0.08
"Costa Rica",1,0.08
"Croatia",1,0.08
"Denmark",1,0.08
"Duh",1,0.08
"Dupage",1,0.08
"🇺🇸",1,0.08
"England ",1,0.08
"Gila",1,0.08
"Hampden ",1,0.08
"Hampshire",1,0.08
"hillsborough",1,0.08
"Ireland",1,0.08
"Is",1,0.08
"marijuanaland",1,0.08
"Middlesex",1,0.08
"Nigeria",1,0.08
"Northern ireland",1,0.08
"Not sure",1,0.08
"palm beach",1,0.08
"Perú",1,0.08
"Plymouth",1,0.08
"Puerto Rico",1,0.08
"Sagnahoc",1,0.08
"See above",1,0.08
"Spain",1,0.08
"Suffolk ",1,0.08
"Thailand",1,0.08
"The one supposed governed by an orange monkey",1,0.08
"The U.S.",1,0.08
"U S",1,0.08
"U. S. A.",1,0.08
"U.K. ",1,0.08
"u.s.a.",1,0.08
"U.s.a.",1,0.08
"U.S.A. ",1,0.08
"UK",1,0.08
"United Snakes",1,0.08
"United State",1,0.08
"United states of america",1,0.08
"United States Of America ",1,0.08
"Untied states",1,0.08
"Us ",1,0.08
"US (duh)",1,0.08
"us of a",1,0.08
"uSA",1,0.08
"Worcester",1,0.08
"york",1,0.08
