"response","count","percent_responded"
"Lemon Haze",1,0.39
"Lemon Jeffery",1,0.39
"lemon jeffrey",1,0.39
"Lemon Maringe ",1,0.39
"Lemon skunk ",1,0.39
"Lemon Squeeze",1,0.39
"Louie",1,0.39
"LVBK",1,0.39
"Master Kush ",1,0.39
"Master lemon kush",1,0.39
"Maui Wowie",1,0.39
"Me clea n",1,0.39
"Medussa",1,0.39
"Melodious Funk x Jack",1,0.39
"Meltdown",1,0.39
"Mickey Kush",1,0.39
"MIMOSA",1,0.39
"mimosa ",1,0.39
"Mob Boss",1,0.39
"montenuska thunderfuck",1,0.39
"Moonrise",1,0.39
"moonshine haze",1,0.39
"N. Lights",1,0.39
"N/A",1,0.39
"Night Nurse",1,0.39
"Nom Nom",1,0.39
"none",1,0.39
"Not sure",1,0.39
"Og kush",1,0.39
"OG Kush",1,0.39
"Peach puree",1,0.39
"Pineapple Chunk",1,0.39
"Platinum Wreck",1,0.39
"Pure Indica",1,0.39
"Purple Chem",1,0.39
"purple kush",1,0.39
"Querkle (Indica dominant)",1,0.39
"Raspberry Cough",1,0.39
"Road kill skunk ",1,0.39
"Roadkill Skunk x Chem",1,0.39
"Sage 21",1,0.39
"Sativa ",1,0.39
"sativa dominant hybrid",1,0.39
"Sativas",1,0.39
"See above",1,0.39
"Skunk",1,0.39
"Skunk og kush",1,0.39
"Skywalker OG",1,0.39
"Smoke",1,0.39
"Smoking flower Indica",1,0.39
"Sour",1,0.39
"Sour diesel",1,0.39
"Sour diesel ",1,0.39
"Sour purple desle",1,0.39
"Sour tsu x cat kush",1,0.39
"Star killer",1,0.39
"Strawberry banana",1,0.39
"Strawberry fields",1,0.39
"Strawberry Pebbles ",1,0.39
"Stryker",1,0.39
"Sunset Sherbert",1,0.39
"Super Lemon Haze",1,0.39
"Sweet Tooth",1,0.39
"sweet tooth ",1,0.39
"Tangi",1,0.39
"Tres sister",1,0.39
"Tsunami trainwreck ",1,0.39
"unknown",1,0.39
"Unknown",1,0.39
"unsure",1,0.39
"Vyb Boost",1,0.39
"VYB Boost",1,0.39
"VYB Float",1,0.39
"Walker Kush",1,0.39
"White Lotus",1,0.39
"XJ 13",1,0.39
