"response","count","percent_responded"
"Blue Dream",9,3.24
"Bruce Banner",6,2.16
"Blue dream",5,1.8
"Sativa",5,1.8
"Sour Diesel",5,1.8
"Gorilla glue",4,1.44
"blue dream",3,1.08
"Don’t know",3,1.08
"Indica",3,1.08
"Meltdown",3,1.08
"OG Kush",3,1.08
"Sweet tooth",3,1.08
"?",2,0.72
"AK-47",2,0.72
"Blueberry",2,0.72
"Buddha's Sister",2,0.72
"Cannatonic",2,0.72
"Chocolope",2,0.72
"Cookie Pebbles",2,0.72
"GDP",2,0.72
"GG#4",2,0.72
"Golden Goat",2,0.72
"Gorilla Glue",2,0.72
"Green crack",2,0.72
"Indica ",2,0.72
"Lemon Jeffery",2,0.72
"Lemon Meringue ",2,0.72
"Northern lights",2,0.72
"Northern Lights",2,0.72
"Northern lights ",2,0.72
"Purple haze",2,0.72
"sour diesel",2,0.72
"Sweet Tooth",2,0.72
"Tangie",2,0.72
"White Widow",2,0.72
" Northern Lights",1,0.36
"??",1,0.36
"1 to 1",1,0.36
"2:01",1,0.36
"9 Lb Hammer",1,0.36
"Acdc",1,0.36
"Afghan",1,0.36
"Any I get my hands on",1,0.36
"Any indica higher thc %",1,0.36
"Banana Split",1,0.36
"bask blend",1,0.36
"Bio diesel",1,0.36
"Black Triangle Kush",1,0.36
"blissful wizard",1,0.36
"Blissful Wizard",1,0.36
"Blue berry",1,0.36
"Blue dream ",1,0.36
"Blue dreams",1,0.36
"Blue Mystiq",1,0.36
"Blue OG",1,0.36
"blueberry headband",1,0.36
"Brownie Scout ",1,0.36
"BRUCE BANNER",1,0.36
"Bubba Kush",1,0.36
"Bubblegum",1,0.36
"Buddha sister ",1,0.36
"Buddha’s Sister ",1,0.36
"Buddhas sister ",1,0.36
"canntrust cbd oil",1,0.36
"CBD",1,0.36
"Cbd 1:1",1,0.36
"Chem Dawg",1,0.36
"Chemdawg",1,0.36
"Cherry Pie",1,0.36
"chocolate cream",1,0.36
"Chuck OG",1,0.36
"Cinderella",1,0.36
"Cinderella 99",1,0.36
"Citrus sap ",1,0.36
"Clemintine",1,0.36
"Cookie pebbles",1,0.36
"Cw cbd hemp oil ",1,0.36
"dont know the strains",1,0.36
"Dosidos by Culta",1,0.36
"Double Black Domina",1,0.36
"Dr. White",1,0.36
"Durban Poison",1,0.36
"Durbin poison",1,0.36
"Evelyn",1,0.36
"Extreme cream",1,0.36
"Face wreck ",1,0.36
"Fire OG",1,0.36
"Flo OG",1,0.36
"Flower",1,0.36
"Gdp",1,0.36
"GG #4",1,0.36
"Gg4",1,0.36
"GG4",1,0.36
"GG4 - Indica",1,0.36
"Ghost train haze",1,0.36
"Ghost Train Haze ",1,0.36
"Ghostrain haze",1,0.36
"girl scout cookie",1,0.36
"Girl scout cookie",1,0.36
"girl scout cookie ",1,0.36
"girl scout cookies",1,0.36
"Girl Scout Cookies",1,0.36
"Girl Scout cookies ",1,0.36
"Glorilla Glue",1,0.36
"GOD FATHER OG",1,0.36
"gorilla glue",1,0.36
"Gorilla Glue #4 AKA GG #4",1,0.36
"Granddaddy Purple",1,0.36
"grape god",1,0.36
"Grape god",1,0.36
"Grease monkey",1,0.36
"Grease Monkey",1,0.36
"Grease Monkey OG",1,0.36
"Green",1,0.36
