"response","count","percent_responded"
"Blue Dream",15,2.49
"Sour Diesel",10,1.66
"GSC",9,1.49
"Gorilla Glue",7,1.16
"Facewreck",6,1
"GG4",6,1
"Girl Scout Cookies",6,1
"Grape God",6,1
"Green Crack",6,1
"Blue dream",5,0.83
"Durban Poison",5,0.83
"Gorilla glue",5,0.83
"Indica",5,0.83
"GG#4",4,0.66
"Gorilla Glue #4",4,0.66
"Haze",4,0.66
"Maui Wowie",4,0.66
"OG Kush",4,0.66
"Trainwreck",4,0.66
"White Widow",4,0.66
"?",3,0.5
"Blueberry ",3,0.5
"Cannatonic",3,0.5
"Chuck OG",3,0.5
"Diesel",3,0.5
"Gelato",3,0.5
"GG #4",3,0.5
"Herijuana",3,0.5
"Hybrid",3,0.5
"Hybrid ",3,0.5
"Jack Herer",3,0.5
"Master Kush",3,0.5
"Moonrise",3,0.5
"Northern Lights",3,0.5
"Sativa",3,0.5
"Sour diesel",3,0.5
"Sweet tooth",3,0.5
"Acapulco Gold",2,0.33
"Black Mamba",2,0.33
"blue dream",2,0.33
"Blueberry",2,0.33
"Blueberry Haze",2,0.33
"Bruce banner",2,0.33
"Bruce Banner",2,0.33
"Buddha's Sister",2,0.33
"CBD",2,0.33
"Chocolope",2,0.33
"Citrix",2,0.33
"Durban",2,0.33
"Durban poison",2,0.33
"GDP",2,0.33
"GG 4",2,0.33
"Ghost Train Haze",2,0.33
"Girl scout cookies",2,0.33
"Gorilla glue ",2,0.33
"Gorilla Glue ",2,0.33
"Grand Daddy Purp",2,0.33
"Gsc ",2,0.33
"hybrid",2,0.33
"idk",2,0.33
"Jack Frost",2,0.33
"jack herer",2,0.33
"Jack herer",2,0.33
"Killer Queen",2,0.33
"Kush",2,0.33
"Lavender",2,0.33
"Lemon Jeffery",2,0.33
"lemon jeffrey",2,0.33
"Lemon Jeffrey",2,0.33
"Lemon Skunk",2,0.33
"LVBK",2,0.33
"Meltdown",2,0.33
"Mimosa",2,0.33
"MOB",2,0.33
"n/a",2,0.33
"N/A",2,0.33
"Pineapple express",2,0.33
"sativa",2,0.33
"Sativa ",2,0.33
"Skywalker",2,0.33
"Sour diesel ",2,0.33
"Star killer",2,0.33
"Sweet Tooth",2,0.33
"Sweet tooth ",2,0.33
"Tangie",2,0.33
"Wedding Cake",2,0.33
"White widow",2,0.33
"  ChemD",1,0.17
" Grandaddy Purple ",1,0.17
" Russian Bubble Tea (Friends personal cross)",1,0.17
"1:01",1,0.17
"3 Chems",1,0.17
"3 Gorillas ",1,0.17
"3D-6",1,0.17
"99 Cindrella",1,0.17
"AC/DC",1,0.17
"AC/DC ",1,0.17
"ACDC",1,0.17
"Afgan Kush",1,0.17
"Agent orange ",1,0.17
"AK-48",1,0.17
"Ak47",1,0.17
"Albert Walker",1,0.17
"Amnesia haze",1,0.17
"any hybrid",1,0.17
"any indica",1,0.17
"Any indica",1,0.17
"Bakerstreet(Hindu Kush)",1,0.17
"Banana OG",1,0.17
"Banana split ",1,0.17
"Berry white ",1,0.17
"Bio diesel",1,0.17
"Bio Diesel",1,0.17
"Bio diesel ",1,0.17
"Birthday cake",1,0.17
"Biscotti Kush",1,0.17
"Black D.O.G.",1,0.17
"Black mamba",1,0.17
"Black mambo ",1,0.17
"Blissful Wizard",1,0.17
"Blue CBD",1,0.17
"Blue Cheese",1,0.17
"Blue Cookies",1,0.17
"blue dream ",1,0.17
"Blue dream ",1,0.17
"blue dreams",1,0.17
"Blue dreams",1,0.17
"Blue og",1,0.17
"Blue OG",1,0.17
"blueberry",1,0.17
"Blueberry Cobbler CBD",1,0.17
"blueberry cookies",1,0.17
"blueberry kush",1,0.17
"Blueberry Kush",1,0.17
"Blueberry pie",1,0.17
"Blur Cheese",1,0.17
"Bootylicious ",1,0.17
"Bruce Banner ",1,0.17
"Bruce Banner 4",1,0.17
"Bruce Danner",1,0.17
"Brucebanner",1,0.17
"Bubba Kush",1,0.17
"Bubba Kush Bk Indica",1,0.17
"Bubba x C99",1,0.17
"bubbak",1,0.17
"Bubble gum",1,0.17
"Buddah's Sister",1,0.17
"Buddahs sister",1,0.17
"Buddas sister ",1,0.17
"buddha's sister",1,0.17
"Buddha’s sister",1,0.17
"Bullfighter",1,0.17
"Candy Jack",1,0.17
"CBD 4:1",1,0.17
"CBD and 1-1 ",1,0.17
"CBD indica hybrid",1,0.17
"CBD Punch",1,0.17
"Cheese",1,0.17
"Cheesecake ",1,0.17
"Chem Dawg",1,0.17
"Chem dawg ",1,0.17
"chem dawg/cheese",1,0.17
"chem dog",1,0.17
"Chemdawg",1,0.17
"CHEMDAWG",1,0.17
"chemdog",1,0.17
"Chemdog ",1,0.17
"CHOCOLOPE",1,0.17
"Chuck og",1,0.17
"Cinex",1,0.17
"Citrique ",1,0.17
"Citrix ",1,0.17
"Citrus sap",1,0.17
"Clean man",1,0.17
"Clementine",1,0.17
"Clementine ",1,0.17
"Clemintine",1,0.17
"cookie pebbles",1,0.17
"Cookie Pebbles ",1,0.17
"cookies and cream",1,0.17
"Cookies and Cream",1,0.17
"Cosmic glue",1,0.17
"Critical Kush",1,0.17
"cush",1,0.17
"Dawg Biscuit",1,0.17
"Deep Chunkolate",1,0.17
"Do-Si-Do",1,0.17
"Do-Si-Dos",1,0.17
"Do So Do #22",1,0.17
"Doc holliday",1,0.17
"Doctor CBD",1,0.17
"Doesnt matter",1,0.17
"don't know ",1,0.17
"Don’t know",1,0.17
"Dont",1,0.17
"Doobie Bird Daydream",1,0.17
"Dosido #22",1,0.17
"Double Black Domina ",1,0.17
"Double stuff",1,0.17
"Durban poison ",1,0.17
"Dutch dragon",1,0.17
"Facewreak",1,0.17
"flo",1,0.17
"Flo OG",1,0.17
"float",1,0.17
"Franken Berry by Strong Medz",1,0.17
"French toast",1,0.17
"French Toast",1,0.17
"Fruity pebble",1,0.17
"Garlic Grove",1,0.17
"Gdp",1,0.17
"Gelato #33",1,0.17
"GG",1,0.17
"Gg #4",1,0.17
"GG #6",1,0.17
"Girl scout",1,0.17
"Girl scout cookie",1,0.17
"Girl Scout Cookie",1,0.17
