"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
11148895510,"","","","6-25 mg","","","","","","",""
11111801761,"","","","5 mg or less","","","","","","",""
10626429877,"","","","501 - 1000 mg","","","","","","",""
10615382686,"","","","5 mg or less","","","","","","",""
10544586314,"","","","6-25 mg","","","","","","",""
10516361607,"","","","26 - 50 mg","","","","","","6-25 mg",""
10464834197,"","","","5 mg or less","","","","","","",""
10361398461,"","","","","","","","","","5 mg or less",""
10313041082,"","","","","","","","","","5 mg or less",""
10289128872,"","","","","","","","","","",""
10288684650,"","","","5 mg or less","","","","","","",""
10263390124,"","","","","","","","","","51 - 100 mg",""
10249664681,"","","","201 - 500 mg","","","","","","",""
10247119003,"","","","","","","","","","",""
10243813684,"","","","","","","","","","5 mg or less",""
10239109393,"","","","","","","","","","",""
10235888421,"","","","","","","","","","",""
10233663249,"","","","","","","","","","",""
10232561621,"","","","5 mg or less","","","","","","",""
10231985248,"","","","51 - 100 mg","","","","","","",""
10231654493,"","","","","","","","","","",""
10231320543,"","","","26 - 50 mg","","","","","","",""
10230754508,"","","","","","","","","","6-25 mg",""
10230326071,"","","","51 - 100 mg","","","","5 mg or less","","",""
10230119752,"","","","","","","","","","",""
10230014122,"","","","5 mg or less","","","","","","",""
10229975238,"","","","5 mg or less","","","","","","",""
10229706080,"","","","","","","","","","6-25 mg",""
10229649057,"","","","1001 or more mg","","","","26 - 50 mg","","101 - 200 mg",""
10229605942,"","","","201 - 500 mg","","","","","","",""
10229595919,"","","","201 - 500 mg","","","","","","",""
10229590537,"","","","501 - 1000 mg","","","","201 - 500 mg","","101 - 200 mg",""
10229561329,"","","","26 - 50 mg","","","","","","",""
10229507895,"","","","5 mg or less","","","","","","",""
10229494406,"","","","","","","","","","",""
10229453603,"","","","6-25 mg","","","","","","",""
10229451801,"","","","","","","","","","",""
10229447544,"","","","51 - 100 mg","","","","","","",""
10229426798,"","","","","","","","","","",""
10229350099,"","","","5 mg or less","","","","","","",""
10229332529,"","","","","","","","","","",""
10229326183,"","","","","","","","","","101 - 200 mg",""
10229325434,"","","","","","","","","","51 - 100 mg",""
10229317169,"","","","","","","","","","",""
10226660268,"","","","","","","","","","",""
10213685358,"","","","","","","","","","",""
10211143094,"","","","5 mg or less","","","","","","",""
10201740973,"","","","","","","","","","",""
10196435492,"","","","6-25 mg","","","","","","",""
10192995461,"","","","201 - 500 mg","","","","","","",""
10192677147,"","","","1001 or more mg","","","","","","",""
10192556821,"","","","","","","","","","",""
10188478016,"","","","5 mg or less","","","","","","",""
10186789647,"","","","51 - 100 mg","","","","","","",""
10185410224,"","","","","","","","","","",""
10180903610,"","","","","","","","","","",""
10179657355,"","","","","","","","","","",""
10176582087,"","","","201 - 500 mg","","","","","","",""
10175028993,"","","","201 - 500 mg","","","","","","501 - 1000 mg",""
10168633491,"","","","101 - 200 mg","","","","","","",""
10168553663,"","","","51 - 100 mg","","","","","","",""
10166785910,"","","","","","","","","","",""
10166774106,"","","","51 - 100 mg","","","","","","",""
10166125436,"","","","26 - 50 mg","","","","","","",""
10166086781,"","","","101 - 200 mg","","","","","","",""
10164798083,"","","","6-25 mg","","","","","","",""
10163869931,"","","","6-25 mg","","","","","","",""
10159689338,"","","","","","","","","","",""
10156521325,"","","","","","","","","","",""
10148289731,"","","","","","","","","","",""
10146296373,"","","","5 mg or less","","","","","","",""
10142993231,"","","","","","","","","","",""
10142762492,"","","","","","","","","","6-25 mg",""
10142214540,"","","","","","","","","","",""
10140183753,"","","","","","","","","","",""
10138761669,"","","","","","","","","","",""
10133313827,"","","","5 mg or less","","","","","","",""
10131726683,"","","","","","","","","","",""
10131300085,"","","","","","","","","","",""
10131192376,"","","","5 mg or less","","","","","","",""
10131149670,"","","","","","","","","","",""
10131117879,"","","","501 - 1000 mg","","","","","","",""
10129670801,"","","","5 mg or less","","","","","","",""
10129657579,"","","","6-25 mg","","","","","","",""
10129349932,"","","","5 mg or less","","","","","","",""
10128374991,"","","","","","","","","","",""
10128026830,"","","","5 mg or less","","","","","","",""
10127959516,"","","","6-25 mg","","","","","","",""
10127844274,"","","","","","","","","","",""
10127786477,"","","","51 - 100 mg","","","","","","",""
10127640903,"","","","51 - 100 mg","","","","1001 or more mg","5 mg or less","",""
10127434115,"","","","51 - 100 mg","","","","","","",""
10127186413,"","","","6-25 mg","","","","","","",""
10120474217,"","","","501 - 1000 mg","","","","","","",""
10118545790,"","","","","","","","","","",""
10117806489,"","","","","","","","","","",""
10113145654,"","","","","","","","","","",""
10113045616,"","","","51 - 100 mg","","","","","","",""
10112996557,"","","","26 - 50 mg","","","","","","",""
10104860194,"","","","","","","","101 - 200 mg","","",""
10104651807,"","","","","","","","","","",""
