"response","count","percent_responded"
"MA",913,70.67
"CA",56,4.33
"ME",38,2.94
"FL",27,2.09
"WA",20,1.55
"CT",16,1.24
"OR",16,1.24
"MI",15,1.16
"NH",15,1.16
"CO",14,1.08
"AZ",13,1.01
"IL",13,1.01
"NY",12,0.93
"MD",11,0.85
"PA",11,0.85
"TX",11,0.85
"AL",7,0.54
"NV",7,0.54
"RI",7,0.54
"GA",6,0.46
"MT",6,0.46
"OH",6,0.46
"VT",6,0.46
"NC",5,0.39
"NJ",5,0.39
"AK",4,0.31
"IN",3,0.23
"ND",3,0.23
"NM",3,0.23
"VA",3,0.23
"AR",2,0.15
"ID",2,0.15
"OK",2,0.15
"UT",2,0.15
"DC",1,0.08
"HI",1,0.08
"IA",1,0.08
"KS",1,0.08
"KY",1,0.08
"MN",1,0.08
"MP",1,0.08
"NE",1,0.08
"PR",1,0.08
"SC",1,0.08
"TN",1,0.08
"WI",1,0.08
