"response","count","percent_responded"
"Blue Dream",12,2.09
"Indica",7,1.22
"OG Kush",7,1.22
"Sour Diesel",7,1.22
"Jack Herer",6,1.05
"Bruce Banner",5,0.87
"Durban Poison",5,0.87
"Facewreck",5,0.87
"GSC",5,0.87
"?",4,0.7
"Blueberry",4,0.7
"Girl Scout Cookies",4,0.7
"Highwayman",4,0.7
"Mimosa",4,0.7
"Night Nurse",4,0.7
"ACDC",3,0.52
"Amnesia Haze",3,0.52
"blue dream",3,0.52
"Bubba Kush",3,0.52
"Flo",3,0.52
"Gelato",3,0.52
"GG",3,0.52
"Girl Scout Cookie",3,0.52
"Gorilla Glue",3,0.52
"Gorilla Glue #4",3,0.52
"Grape god",3,0.52
"Grape God",3,0.52
"Hindu Kush",3,0.52
"Jack Herrer",3,0.52
"Kush",3,0.52
"Lemon Haze",3,0.52
"Wedding Cake",3,0.52
"White widow",3,0.52
"White Widow",3,0.52
"Afghani",2,0.35
"any hybrid",2,0.35
"Berry Gelato",2,0.35
"Blue OG",2,0.35
"Blueberry ",2,0.35
"Blueberry Cookies ",2,0.35
"Buddha's Sister",2,0.35
"Cheese",2,0.35
"Cherry Pie",2,0.35
"Chocolate oranges",2,0.35
"Chocolate Oranges",2,0.35
"Death Star",2,0.35
"Durban poison",2,0.35
"GG4",2,0.35
"gorilla glue",2,0.35
"Gorilla glue",2,0.35
"Gorilla Glue ",2,0.35
"Grand daddy purple",2,0.35
"Granddaddy Purple",2,0.35
"Green crack",2,0.35
"Harlequin",2,0.35
"headband",2,0.35
"hybrid",2,0.35
"indica",2,0.35
"Killer Queen",2,0.35
"n/a",2,0.35
"N/A",2,0.35
"Na",2,0.35
"Northern Lights",2,0.35
"Pennywise",2,0.35
"Pineapple Express",2,0.35
"Pineapple Express ",2,0.35
"sativa",2,0.35
"Skunk",2,0.35
"sour diesel",2,0.35
"Sour Kush",2,0.35
"Super Lemon Haze",2,0.35
"Sweet Tooth",2,0.35
"Tangerine Haze",2,0.35
"Tangie",2,0.35
"Trainwreck",2,0.35
"'88 G-13 Hashplant",1,0.17
"""Triple G"" (Nevada dispensary)",1,0.17
"20:01",1,0.17
"3 Chems",1,0.17
"3D #4",1,0.17
"9 pound hammer",1,0.17
"AcDc (Fibro maintenance)",1,0.17
"Agent orange",1,0.17
"Alien Kush",1,0.17
"Alien OG",1,0.17
"Alion",1,0.17
"All Indica strains",1,0.17
"Allion",1,0.17
"Animal cookies ",1,0.17
"Any",1,0.17
"any Hawaiian strain",1,0.17
"Any haze",1,0.17
"Anything good",1,0.17
"Anything indica",1,0.17
"anything Purple",1,0.17
"Anything purple ",1,0.17
"Anytime cbd tinture",1,0.17
"Arcata Trainwreck",1,0.17
"Auto Flower ",1,0.17
"Balanced CBD and THC",1,0.17
"Banana OG",1,0.17
"Big Bud",1,0.17
"BIG BUD",1,0.17
"bio diesel",1,0.17
"Bio diesel",1,0.17
"Bio Diesel",1,0.17
"BIo Diesel",1,0.17
"Black Diesel",1,0.17
"Black dog",1,0.17
"Black Dog",1,0.17
"Black Mamba",1,0.17
"Black mumba",1,0.17
"Blackberry hash",1,0.17
"Blackwater",1,0.17
"blue cheese",1,0.17
"Blue cheese",1,0.17
"Blue City Diesel",1,0.17
"Blue Cookies ",1,0.17
"Blue dream",1,0.17
