"response","count","percent_responded"
"Blue Dream",17,2.66
"Sour Diesel",12,1.88
"Bruce Banner",9,1.41
"Indica",9,1.41
"GG#4",8,1.25
"Blue dream",7,1.09
"Gorilla Glue",6,0.94
"Jack Herer",6,0.94
"Sativa",6,0.94
"Sour diesel",6,0.94
"blue dream",5,0.78
"Gorilla glue",5,0.78
"Kush",5,0.78
"Sweet Tooth",5,0.78
"Tangie",5,0.78
"Blue dream ",4,0.62
"Chocolope",4,0.62
"Durban Poison",4,0.62
"GG4",4,0.62
"Girl Scout Cookies",4,0.62
"Golden Goat",4,0.62
"Meltdown",4,0.62
"Northern lights",4,0.62
"Northern Lights",4,0.62
"sour diesel",4,0.62
"White Widow",4,0.62
"?",3,0.47
"ACDC",3,0.47
"Blueberry",3,0.47
"Bubba Kush",3,0.47
"Don’t know",3,0.47
"Double Black Domina",3,0.47
"Flo",3,0.47
"Gg4",3,0.47
"Gorilla Glue #4",3,0.47
"Granddaddy Purple",3,0.47
"Grape God",3,0.47
"Lemon Jeffrey",3,0.47
"Mimosa",3,0.47
"Mr. Clean",3,0.47
"n/a",3,0.47
"OG Kush",3,0.47
"Sour Tangie",3,0.47
"Sweet tooth",3,0.47
"Trainwreck",3,0.47
"Bio diesel",2,0.31
"Bio Diesel",2,0.31
"Black Triangle Kush",2,0.31
"Blissful Wizard",2,0.31
"Blue OG",2,0.31
"C99",2,0.31
"Cannatonic",2,0.31
"Chem Dawg",2,0.31
"Clemintine",2,0.31
"Cookie Pebbles",2,0.31
"Diesel",2,0.31
"Flo OG",2,0.31
"GDP",2,0.31
"GG",2,0.31
"Girl Scout ",2,0.31
"girl scout cookies",2,0.31
"green crack",2,0.31
"Green crack",2,0.31
"Green Crack",2,0.31
"Headband",2,0.31
"idk",2,0.31
"indica",2,0.31
"Jack herer",2,0.31
"Katsu Bubba Kush",2,0.31
"Lambs bread",2,0.31
"Lemon Jeffery",2,0.31
"Lemon Jeffrey ",2,0.31
"Master Kush",2,0.31
"Moonrise",2,0.31
"Night Nurse",2,0.31
"Northern lights ",2,0.31
"og kush",2,0.31
"sativa",2,0.31
"Skywalker Kush",2,0.31
"Sour diesel ",2,0.31
"Strawberry Cough",2,0.31
"Strawberry Fields",2,0.31
"Tres sister",2,0.31
" Gorilla cookies",1,0.16
" Northern Lights",1,0.16
".",1,0.16
"??",1,0.16
"1 to 1",1,0.16
"1:01",1,0.16
"2:01",1,0.16
"24K",1,0.16
"3 chems",1,0.16
"3D-3",1,0.16
"ac/dc",1,0.16
"Acapulco Gold",1,0.16
"Afghan",1,0.16
"AK-47",1,0.16
"Ak47",1,0.16
"All",1,0.16
"Amnesia ",1,0.16
"Amnesia haze",1,0.16
"Amnesia Haze",1,0.16
"Amnesia Lemon",1,0.16
"any hybrid",1,0.16
"Any I get my hands on",1,0.16
"Any Indica",1,0.16
"Any indica higher thc %",1,0.16
"any kush",1,0.16
"Apollo 13 by Brother's Grimm",1,0.16
"ATF",1,0.16
"Banana Kush",1,0.16
"Bangin' Ticket",1,0.16
"bask blend",1,0.16
"Because I buy non-regulated, I'm not always sure what my strain is.",1,0.16
"Berry Gelato",1,0.16
"Bhudda",1,0.16
"Bianca",1,0.16
"Bio Deisel",1,0.16
"Biodiesel ",1,0.16
"black d.o.g.",1,0.16
"Black d.o.g.",1,0.16
"Black dog",1,0.16
"black mamba",1,0.16
"Black mamba",1,0.16
"Black Raspberry",1,0.16
"BlackBerry White widow",1,0.16
"Blue berry",1,0.16
"Blue Cheese",1,0.16
