"response","count","percent_responded"
"Durban Poison",2,2.94
"Granddaddy Purple",2,2.94
"Grease Monkey #7",2,2.94
"Lemon Jeffrey",2,2.94
" Grandaddy Purple ",1,1.47
"10mg CBD capsule ",1,1.47
"AC/DC ",1,1.47
"all seem the same",1,1.47
"Blue Cookies",1,1.47
"Blue og",1,1.47
"Blueberry",1,1.47
"Bubba Kush",1,1.47
"Cambodia",1,1.47
"Can't tell much difference",1,1.47
"CBD",1,1.47
"Cherrie Pie",1,1.47
"Cindy-99",1,1.47
"critical Mass",1,1.47
"Dawg waltz",1,1.47
"Dr. who",1,1.47
"Face wreck",1,1.47
"Garlic Grove",1,1.47
"GG4",1,1.47
"Girl scout cookies",1,1.47
"Gods Lemon Skunk",1,1.47
"Golden Goat ",1,1.47
"Golden pineapple",1,1.47
"Gorilla glue",1,1.47
"Gorilla glue #4",1,1.47
"Grand daddy purple",1,1.47
"Harlequin",1,1.47
"Highwayman",1,1.47
"Hindu Kush",1,1.47
"indica",1,1.47
"Indica",1,1.47
"LA Lady",1,1.47
"Lemon",1,1.47
"Lemon cello",1,1.47
"Lemon Jefrey",1,1.47
"Moonrise",1,1.47
"n/a",1,1.47
"Night Nurse ",1,1.47
"Northern Lights",1,1.47
"NORTHERN LIGHTS",1,1.47
"Not sure ",1,1.47
"OG ",1,1.47
"Og Kush",1,1.47
"Pot of Gold",1,1.47
"purple dawg",1,1.47
"Purple Kush",1,1.47
"Querkle (Indica dominant)",1,1.47
"sativa",1,1.47
"Searching",1,1.47
"Sour diesel",1,1.47
"Sour Diesel",1,1.47
"star killer",1,1.47
"Strawberry Cough",1,1.47
"Strawberry pebbles",1,1.47
"Stryker",1,1.47
"Sunset sherbet",1,1.47
"unk",1,1.47
"White Lotus",1,1.47
"Willie Nelson ",1,1.47
"x",1,1.47
