"response","count","percent_responded"
"Double Stuffed",2,3.12
"Haze",2,3.12
"OG Kush",2,3.12
"White Widow",2,3.12
"?",1,1.56
"3 Chems",1,1.56
"9 pound hammer",1,1.56
"91",1,1.56
"Alion",1,1.56
"All the same to me",1,1.56
"Any OG",1,1.56
"Big bud",1,1.56
"Big Bud",1,1.56
"Blue dream",1,1.56
"Blue Power (indica dominant)",1,1.56
"Blueberry Kush",1,1.56
"Bruce banner",1,1.56
"Cannatonic",1,1.56
"Chem Dawg",1,1.56
"citrique",1,1.56
"Death Star",1,1.56
"Dutchberry",1,1.56
"For a favorite ",1,1.56
"Girl Scout Cookie",1,1.56
"Grand Daddy Purple",1,1.56
"Grape god",1,1.56
"GRAPEFRUIT",1,1.56
"hi CBD strains",1,1.56
"High Times (Tahoe Kush hybrid)",1,1.56
"Holy Grail",1,1.56
"Jack Frost",1,1.56
"Jilly Bean",1,1.56
"Kill queen",1,1.56
"Lee Roy",1,1.56
"Lemon jeffrey",1,1.56
"Mango kush ",1,1.56
"Meltdown",1,1.56
"Mimosa",1,1.56
"MJ-23",1,1.56
"n/a",1,1.56
"Nigeria",1,1.56
"No idea",1,1.56
"Northern lights haze",1,1.56
"not much difference",1,1.56
"Not sure",1,1.56
"NYC sour diesel",1,1.56
"Peach Purée ",1,1.56
"Pineapple Express",1,1.56
"Purple Jack",1,1.56
"Purps ",1,1.56
"Sativa ",1,1.56
"Snowflake",1,1.56
"Sour Sunset",1,1.56
"Strawnana",1,1.56
"Sweet Skunk x Jack Heurer",1,1.56
"Sweet Tooth",1,1.56
"Taffie",1,1.56
"Trainwreck",1,1.56
"unk",1,1.56
"x",1,1.56
