"response","count","percent_responded"
"Blue Dream",20,1.71
"Indica",15,1.28
"GSC",14,1.2
"Grape God",13,1.11
"Sativa",13,1.11
"Gorilla Glue",12,1.03
"Green Crack",12,1.03
"Sour Diesel",11,0.94
"Girl Scout Cookies",10,0.86
"?",8,0.68
"Blue dream",8,0.68
"Durban Poison",8,0.68
"GG4",8,0.68
"Gorilla glue",8,0.68
"White Widow",8,0.68
"Facewreck",7,0.6
"GG#4",7,0.6
"Kush",7,0.6
"OG Kush",7,0.6
"CBD",6,0.51
"Jack Herer",6,0.51
"Lemon Jeffrey",6,0.51
"Sour diesel",6,0.51
"Bio Diesel",5,0.43
"Cannatonic",5,0.43
"Gorilla Glue #4",5,0.43
"Hybrid",5,0.43
"Mimosa",5,0.43
"Northern Lights",5,0.43
"sativa",5,0.43
"Trainwreck",5,0.43
"Blueberry ",4,0.34
"Gelato",4,0.34
"gorilla glue",4,0.34
"Haze",4,0.34
"Herijuana",4,0.34
"hybrid",4,0.34
"Hybrid ",4,0.34
"Maui Wowie",4,0.34
"n/a",4,0.34
"Super Lemon Haze",4,0.34
"Sweet tooth",4,0.34
"Acapulco Gold",3,0.26
"Blueberry",3,0.26
"Bruce banner",3,0.26
"Bruce Banner",3,0.26
"Buddha's Sister",3,0.26
"CBD Yummy",3,0.26
"Chocolope",3,0.26
"Chuck OG",3,0.26
"Citrix",3,0.26
"Clementine",3,0.26
"Diesel",3,0.26
"Flo",3,0.26
"GDP",3,0.26
"GG",3,0.26
"GG #4",3,0.26
"Girl scout cookies",3,0.26
"Gorilla glue ",3,0.26
"Gorilla glue #4",3,0.26
"Granddaddy Purple",3,0.26
"indica",3,0.26
"Jack Frost",3,0.26
"Jack Herrer",3,0.26
"Jillybean",3,0.26
"Lavender",3,0.26
"Lemon Meringue",3,0.26
"Lemon skunk",3,0.26
"Master Kush",3,0.26
"Meltdown",3,0.26
"Moonrise",3,0.26
"Na",3,0.26
"Night nurse",3,0.26
"Not sure",3,0.26
"Og kush",3,0.26
"Pineapple Express ",3,0.26
"Sweet Tooth",3,0.26
"Sweet tooth ",3,0.26
"Tangie",3,0.26
"Unknown",3,0.26
"White widow",3,0.26
"1:01",2,0.17
"3 chems",2,0.17
"AC/DC",2,0.17
"ACDC",2,0.17
"Agent Orange",2,0.17
"Ak47",2,0.17
"Amnesia haze",2,0.17
"Bio diesel",2,0.17
"Black Mamba",2,0.17
"Blue Cheese",2,0.17
"blue dream",2,0.17
"Blue Dream ",2,0.17
"blue dreams",2,0.17
"Blue dreams",2,0.17
"Blue OG",2,0.17
"blueberry",2,0.17
"Blueberry Haze",2,0.17
"Bubba Kush",2,0.17
"Bubba Kush ",2,0.17
"Bullfighter",2,0.17
"Chuck og",2,0.17
"Clementine ",2,0.17
"Cookies and Cream",2,0.17
"don't know",2,0.17
"Durban",2,0.17
"Durban poison",2,0.17
"French Toast",2,0.17
"GG 4",2,0.17
"Ghost train haze",2,0.17
"Ghost Train Haze",2,0.17
"Girl Scout Cookie",2,0.17
"Gorilla Glue ",2,0.17
"Gorilla Glue 4",2,0.17
"Grand Daddy Purp",2,0.17
"Grand daddy purple",2,0.17
"grandaddy purple",2,0.17
"Grape god",2,0.17
"Grease Monkey #7",2,0.17
"Gsc ",2,0.17
"Harlequin",2,0.17
"Headband",2,0.17
"Highwayman",2,0.17
"Hurricane",2,0.17
"idk",2,0.17
"INDICA",2,0.17
"jack herer",2,0.17
"Jack herer",2,0.17
"Killer Queen",2,0.17
"Lemon",2,0.17
"Lemon Haze",2,0.17
"Lemon ice",2,0.17
"Lemon Jeffery",2,0.17
"lemon jeffrey",2,0.17
"Lemon kush",2,0.17
"Lemon meringue ",2,0.17
"Lemon Skunk",2,0.17
"LVBK",2,0.17
"Mango Kush",2,0.17
"MK Ultra",2,0.17
"MOB",2,0.17
"N/a",2,0.17
"N/A",2,0.17
"na",2,0.17
"no preference",2,0.17
"Not sure ",2,0.17
"og kush",2,0.17
"Panama Red",2,0.17
"Pineapple express",2,0.17
"Pineapple Express",2,0.17
"Purple Haze",2,0.17
"Purple Kush",2,0.17
"Sativa ",2,0.17
"Shark Shock",2,0.17
"Skywalker",2,0.17
"Skywalker OG",2,0.17
"Sour diesel ",2,0.17
"star dawg",2,0.17
"Star killer",2,0.17
"Stavia",2,0.17
"Strawberry Cough",2,0.17
"Sugar Black Rose",2,0.17
"unknown",2,0.17
"Wedding cake",2,0.17
"Wedding Cake",2,0.17
"White Rhino",2,0.17
"White widow ",2,0.17
