"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
10988913967,"1 gram","","","",".5 grams or less","","","","","",""
10860732079,"2-3 grams","","","","","","","","","",""
10614924685,"1/4 ounce (~7 grams)","","","","","","","","","",""
10603607110,"2-3 grams","","","",".5 grams or less","","","","","",""
10597433235,"","","","","","","","","","",""
10596889129,"2-3 grams","1 gram","","","","","","","","",""
10596325481,"","","","","","","","","","",""
10553098999,"2-3 grams","","","","","","","","","",""
10527406782,"2-3 grams","","","","","","","","","",""
10525282146,"","","","","2-3 grams","","","","","",""
10521362802,"1 gram","","","","","","","","","",""
10494159100,"2-3 grams","","","",".5 grams or less","","","","","",""
10487495934,"","","","","","","","","","",""
10471159357,"1 gram","2-3 grams","","","","","","","","",""
10470869221,"2-3 grams","1 gram","","","","","","","","",""
10459656588,"","","","","","","","","","",""
10421900482,"2-3 grams","","","",".5 grams or less","","","","","",""
10379032541,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10376051125,"2-3 grams","","","","","","","","","",""
10368748891,"8 grams -1/2 ounce (~ 14 grams)","","","","2-3 grams","","","","","",""
10366669189,"2-3 grams","","","","","","","","","",""
10360662743,"2-3 grams","","","","","","","","","",""
10360328144,"",".5 grams or less","","","1 gram","","","","","",""
10360076082,"1 gram","","","","","","","","","",""
10359785451,"","","","","","","","","","",""
10356775054,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10351077835,"4-6 grams","","","","","","","","","",""
10340437345,"","4-6 grams","","",".5 grams or less","","","","","",""
10340102889,"",".5 grams or less","","","","","","","","",""
10339036137,"4-6 grams","","","","","","","","","",""
10338442514,"4-6 grams","","","","","","","","","",""
10338441893,"4-6 grams","","","",".5 grams or less","","","","","",""
10337906655,"","","","","","","","","","",""
10335783703,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10332551377,"4-6 grams","1 gram","","","","","","","","",""
10330190159,"1 gram","2-3 grams","","",".5 grams or less","","","","","",""
10318021604,"1 gram","","","","","","","","","",""
10300758304,"1/4 ounce (~7 grams)","","","",".5 grams or less","","","","","",""
10300130942,"1/4 ounce (~7 grams)","","","","2-3 grams","","","","","",""
10241028492,"1 gram",".5 grams or less","","","","","","","","",""
10238390086,"1 gram","","","","","","","","","",""
10238232961,".5 grams or less","1 gram","","","","","","","","",""
10236170245,".5 grams or less","","","","","","","","","",""
10225303971,"4-6 grams",".5 grams or less","","","","","","","","",""
10225277102,"2-3 grams","","","","","","","","","",""
10208039150,"","","","","1/4 ounce (~7 grams)","","","","","",""
10206158915,"15 grams - 1 ounce (~28 grams)","","","","","","","","","",""
10204019952,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10193047314,"1/4 ounce (~7 grams)","2-3 grams","","","1 gram","","","","","",""
10192314833,"4-6 grams","","","","","","","","","",""
10192273195,"","","","","","","","","","",""
10190947944,"15 grams - 1 ounce (~28 grams)","","","","","","","","","",""
10190929558,"1/4 ounce (~7 grams)","","","","","","","","","",""
10190798612,"","","","","","","","","","",""
10190502049,"1 gram",".5 grams or less","","","","","","","","",""
10187400493,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10183941925,"2-3 grams","","","",".5 grams or less","","","","","",""
10178582148,"1/4 ounce (~7 grams)","","","",".5 grams or less","","","","","",""
10177882021,"","","","","","","","","","",""
10175116751,"2-3 grams","","","",".5 grams or less","","","","","",""
10173030904,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10168762235,"8 grams -1/2 ounce (~ 14 grams)","1/4 ounce (~7 grams)","","","","","","","","",""
10168579625,"","2-3 grams","","","","","","","","",""
10162152137,"15 grams - 1 ounce (~28 grams)","","","","","","","","","",""
10160861863,"4-6 grams","","","","","","","","","",""
10160778447,"4-6 grams","1 gram","","",".5 grams or less","","","","","",""
10160775776,"1/4 ounce (~7 grams)","","","",".5 grams or less","","","","","",""
10160774983,"1/4 ounce (~7 grams)","","","","","","","","","",""
10160658776,".5 grams or less","","","","","","","","","",""
10156608527,"2-3 grams","","","","","","","","","",""
10156409238,"1 gram","","","","","","","","","",""
10155135154,"2-3 grams",".5 grams or less","","","","","","","","",""
10152004658,"4-6 grams","","","","","","","","","",""
10151477305,"1 gram","","","",".5 grams or less","","","","","",""
10149753475,"4-6 grams","","","","","","","","","",""
10149081801,"1/4 ounce (~7 grams)","","","","","","","","","",""
10146426516,"15 grams - 1 ounce (~28 grams)","1 gram","","",".5 grams or less","","","","","",""
10145747234,"More than 1 ounce","","","","4-6 grams","","","","","",""
10145424074,"","","","","","","","","","",""
10144891173,"More than 1 ounce","4-6 grams","","",".5 grams or less","","","","","",""
10144784012,"1 gram","","","",".5 grams or less","","","","","",""
10144770514,"2-3 grams","","","",".5 grams or less","","","","","",""
10144770172,"",".5 grams or less","","","","","","","","",""
10144282577,"1 gram","","","",".5 grams or less","","","","","",""
10144213927,"1/4 ounce (~7 grams)","","","","","","","","","",""
10143349304,"4-6 grams",".5 grams or less","","","","","","","","",""
10142838154,"8 grams -1/2 ounce (~ 14 grams)","4-6 grams","","","2-3 grams","","","","","",""
10140779099,"","","","",".5 grams or less","","","","","",""
10140405521,"","","","","","","","","","",""
10140382066,"","","","","","","","","","",""
10140213419,"8 grams -1/2 ounce (~ 14 grams)","1 gram","","","","","","","","",""
10139319216,"",".5 grams or less","","","","","","","","",""
10138871167,"","","","","4-6 grams","","","","","",""
10138808762,".5 grams or less","","","","","","","","","",""
10137284368,"1/4 ounce (~7 grams)","","","","","","","","","",""
10137155410,".5 grams or less","","","","","","","","","",""
10136579466,"4-6 grams","","","","","","","","","",""
10136259591,"","","","","","","","","","",""
10136235108,"1/4 ounce (~7 grams)","","","","","","","","","",""
10136214824,"1/4 ounce (~7 grams)","","","","","","","","","",""
10136212598,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10136195035,"","1 gram","","","","","","","","",""
10135403063,"1 gram","","","","","","","","","",""
10135096772,".5 grams or less","","","","","","","","","",""
10135082388,"4-6 grams","","","","","","","","","",""
10134739613,"","1 gram","","","","","","","","",""
10134588691,"More than 1 ounce","","","","","","","","","",""
10134411276,"","","","","2-3 grams","","","","","",""
10134364223,"1 gram","","","","","","","","","",""
10133446775,"","","","","4-6 grams","","","","","",""
10132781587,"1/4 ounce (~7 grams)","","","","","","","","","",""
10132690458,"2-3 grams","","","","1 gram","","","","","",""
10132240865,"1/4 ounce (~7 grams)","","","","1 gram","","","","","",""
10131433413,"","4-6 grams","","","","","","","","",""
10131415209,"More than 1 ounce","","","","","","","","","",""
10127602494,".5 grams or less","","","","","","","","","",""
10127598002,"4-6 grams","","","","","","","","","",""
10127478932,"4-6 grams","","","","","","","","","",""
10127384240,"8 grams -1/2 ounce (~ 14 grams)","","","","2-3 grams","","","","","",""
10127061448,"",".5 grams or less","","","1 gram","","","","","",""
10126948907,"1/4 ounce (~7 grams)","","","","","","","","","",""
10126733978,"1 gram","","","","","","","","","",""
10126035643,"","4-6 grams","","","","","","","","",""
10125660446,"More than 1 ounce","","","","","","","","","",""
10125621638,"2-3 grams","4-6 grams","","","","","","","","",""
10125620500,"4-6 grams","","","",".5 grams or less","","","","","",""
10125601130,"1 gram","","","","","","","","","",""
10125116791,".5 grams or less","","","","","","","","","",""
10124391189,"8 grams -1/2 ounce (~ 14 grams)","","","","","","","","","",""
10124134547,"8 grams -1/2 ounce (~ 14 grams)","2-3 grams","","","","","","","","",""
10124127866,"1/4 ounce (~7 grams)","","","",".5 grams or less","","","","","",""
10123773788,"","2-3 grams","","","","","","","","",""
10123639036,"1/4 ounce (~7 grams)","","","","","","","","","",""
10122920497,"1/4 ounce (~7 grams)","","","","","","","","","",""
10122842004,"","","","","","","","","","",""
10122684600,"1/4 ounce (~7 grams)","","","","","","","","","",""
10122408625,"1/4 ounce (~7 grams)","","","",".5 grams or less","","","","","",""
10122324135,"1/4 ounce (~7 grams)","","","","2-3 grams","","","","","",""
10122299806,"","","","","2-3 grams","","","","","",""
10122286554,".5 grams or less","2-3 grams","","","","","","","","",""
10122147592,"15 grams - 1 ounce (~28 grams)","","","","","","","","","",""
10118977465,"4-6 grams","","","",".5 grams or less","","","","","",""
