"response","count","percent_responded"
"THC Content",58,20.79
"Cost/Price",53,19
"Quality",51,18.28
"CBD Content",44,15.77
"Format (flower, vape, edibles, etc)",27,9.68
"Favorite Strain",20,7.17
"Other cannabinoids and terpenes",17,6.09
"THCa",6,2.15
"CBDa",3,1.08
