"response","count","percent_responded"
"1/4 ounce (~7 grams)",17,26.56
"4-6 grams",13,20.31
"2-3 grams",11,17.19
".5 grams or less",9,14.06
"15 grams - 1 ounce (~28 grams)",6,9.38
"1 gram",4,6.25
"8 grams -1/2 ounce (~ 14 grams)",2,3.12
"More than 1 ounce",2,3.12
