"response","count","percent_responded"
"$30,000-$39,999","77","13.63"
"$100,000-$149,999","72","12.74"
"$40,000-$49,999","70","12.39"
"$50,000-$59,999","64","11.33"
"$20,000-$29,999","54","9.56"
"$10,000-$19,999","49","8.67"
"$60,000-$69,000","48","8.5"
"$70,000-$79,999","39","6.9"
"Over $150,000","28","4.96"
"$90,000-$99,999","24","4.25"
"$80,000-$89,999","21","3.72"
"Less than $10,000","19","3.36"
"What is your annual household income (in US dollars)","What is your annual household income (in US dollars)","What is your annual household income (in US dollars)"
