"response","count","percent_responded"
".5 mL or less",80,38.83
"1 mL",32,15.53
"1.1 -3 mL",29,14.08
"3.1 - 6 mL",25,12.14
"6.1 - 8 mL",16,7.77
"14.1 mL or more",14,6.8
"8.1- 14 mL",10,4.85
