"response","count","percent_responded"
"Blue dream",2,2.33
"gg4",2,2.33
"Girl Scout Cookies",2,2.33
"Grand daddy purple",2,2.33
"Grape god",2,2.33
"20:01",1,1.16
"Alien Kush",1,1.16
"Alien OG",1,1.16
"Anything indica",1,1.16
"Berry Gelato",1,1.16
"Berry white",1,1.16
"Big Bud",1,1.16
"BIG BUD",1,1.16
"Bio deisel",1,1.16
"Black Dog",1,1.16
"Blackwater",1,1.16
"blue dream",1,1.16
"Bruce Banner",1,1.16
"Bruce Banner 3",1,1.16
"Bubba Kush",1,1.16
"Caramelicious",1,1.16
"Cbd",1,1.16
"Chem Dawg",1,1.16
"Chocolate oranges",1,1.16
"Chocolate Oranges",1,1.16
"Citrix",1,1.16
"Cookie Pebbles",1,1.16
"Creeper",1,1.16
"Deep Chunkolate",1,1.16
"Double Black Domina",1,1.16
"Dumpster",1,1.16
"Dutchberry",1,1.16
"Fire OG",1,1.16
"French Toast ",1,1.16
"Gg4",1,1.16
"GG4",1,1.16
"Girl Scout cookie ",1,1.16
"Gorilla Glue",1,1.16
"Grand Daddy Purple",1,1.16
"Granddaddy Purple",1,1.16
"Grape Ape",1,1.16
"Grape ape /// sleep aide",1,1.16
"Grease Monkey",1,1.16
"Green crack",1,1.16
"GSC",1,1.16
"hi CBD strains",1,1.16
"high CBD strains",1,1.16
"indica",1,1.16
"Indica",1,1.16
"Indict Don Hybrids",1,1.16
"Jack Frost",1,1.16
"Jilly Bean",1,1.16
"jilly bean ",1,1.16
"Kosher Tangie ",1,1.16
"KUSH",1,1.16
"lavendar",1,1.16
"Lee Roy",1,1.16
"Lemon Haze",1,1.16
"Lemon Jeffery",1,1.16
"Lucky Charm",1,1.16
"Meltdown",1,1.16
"Mimosa",1,1.16
"northern lights",1,1.16
"Not sure ",1,1.16
"Obama kush",1,1.16
"OG Kush",1,1.16
"OG kush ",1,1.16
"Peach Purée ",1,1.16
"pineapple chunk",1,1.16
"Pink Panther ",1,1.16
"Salves",1,1.16
"Skywalker",1,1.16
"Sour desiel",1,1.16
"Strawberry fields ",1,1.16
"Sunshine Daydream",1,1.16
"tangie",1,1.16
"Triangle Kush",1,1.16
"unkown",1,1.16
"Vyper",1,1.16
"Wedding Cake",1,1.16
"White Rino",1,1.16
