"response","count","percent_responded"
"Blue Dream",15,2.31
"Sour Diesel",10,1.54
"Facewreck",7,1.08
"Blue dream",6,0.92
"Bruce Banner",6,0.92
"Durban Poison",6,0.92
"Blueberry ",5,0.77
"Grape God",5,0.77
"Indica",5,0.77
"Jack Herer",5,0.77
"Mimosa",5,0.77
"OG Kush",5,0.77
"Tangie",5,0.77
"Blueberry",4,0.62
"Girl Scout Cookies",4,0.62
"Gorilla Glue",4,0.62
"Granddaddy Purple",4,0.62
"GSC",4,0.62
"Haze",4,0.62
"Killer Queen",4,0.62
"Night Nurse",4,0.62
"Pineapple Express",4,0.62
"White Widow",4,0.62
"?",3,0.46
"Bubba Kush",3,0.46
"Cherry Pie",3,0.46
"Chocolate Oranges",3,0.46
"GG",3,0.46
"GG4",3,0.46
"Girl Scout Cookie",3,0.46
"Gorilla glue",3,0.46
"Headband",3,0.46
"Highwayman",3,0.46
"Kush",3,0.46
"Lemon Haze",3,0.46
"Lemon meringue ",3,0.46
"Master Kush",3,0.46
"Stardawg",3,0.46
"Sweet tooth",3,0.46
"Tangerine Haze",3,0.46
"Trainwreck",3,0.46
"Wedding Cake",3,0.46
"White widow",3,0.46
"ACDC",2,0.31
"Afghani",2,0.31
"Any sativa",2,0.31
"Berry Gelato",2,0.31
"Bio Diesel",2,0.31
"Blue OG",2,0.31
"Blueberry Cookies ",2,0.31
"Blueberry Kush",2,0.31
"Buddha's Sister",2,0.31
"Cheese",2,0.31
"Chocolate orange",2,0.31
"Chocolate oranges",2,0.31
"Cookies and Cream",2,0.31
"Double Stuffed",2,0.31
"Durban poison",2,0.31
"Gelato",2,0.31
"Gg4",2,0.31
"Gorilla Glue ",2,0.31
"Gorilla Glue #4",2,0.31
"Grand Daddy Purple",2,0.31
"Granddaddy purple",2,0.31
"Grape god",2,0.31
"Green crack",2,0.31
"Guava D",2,0.31
"Harlequin",2,0.31
"headband",2,0.31
"Hindu Kush",2,0.31
"Idk",2,0.31
"Jack frost",2,0.31
"Jack Herrer",2,0.31
"Lee Roy",2,0.31
"Lemon Jeffery",2,0.31
"Master kush",2,0.31
"n/a",2,0.31
"na",2,0.31
"Na",2,0.31
"Northern lights",2,0.31
"Og kush",2,0.31
"OG kush",2,0.31
"Pennywise",2,0.31
"Pineapple Express ",2,0.31
"Sativa ",2,0.31
"sour diesel",2,0.31
"sweet tooth",2,0.31
"Sweet Tooth",2,0.31
"'88 G-13 Hashplant",1,0.15
"10 fold",1,0.15
"3 chems",1,0.15
"3 Chems",1,0.15
"3D #4",1,0.15
"3rd Gen Red Hair",1,0.15
"9 pound hammer",1,0.15
"Ac/dc",1,0.15
"Afpak",1,0.15
"Agent orange",1,0.15
"Alien OG",1,0.15
"Alion",1,0.15
"All Indica strains",1,0.15
"All the same to me",1,0.15
"Allion",1,0.15
"Amnesia Haze",1,0.15
"Animal cookies ",1,0.15
"Any heavy Indica",1,0.15
"any hybrid",1,0.15
"Any kush",1,0.15
"Any OG",1,0.15
"Anything good",1,0.15
"anything Purple",1,0.15
"Anything purple ",1,0.15
"Arcata Trainwreck",1,0.15
"Banana OG",1,0.15
"Berry white",1,0.15
"Big bud",1,0.15
"Big Bud",1,0.15
"Bio Desiel ",1,0.15
"Bio diesel",1,0.15
"BIo Diesel",1,0.15
"Bio disesl ",1,0.15
"Biodiesel",1,0.15
"Black Diesel",1,0.15
"Black Dog",1,0.15
"black mamba",1,0.15
"Black Mamba",1,0.15
"Black mumba",1,0.15
"Blackberry hash",1,0.15
"Blackjack",1,0.15
"Blackwater",1,0.15
"Blissful Wizard",1,0.15
"blue cheese",1,0.15
"Blue Cheese (or Dream)",1,0.15
"Blue City Diesel",1,0.15
"Blue Cookies ",1,0.15
"blue dream",1,0.15
"Blue dream ",1,0.15
"Blue Dream ",1,0.15
"Blue og",1,0.15
"Blue Sunshine",1,0.15
"blueberry",1,0.15
"Blueberry Cheese",1,0.15
"Bootylicious",1,0.15
"Bootylicious ",1,0.15
"Bordello",1,0.15
"Bruce banner",1,0.15
"Bruce banner ",1,0.15
"Bruce banner #3",1,0.15
"Bruce Banner 3",1,0.15
"Bubba",1,0.15
"Bubba kush",1,0.15
"Bubba OG",1,0.15
"Bubba x Blockhead",1,0.15
"Bubblegum",1,0.15
"Buckeye Purple",1,0.15
"Buddah ",1,0.15
"Burnt Cream Pie",1,0.15
"C99",1,0.15
"Cali kush",1,0.15
"Candyland",1,0.15
"Cappuccino 420",1,0.15
"Captain's Cake",1,0.15
"Captains cake",1,0.15
"Caramelicious",1,0.15
"CBD",1,0.15
"CBD 1-1 strains",1,0.15
"CBD punch",1,0.15
"Charlottes Web",1,0.15
"Cheese ",1,0.15
"Cheese (any) ",1,0.15
"Chem",1,0.15
"Chem 4",1,0.15
"Chem Dank x slymerwood",1,0.15
"Chem dog",1,0.15
"Chem Dog",1,0.15
"chem dog ",1,0.15
"Chemdog",1,0.15
"ChemDog",1,0.15
"Cherry AK47",1,0.15
"Cherry Cookies",1,0.15
"Chocolate OG",1,0.15
"Chocolate Oranges (indica)",1,0.15
"Chocoloupe",1,0.15
"Chronic",1,0.15
"Chuck OG (Indica)",1,0.15
"Citrique",1,0.15
"Clementine",1,0.15
"Commerce city Kush",1,0.15
"Cookie and cream ",1,0.15
"cookie pebbles",1,0.15
"Cornbread",1,0.15
"Cotton Candy",1,0.15
"Creeper",1,0.15
"Dakini Kush",1,0.15
"Dank sinatra",1,0.15
"Dark Matter",1,0.15
"Dead Head OG",1,0.15
"Death Star",1,0.15
"Deep Chunkolate",1,0.15
"Diesel Dough ",1,0.15
"Do-si-does",1,0.15
"Do Si Dos",1,0.15
"Doc Holiday",1,0.15
"Doesnt matter",1,0.15
"don't have",1,0.15
"don't know",1,0.15
"don't know ",1,0.15
"Double Black Domina",1,0.15
"Double Black Domina for sleep ",1,0.15
"Double stuff",1,0.15
"Dream queen",1,0.15
"Dumpster",1,0.15
"Durban Poisin",1,0.15
"Durban poison ",1,0.15
"Durban Poison ",1,0.15
"Durbin poison",1,0.15
"Ectocooler ",1,0.15
"Fade",1,0.15
"Fade ",1,0.15
"Fire",1,0.15
"Fire OG",1,0.15
"flo og",1,0.15
"Flo og",1,0.15
"Flow",1,0.15
"For a favorite ",1,0.15
"Forbidden Fruit",1,0.15
"French Toast",1,0.15
"Fruit punch",1,0.15
"Full Metal Jacket",1,0.15
"G13",1,0.15
"Gassy ogs",1,0.15
"GDP",1,0.15
"gdp or ktdawg",1,0.15
"Gelato #33",1,0.15
"Gellato",1,0.15
"Gg",1,0.15
"gg #4",1,0.15
"GG 4",1,0.15
"gg4",1,0.15
"Ghost Train Haze",1,0.15
"Girl scout cookies",1,0.15
"Girl Scout cookies",1,0.15
"Girl scout Cookies ",1,0.15
"Girls Scout Cookies",1,0.15
"God green crack",1,0.15
"Gods Gift",1,0.15
"Golden Goat",1,0.15
"gorilla glue",1,0.15
"Gorrila glue 4",1,0.15
"Grand Daddy Purp",1,0.15
"Grand Daddy Purp ",1,0.15
"Grand daddy purple",1,0.15
"Grandaddy purple",1,0.15
"Grape ape",1,0.15
"Grape ape /// sleep aide",1,0.15
"GRAPEFRUIT",1,0.15
"grapefruit kush",1,0.15
"Grease Monkey",1,0.15
"Green Crack",1,0.15
"Green Goddess",1,0.15
"gsc",1,0.15
"Gummy Bear",1,0.15
"Hard Candy",1,0.15
"Harlequin ",1,0.15
"Hash",1,0.15
"Hash Plant",1,0.15
"Headband ",1,0.15
"Herijuana",1,0.15
"High CBD strains ",1,0.15
"Honey banana ",1,0.15
"Hybrid",1,0.15
"I don't have a preference",1,0.15
"idk",1,0.15
"indica",1,0.15
"Indict Don Hybrids",1,0.15
"Jack",1,0.15
"Jack blends",1,0.15
"Jack Frost",1,0.15
"Jack frost ",1,0.15
"Jack Harare ",1,0.15
"Jack here",1,0.15
"Jack herer",1,0.15
"Jack Herrar ",1,0.15
"Jack herrera",1,0.15
"Jack pine",1,0.15
"Jack Pine",1,0.15
"Jackhare ",1,0.15
"jet fuel",1,0.15
"jilly bean ",1,0.15
"JillyBean",1,0.15
"Joystick",1,0.15
"Khalifa kush",1,0.15
"Kill queen",1,0.15
"Kind Love - Pure Love (1:1 CBD:THC)",1,0.15
"Kosher kush",1,0.15
"Kosher Tangie ",1,0.15
"KT Dawg",1,0.15
"Kt Stardawg",1,0.15
"kush",1,0.15
"KUSH",1,0.15
"Kush ",1,0.15
"Kush 4",1,0.15
