"response","count","percent_responded"
"50","88","15.58"
"100","58","10.27"
"0","36","6.37"
"20","32","5.66"
"200","31","5.49"
"60","31","5.49"
"25","30","5.31"
"150","28","4.96"
"10","27","4.78"
"40","26","4.6"
"75","24","4.25"
"30","19","3.36"
"35","13","2.3"
"300","12","2.12"
"250","10","1.77"
"5","9","1.59"
"80","9","1.59"
"120","8","1.42"
"15","8","1.42"
"45","7","1.24"
"125","6","1.06"
"70","5","0.88"
"500","4","0.71"
"1","3","0.53"
"175","3","0.53"
"12","2","0.35"
"160","2","0.35"
"24","2","0.35"
"350","2","0.35"
"400","2","0.35"
"55","2","0.35"
"6","2","0.35"
"65","2","0.35"
"700","2","0.35"
"8","2","0.35"
"800","2","0.35"
"110","1","0.18"
"13","1","0.18"
"135","1","0.18"
"140","1","0.18"
"16","1","0.18"
"225","1","0.18"
"280","1","0.18"
"3","1","0.18"
"33","1","0.18"
"360","1","0.18"
"42","1","0.18"
"425","1","0.18"
"56","1","0.18"
"600","1","0.18"
"90","1","0.18"
"900","1","0.18"
"On average, how much do you spend (in US dollars) on consumable cannabis products per week?","On average, how much do you spend (in US dollars) on consumable cannabis products per week?","On average, how much do you spend (in US dollars) on consumable cannabis products per week?"
"average = 85.772","average = 85.772","average = 85.772"
