"response","count","percent_responded"
"Cost/Price",138,25.27
"Quality",117,21.43
"Format (flower, vape, edibles, etc)",70,12.82
"Other cannabinoids and terpenes",62,11.36
"THC Content",58,10.62
"CBD Content",45,8.24
"Favorite Strain",40,7.33
"THCa",13,2.38
"CBDa",3,0.55
