"response","count","percent_responded"
"THC Content",27,34.62
"Quality",18,23.08
"Format (flower, vape, edibles, etc)",15,19.23
"Favorite Strain",7,8.97
"Cost/Price",5,6.41
"CBD Content",3,3.85
"Other cannabinoids and terpenes",2,2.56
"THCa",1,1.28
