"response","count","percent_responded"
"Cost/Price",19,25
"Quality",14,18.42
"THC Content",13,17.11
"Favorite Strain",9,11.84
"Other cannabinoids and terpenes",8,10.53
"CBD Content",7,9.21
"Format (flower, vape, edibles, etc)",6,7.89
