"response","count","percent_responded"
"THC Content",43,23.12
"Cost/Price",38,20.43
"Quality",37,19.89
"Format (flower, vape, edibles, etc)",22,11.83
"Favorite Strain",17,9.14
"Other cannabinoids and terpenes",11,5.91
"CBD Content",9,4.84
"THCa",8,4.3
"CBDa",1,0.54
