"response","count","percent_responded"
"Blue Dream",14,1.94
"Indica",8,1.11
"Blue dream",7,0.97
"Blueberry",7,0.97
"Facewreck",7,0.97
"Sour Diesel",7,0.97
"Girl Scout Cookies",6,0.83
"GSC",6,0.83
"Tangie",6,0.83
"Bruce Banner",5,0.69
"Killer Queen",5,0.69
"Kush",5,0.69
"Mimosa",5,0.69
"Flo",4,0.55
"Gorilla Glue",4,0.55
"Highwayman",4,0.55
"Night Nurse",4,0.55
"Pineapple Express",4,0.55
"Sativa",4,0.55
"Tangerine Haze",4,0.55
"White Widow",4,0.55
"?",3,0.42
"Blue OG",3,0.42
"Blueberry ",3,0.42
"Bubba Kush",3,0.42
"Chocolate Oranges",3,0.42
"Critical Kush",3,0.42
"Gelato",3,0.42
"GG",3,0.42
"GG4",3,0.42
"Girl Scout Cookie",3,0.42
"gorilla glue",3,0.42
"Gorilla glue",3,0.42
"Granddaddy Purple",3,0.42
"Grape god",3,0.42
"Grape God",3,0.42
"Guava D",3,0.42
"Haze",3,0.42
"Hindu Kush",3,0.42
"Jack Herrer",3,0.42
"Lemon meringue ",3,0.42
"Master Kush",3,0.42
"OG Kush",3,0.42
"Stardawg",3,0.42
"Trainwreck",3,0.42
"White widow",3,0.42
"ACDC",2,0.28
"Amnesia Haze",2,0.28
"Any sativa",2,0.28
"Berry Gelato",2,0.28
"Bio Diesel",2,0.28
"Black dog",2,0.28
"Blueberry Cookies ",2,0.28
"CBD",2,0.28
"Chem Dawg",2,0.28
"Cherry Pie",2,0.28
"Chocolate orange",2,0.28
"Chocolate oranges",2,0.28
"Citrix",2,0.28
"Cookie Pebbles",2,0.28
"Cookies and Cream",2,0.28
"Cornbread",2,0.28
"Double Stuffed",2,0.28
"Durban poison",2,0.28
"Durban Poison",2,0.28
"flo og",2,0.28
"GG#4",2,0.28
"gg4",2,0.28
"Gg4",2,0.28
"Ghost Train Haze",2,0.28
"Girl Scout cookies",2,0.28
"Gorilla Glue ",2,0.28
"Gorilla Glue #4",2,0.28
"Grand Daddy Purple",2,0.28
"Granddaddy purple",2,0.28
"Green crack",2,0.28
"Hybrid",2,0.28
"Jack frost",2,0.28
"Jack Frost",2,0.28
"Jack Herer",2,0.28
"Lee Roy",2,0.28
"Lemon Haze",2,0.28
"Lemon Jeffery",2,0.28
"Lemon Jeffery ",2,0.28
"Master kush",2,0.28
"N/a",2,0.28
"na",2,0.28
"Na",2,0.28
"northern lights",2,0.28
"Northern lights",2,0.28
"Not sure",2,0.28
"Pennywise",2,0.28
"sativa",2,0.28
"Sativa ",2,0.28
"sour diesel",2,0.28
"Star Dawg",2,0.28
"Sweet Tooth",2,0.28
".?",1,0.14
"1-5 CBD ratio",1,0.14
"1:01",1,0.14
"1:1 CBD:THC ",1,0.14
"3 chems",1,0.14
"3 Chems",1,0.14
"3d cbd",1,0.14
"3rd Gen Red Hair",1,0.14
"88g13 hashplant",1,0.14
"AC/DC",1,0.14
"Acapulco gold",1,0.14
"Afghani",1,0.14
"Alien Kush",1,0.14
"Alion",1,0.14
"All Indica strains",1,0.14
"All the same to me",1,0.14
"Allion",1,0.14
"amnesia haze",1,0.14
"Amnesia Haze ",1,0.14
"any Hawaiian strain",1,0.14
"Any haze",1,0.14
"Any heavy Indica",1,0.14
"any hybrid",1,0.14
"Any hybrid ",1,0.14
"Any kush",1,0.14
"Any OG",1,0.14
"Any type KUSH",1,0.14
"Anything indica",1,0.14
"anything Purple",1,0.14
"Anything purple ",1,0.14
"Anytime cbd tinture",1,0.14
"Balanced CBD and THC",1,0.14
"balder",1,0.14
"Banana OG",1,0.14
"Big Bud",1,0.14
"Bio deisel",1,0.14
"Bio Desiel ",1,0.14
"bio diesel",1,0.14
"Bio diesel",1,0.14
"BIo Diesel",1,0.14
"Bio disesl ",1,0.14
"Biodiesel",1,0.14
"Black Dog",1,0.14
"black mamba",1,0.14
"Black Mamba",1,0.14
"Black mumba",1,0.14
"Black widow",1,0.14
"Blackberry hash",1,0.14
"Blackjack",1,0.14
"Blackwater",1,0.14
"Blissful Wizard",1,0.14
"Blue cheese",1,0.14
"Blue City Diesel",1,0.14
"Blue Cookies ",1,0.14
"blue dream",1,0.14
"blue dream ",1,0.14
"Blue dream ",1,0.14
"Blue Dream ",1,0.14
"Blue og",1,0.14
"Blue Power (indica dominant)",1,0.14
"Blue Sunshine",1,0.14
"blueberry",1,0.14
"Blueberry Cheese",1,0.14
"Blueberry Haze",1,0.14
"Blueberry Kush",1,0.14
"Blueberry Pie",1,0.14
"Blueberry Pomegranite",1,0.14
"Bootylicious",1,0.14
"Bootylicious ",1,0.14
"Bruce banner ",1,0.14
"Bruce banner #3",1,0.14
"Bruce Banner 3",1,0.14
"Bubba",1,0.14
"Bubba Fett",1,0.14
"Bubba kush",1,0.14
"Bubba OG",1,0.14
"Buckeye Purple",1,0.14
"Buddah's Sister",1,0.14
"Buddha's Sister",1,0.14
"Buddha’s Sister",1,0.14
"cannatonic",1,0.14
"Cannatonic",1,0.14
"cant recall",1,0.14
"Captain's Cake",1,0.14
"Captains cake",1,0.14
"Caramelicious",1,0.14
"Cbd",1,0.14
"CBD-heavy",1,0.14
"CBD 1-1 strains",1,0.14
"CBD Blue Shark",1,0.14
"CBD mix",1,0.14
"CBD oil",1,0.14
"cbd punch",1,0.14
"CBD punch",1,0.14
"Charlottes Web",1,0.14
"Chem",1,0.14
"Chem 4",1,0.14
"Chem Dank x slymerwood",1,0.14
"Chem dog",1,0.14
"Chem Dog",1,0.14
"chem dog ",1,0.14
"Chemdawg",1,0.14
"ChemDog",1,0.14
"Cherry Cookies",1,0.14
"Chocolate OG",1,0.14
