"response","count","percent_responded"
"1/4 ounce (~7 grams)",27,23.48
"4-6 grams",26,22.61
"2-3 grams",23,20
"1 gram",14,12.17
"8 grams -1/2 ounce (~ 14 grams)",14,12.17
".5 grams or less",7,6.09
"15 grams - 1 ounce (~28 grams)",3,2.61
"More than 1 ounce",1,0.87
