"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)"
10893948558,"","","","",""
10885759801,"","","","",""
10878751296,"8 grams to 1/2 ounce (~14 grams)","1/2 gram","","",""
10877565497,"","","","",""
10876392009,"","","","",""
10876336346,"","","","",""
10875562577,"","1/4 gram or less","","",""
10872582813,"More than 1 ounce","","","","2-3 grams"
10867812743,"","","","",""
10860535252,"","","","",""
10859616580,"","","","",""
10849063157,"1/4 gram or less","","","",""
10847312529,"1/4 gram or less","","","",""
10844291789,"4-6 grams","","","",""
10843815732,"4-6 grams","1/4 gram or less","","",""
10834053271,"2-3 grams","1/2 gram","","","1/4 gram or less"
10833997993,"15 grams to 1 ounce (~28 grams)","","","","None"
10833722328,"","","","",""
10831623393,"1/4 ounce (~7 grams)","","","","I don't know how much I use per week"
10830896942,"","","","","1  gram"
10830882008,"1/4 ounce (~7 grams)","","","","1/4 gram or less"
10626251939,"8 grams to 1/2 ounce (~14 grams)","","","","1/2 gram"
10624147163,"4-6 grams","","","",""
10609850764,"1  gram","","","",""
10598255910,"","","","",""
10598122285,"","4-6 grams","","",""
10582003543,"","1/4 ounce (~7 grams)","","",""
10572546454,"4-6 grams","","","",""
10569704133,"","1/4 ounce (~7 grams)","","","1  gram"
10568865766,"","4-6 grams","","",""
11009295893,"8 grams to 1/2 ounce (~14 grams)","","","",""
10991821033,"More than 1 ounce","","","","15 grams to 1 ounce (~28 grams)"
10684698263,"15 grams to 1 ounce (~28 grams)","","","","1/4 gram or less"
11249421052,"","","","",""
11166390085,"","","","","None"
11148362084,"1/4 gram or less","","","",""
11135122023,"1  gram","","","",""
11135054557,"","","","",""
11065479544,"15 grams to 1 ounce (~28 grams)","","","",""
11030978965,"8 grams to 1/2 ounce (~14 grams)","","","",""
10880798060,"","","","",""
10877194985,"","","","",""
10875617011,"","","","",""
10868096498,"","1/4 gram or less","","",""
10859949104,"","","","",""
10844260968,"1  gram","1/2 gram","","",""
10835578531,"1/4 ounce (~7 grams)","","","","1/4 gram or less"
10834332090,"","","","",""
10763284450,"","","","",""
10566881623,"","","","","1/2 gram"
11212805644,"1/2 gram","","","",""
10978796014,"1/4 ounce (~7 grams)","","","",""
10671009796,"","","","",""
10575479401,"","8 grams to 1/2 ounce (~14 grams)","","",""
11239200945,"","","","",""
11215559561,"1/4 gram or less","","","","1  gram"
11166474867,"","1/2 gram","","",""
11166384877,"1/4 gram or less","","","",""
11156698544,"8 grams to 1/2 ounce (~14 grams)","","","",""
11140569970,"","","","",""
11137570486,"2-3 grams","","","",""
11135411524,"1  gram","","","",""
11135212674,"","","","",""
11134478610,"","","","",""
10875462742,"","","","",""
10867615622,"","","","",""
10864900624,"4-6 grams","","","",""
10848742483,"","","","",""
10843819934,"","","","",""
10843816117,"","1  gram","","","1/4 gram or less"
10832224616,"1  gram","","","",""
10831158462,"","","","",""
10800317244,"8 grams to 1/2 ounce (~14 grams)","","","",""
10758753382,"2-3 grams","1/2 gram","","",""
10691181667,"1/4 gram or less","","","",""
10667384024,"","1/2 gram","","",""
10602936383,"2-3 grams","1/2 gram","","","1/4 gram or less"
10719755952,"2-3 grams","1/4 gram or less","","","None"
11249989922,"","","","","1  gram"
11249832802,"2-3 grams","1  gram","","",""
11245529294,"4-6 grams","","","",""
11236750096,"","","","",""
11211717848,"","","","","1  gram"
11208627585,"8 grams to 1/2 ounce (~14 grams)","15 grams to 1 ounce (~28 grams)","","","More than 1 ounce"
11137652132,"","","","",""
11137541759,"2-3 grams","","","",""
11135136344,"","","","",""
11134508380,"","","","",""
11091792560,"","","","",""
11064360862,"","","","",""
11062688483,"1  gram","","","",""
10972364151,"","","","","None"
10879268147,"1/4 ounce (~7 grams)","2-3 grams","","","1  gram"
10877788133,"","","","",""
10877416704,"","","","",""
10876876072,"","","","",""
10851333216,"1  gram","","","",""
10848597634,"15 grams to 1 ounce (~28 grams)","","","",""
10847253946,"2-3 grams","","","",""
10843000999,"","","","",""
10840899449,"4-6 grams","","","",""
10834663571,"15 grams to 1 ounce (~28 grams)","","","","I don't know how much I use per week"
10831948698,"1/4 gram or less","","","",""
10716518478,"","","","",""
10658774056,"2-3 grams","","","","1  gram"
10581940017,"","","","",""
