"response","count","percent_responded"
"N/A","6","3.61"
"n/a","5","3.01"
"Sativa","5","3.01"
"None","4","2.41"
"Sour Diesel","3","1.81"
"AC/DC","2","1.2"
"any","2","1.2"
"Cape Cod Kush","2","1.2"
"GDP","2","1.2"
"Grandaddy Purple","2","1.2"
"GSC","2","1.2"
"indica","2","1.2"
"Lemon Skunk","2","1.2"
"na","2","1.2"
"Sour diesel ","2","1.2"
"Unknown","2","1.2"
"1","1","0.6"
"Afghan Skunk","1","0.6"
"Afghani Goo","1","0.6"
"ak47","1","0.6"
"Any","1","0.6"
"Anyone","1","0.6"
"Appetite inducing","1","0.6"
"Banana Cake","1","0.6"
"Banana Kush","1","0.6"
"Big Buddha cheese ","1","0.6"
"Biodiesel ","1","0.6"
"Black Widow","1","0.6"
"Blissful wizard ","1","0.6"
"Blue Dream","1","0.6"
"Blue dream ","1","0.6"
"Blue Mountain Durban","1","0.6"
"Blueberry ","1","0.6"
"Bootylicious","1","0.6"
"Bordello","1","0.6"
"Bruce Banner","1","0.6"
"Buddas Sister","1","0.6"
"Buddha's Sister","1","0.6"
"Cali OG","1","0.6"
"cannatonic","1","0.6"
"cannatsu","1","0.6"
"CBD God","1","0.6"
"cbd yummy","1","0.6"
"charlottes web","1","0.6"
"Chem","1","0.6"
"Cherry cream pie ","1","0.6"
"Chocolope ","1","0.6"
"Clementine","1","0.6"
"combat cookie","1","0.6"
"Combat cookie ","1","0.6"
"Cornbread ","1","0.6"
"cotton candy","1","0.6"
"Cotton Candy","1","0.6"
"Dakini kush","1","0.6"
"Dakini Kush","1","0.6"
"Deadhead","1","0.6"
"Different strains for different reasons ","1","0.6"
"don't have a favorite","1","0.6"
"don't know","1","0.6"
"Don't know ","1","0.6"
"Don't use now","1","0.6"
"don, have one","1","0.6"
"Don’t know ","1","0.6"
"Durban Poision","1","0.6"
"Durban Poison ","1","0.6"
"Electric Funk","1","0.6"
"facewreck","1","0.6"
"Facewreck","1","0.6"
"Four Lights ","1","0.6"
"generic","1","0.6"
"GG","1","0.6"
"GG ","1","0.6"
"GG #4 , Blue Dream","1","0.6"
"Ghost train haze","1","0.6"
"Girl Scout cookie","1","0.6"
"Girl Scout Cookie","1","0.6"
"Girl Scout Cookies","1","0.6"
"Golden Goat","1","0.6"
"Golden Lemon","1","0.6"
"Gorilla glue","1","0.6"
"Gorilla Glue","1","0.6"
"Grand Daddy Purple","1","0.6"
"Granddaddy Purp","1","0.6"
"Grape Ape","1","0.6"
"Gsc","1","0.6"
"Harlequin","1","0.6"
"Have not tried all","1","0.6"
"Headband","1","0.6"
"Hemp","1","0.6"
"high thc","1","0.6"
"holy grail","1","0.6"
"Holy Grail Kush","1","0.6"
"I don't really have a preference","1","0.6"
"Indica ","1","0.6"
"Jack","1","0.6"
"Jack Heret","1","0.6"
"Jack herrer","1","0.6"
"Jack Herrer","1","0.6"
"Jack Herrer ","1","0.6"
"La Confidential","1","0.6"
"Lambs breath","1","0.6"
"Lavender","1","0.6"
"Lemon Jeffrey","1","0.6"
"Lemon Miringue","1","0.6"
"LSD","1","0.6"
"master cush","1","0.6"
"Maui Wowie","1","0.6"
"Mentdown","1","0.6"
"n/A","1","0.6"
"Na ","1","0.6"
"Night nurse ","1","0.6"
"Nome","1","0.6"
"none","1","0.6"
"Northern lights","1","0.6"
"OG","1","0.6"
"Orange Harambe","1","0.6"
"Pineapple express","1","0.6"
"Pineapple Express","1","0.6"
"Platinum Garlic ","1","0.6"
"Purple Punch ","1","0.6"
"Ricks pupil","1","0.6"
"sativa","1","0.6"
"Skywalker","1","0.6"
"Sour Deisel","1","0.6"
"star killer cornbread plat bubba kush","1","0.6"
"Super silver haze","1","0.6"
"Swamp Thing","1","0.6"
"To many to choose","1","0.6"
"Train Wreck","1","0.6"
"Trainwreck","1","0.6"
"various kushes","1","0.6"
"Wappa CBD ","1","0.6"
"way to many to list, I got 10 on deck right now","1","0.6"
"Wedding crasher","1","0.6"
"White widow ","1","0.6"
"Willies Reserve","1","0.6"
"Yummy bear","1","0.6"
"What is your favorite cannabis strain?","What is your favorite cannabis strain?","What is your favorite cannabis strain?"
