"response","count","percent_responded"
"Indica",9,2.06
"?",6,1.38
"blue dream",4,0.92
"Flo",4,0.92
"gorilla glue",4,0.92
"sativa",4,0.92
"Blue Dream",3,0.69
"Blueberry",3,0.69
"Critical Kush",3,0.69
"Girl Scout Cookies",3,0.69
"GSC",3,0.69
"Na",3,0.69
"Northern Lights",3,0.69
"OG Kush",3,0.69
"Sativa",3,0.69
"White Widow",3,0.69
"ACDC",2,0.46
"Amnesia Haze",2,0.46
"Black dog",2,0.46
"Blue dream",2,0.46
"CBD",2,0.46
"Chem Dawg",2,0.46
"Citrix",2,0.46
"Cookie Pebbles",2,0.46
"Death Star",2,0.46
"GG#4",2,0.46
"Girl Scout Cookie",2,0.46
"Gorilla Glue",2,0.46
"Gorilla Glue #4",2,0.46
"Grand daddy purple",2,0.46
"Hindu Kush",2,0.46
"hybrid",2,0.46
"Hybrid",2,0.46
"indica",2,0.46
"Jack Herrer",2,0.46
"Kush",2,0.46
"n/a",2,0.46
"none",2,0.46
"northern lights",2,0.46
"Not sure",2,0.46
"Peach puree",2,0.46
"SATIVA",2,0.46
"Skywalker",2,0.46
"Sour Diesel",2,0.46
"Tangie",2,0.46
"White widow",2,0.46
"""Triple G"" (Nevada dispensary)",1,0.23
".?",1,0.23
"??",1,0.23
"???",1,0.23
"1-5 CBD ratio",1,0.23
"1:01",1,0.23
"1:1 CBD:THC ",1,0.23
"20:01",1,0.23
"3d cbd",1,0.23
"88g13 hashplant",1,0.23
"91",1,0.23
"AC/DC",1,0.23
"Acapulco gold",1,0.23
"Acapulco Gold",1,0.23
"AcDc (Fibro maintenance)",1,0.23
"Alien Kush",1,0.23
"amnesia haze",1,0.23
"Amnesia Haze ",1,0.23
"Any",1,0.23
"any Hawaiian strain",1,0.23
"Any haze",1,0.23
"any hybrid",1,0.23
"Any hybrid ",1,0.23
"Any type KUSH",1,0.23
"Anything indica",1,0.23
"Anytime cbd tinture",1,0.23
"Auto Flower ",1,0.23
"Balanced CBD and THC",1,0.23
"balder",1,0.23
"Big Bud",1,0.23
"Bio-Diesel",1,0.23
"Bio deisel",1,0.23
"bio diesel",1,0.23
"Bio Diesel",1,0.23
"Black widow",1,0.23
"Blue cheese",1,0.23
"blue dream ",1,0.23
"Blue OG",1,0.23
"Blue Power (indica dominant)",1,0.23
"Blueberry Haze",1,0.23
"Blueberry headband",1,0.23
"Blueberry Pie",1,0.23
"Blueberry Pomegranite",1,0.23
"Bruce Banner by Garden Remedies",1,0.23
"Bubba Fett",1,0.23
"Bubba kush",1,0.23
"Bubblegum",1,0.23
"bubblegum ",1,0.23
"Buddah's Sister",1,0.23
"cannatonic",1,0.23
"Cannatonic",1,0.23
"CannaTSRO1 (Indica with high CBD)",1,0.23
"cant recall",1,0.23
"Cbd",1,0.23
"CBD-heavy",1,0.23
"CBD Blue Shark",1,0.23
"CBD mix",1,0.23
"CBD Mixed",1,0.23
"CBD oil",1,0.23
"CBD vape",1,0.23
"Charlotte's web(Never tried)",1,0.23
"Chemdawg",1,0.23
"Choco",1,0.23
"chocolate oranges ",1,0.23
"Chocolope",1,0.23
"Chocoloupe",1,0.23
"Chronic Thunder",1,0.23
"Cinderella",1,0.23
"Cindy 99",1,0.23
"Cinex",1,0.23
"citrique",1,0.23
"Clementine ",1,0.23
"Comatose",1,0.23
"Combination of indica & sativa",1,0.23
"cookies and cream",1,0.23
"Cookies and Cream ",1,0.23
"Corn mash",1,0.23
"Cornbread",1,0.23
"Cream",1,0.23
"Critical Mass",1,0.23
"Crystal Coma",1,0.23
"Cush",1,0.23
"Dank Sinatra",1,0.23
"Death",1,0.23
"die hard",1,0.23
"don'[t know",1,0.23
"don't know",1,0.23
"Don’t have one yet",1,0.23
"Don’t know",1,0.23
"Don’t know ",1,0.23
"dont know",1,0.23
"Double stuffed",1,0.23
"Durban ?",1,0.23
"Durban OG",1,0.23
"durban poison",1,0.23
"Durban poison ",1,0.23
"Durban Poison ",1,0.23
"Dutchberry",1,0.23
"El Fuego",1,0.23
"Facewreck",1,0.23
"Feel Comfort Tincture",1,0.23
"Fire OG",1,0.23
"flo og",1,0.23
"Flo OG",1,0.23
"French toast",1,0.23
"French Toast ",1,0.23
"Fruit loop ",1,0.23
"Fruity pebbles kush",1,0.23
"G2",1,0.23
"G88 Hashplant",1,0.23
"Gelato",1,0.23
"gg4",1,0.23
"GG4",1,0.23
"Ghost Train Haze",1,0.23
"Girl Scout",1,0.23
"girl scout cookie",1,0.23
"Girl Scout cookie",1,0.23
"Girl Scout cookie ",1,0.23
"girl scout cookies",1,0.23
"Girl Scout cookies",1,0.23
"Girls Scout Cookie",1,0.23
"Goji og",1,0.23
"Gorilla glue",1,0.23
"Gorilla glue ",1,0.23
"Gorrilla Glue",1,0.23
"Grandaddy purple",1,0.23
"Granddaddy purple",1,0.23
"Grape",1,0.23
"Grape Ape",1,0.23
"Grape cod",1,0.23
"Grape god",1,0.23
"Grape God",1,0.23
"Grapefruit x Chem D",1,0.23
"Green Crack",1,0.23
"Green Cush ",1,0.23
"Guava d",1,0.23
"Guava D",1,0.23
"harlequin",1,0.23
"Harlequin ",1,0.23
"Harliquin",1,0.23
"hawaii spice",1,0.23
"hi CBD strains",1,0.23
"high bred",1,0.23
"high CBD strains",1,0.23
"High Times (Tahoe Kush hybrid)",1,0.23
"Highwayman",1,0.23
"Holy grail",1,0.23
"Holy Grail",1,0.23
"Homegrown kush variety",1,0.23
"Honey Bananas ",1,0.23
"House blend",1,0.23
"Huckleberry",1,0.23
"huckleberry kush",1,0.23
"Huckleberry Kush",1,0.23
"Hybrid ",1,0.23
"Hybrids ",1,0.23
"I can’t name 3 sorry",1,0.23
"I have not been provided an option to even choose",1,0.23
"Iced tea",1,0.23
"Indica Recon",1,0.23
"is unresearched",1,0.23
"isk",1,0.23
"Jack Frost",1,0.23
"Jack Herer",1,0.23
"Jack Herer ",1,0.23
"Jack herrer",1,0.23
"Jilly Bean",1,0.23
"Killer queen",1,0.23
"Killer Queen",1,0.23
"Know",1,0.23
"Kosher Kush",1,0.23
"KUSH any type",1,0.23
"kush dawg",1,0.23
"Kushberry",1,0.23
"LA Chocolate",1,0.23
"Lambs Bread",1,0.23
"Last Jedi",1,0.23
"Lavendar/?",1,0.23
"Lee Roy",1,0.23
"Lemmon Jeffery",1,0.23
"Lemon Alien",1,0.23
"Lemon cello ",1,0.23
"lemon jeffery",1,0.23
"Lemon Jeffery ",1,0.23
"lemon jeffrey",1,0.23
"Lemon jeffrey",1,0.23
"lemon merangue",1,0.23
"Lemon meringue",1,0.23
"Lime Skunk",1,0.23
"Local sativa ",1,0.23
"Longs Peak Blue",1,0.23
"Lotus",1,0.23
"Lucky Charm",1,0.23
"Lucky Charms",1,0.23
"Mandarin Sunset",1,0.23
"master kush",1,0.23
"Maui Waui",1,0.23
"Meltdown",1,0.23
"Meltdown ",1,0.23
"Mix",1,0.23
"mixed",1,0.23
"Mixture of flower",1,0.23
"MJ-23",1,0.23
"Moonshine Haxe",1,0.23
"Moonshine haze",1,0.23
"most hybrids",1,0.23
"Most Hybrids",1,0.23
"Mr clean",1,0.23
"mr. clean",1,0.23
"My Own",1,0.23
"N/a",1,0.23
"N/A",1,0.23
"Nigeria",1,0.23
"Night Train",1,0.23
"Nite Nurse",1,0.23
"NITE NURSE",1,0.23
"No",1,0.23
"No favorite ",1,0.23
"No idea",1,0.23
"No luderalis",1,0.23
"no preference",1,0.23
"No preference",1,0.23
"Northern Lights # 5",1,0.23
"Northern lights haze",1,0.23
"Northern Lights Nl Indica",1,0.23
"not much difference",1,0.23
"Not sure ",1,0.23
"Not sure of strain",1,0.23
"Not sure.",1,0.23
"O G Kush",1,0.23
"og",1,0.23
"OG CUSH",1,0.23
"Others",1,0.23
"PANAMA RED",1,0.23
"Peach bliss",1,0.23
"Peach purée ",1,0.23
"Peach Purée ",1,0.23
"pen",1,0.23
"Pine",1,0.23
"Pineapple Express",1,0.23
"Platinum OG",1,0.23
"Poets walk",1,0.23
"Pure CBD Oil with Hemp Seed Oil",1,0.23
"Purple glue",1,0.23
"Purple kush ",1,0.23
"Purple Lamborghini",1,0.23
"Purple orange cbd",1,0.23
"purple urkel",1,0.23
"Royal Gorilla ",1,0.23
"Salves",1,0.23
"Sativa ",1,0.23
"SATIVA ",1,0.23
"Sativa indica hybrids ",1,0.23
"Scout Cookies",1,0.23
"sensi star",1,0.23
"Shiva  skunk",1,0.23
"Skunk",1,0.23
"Skunk ",1,0.23
"Skywalker Kush",1,0.23
"snowdrop",1,0.23
"Snowflake",1,0.23
"something goat or goat something- I forgot name",1,0.23
"Soothe",1,0.23
"sour diesel",1,0.23
"Sour diesel ",1,0.23
"sour diseil",1,0.23
"Sour Kosher",1,0.23
"Sour Kush",1,0.23
"Star Dawg",1,0.23
"stavia",1,0.23
"Stawdowg",1,0.23
"Strawberry Fields",1,0.23
"stuff",1,0.23
"sunset sherbert",1,0.23
"Super Lemon Haze",1,0.23
"Super lemon haze ",1,0.23
"Super Silver haze",1,0.23
"Super Silver Haze",1,0.23
"Swap Thing",1,0.23
"Sweet tooth",1,0.23
"Sweet Tooth",1,0.23
"Taffie",1,0.23
"Tahoe OG Kush",1,0.23
"Tangerine",1,0.23
"Tangerine Haze",1,0.23
"TANGERINE HAZE",1,0.23
"tangie",1,0.23
"TBD",1,0.23
"Thc shatter",1,0.23
"THCa unknown strain",1,0.23
"The Guice",1,0.23
"They are all nasty",1,0.23
"Trainwreck",1,0.23
"Tres sisters",1,0.23
"Triangle kush",1,0.23
"unk",1,0.23
"unknown",1,0.23
"Unknown",1,0.23
"Unknown ",1,0.23
"unknown high cbd/thcv strain I grew",1,0.23
"unkown",1,0.23
"unsure",1,0.23
"Unsure",1,0.23
"using tinctures",1,0.23
"vana white",1,0.23
"Vapor",1,0.23
"Vyper",1,0.23
"Wappa",1,0.23
"Wedding Crasher",1,0.23
"whatever I can get",1,0.23
"White Lotus",1,0.23
"white rhino",1,0.23
"White Rino",1,0.23
"whiterhino x bubba",1,0.23
"x",1,0.23
