"response","count","percent_responded"
"Indica",9,1.88
"Sativa",9,1.88
"GG4",7,1.46
"GSC",7,1.46
"?",5,1.04
"Grape God",5,1.04
"sativa",5,1.04
"Blue Dream",4,0.84
"Lemon Jeffrey",4,0.84
"White Widow",4,0.84
"Cannatonic",3,0.63
"CBD",3,0.63
"CBD Yummy",3,0.63
"Facewreck",3,0.63
"Girl Scout Cookies",3,0.63
"gorilla glue",3,0.63
"Green Crack",3,0.63
"hybrid",3,0.63
"Kush",3,0.63
"Night nurse",3,0.63
"Northern Lights",3,0.63
"Sour Diesel",3,0.63
"Unknown",3,0.63
"1:01",2,0.42
"Acapulco Gold",2,0.42
"Ak47",2,0.42
"blue dream",2,0.42
"blue dreams",2,0.42
"Blueberry ",2,0.42
"Chuck OG",2,0.42
"Durban poison",2,0.42
"Durban Poison",2,0.42
"GG#4",2,0.42
"Gorilla Glue ",2,0.42
"Gorilla glue #4",2,0.42
"Grand daddy purple",2,0.42
"Haze",2,0.42
"Hybrid",2,0.42
"Hybrid ",2,0.42
"indica",2,0.42
"INDICA",2,0.42
"Jack Herer",2,0.42
"Jack Herrer",2,0.42
"Mimosa",2,0.42
"MOB",2,0.42
"n/a",2,0.42
"N/a",2,0.42
"Na",2,0.42
"Not sure ",2,0.42
"Panama Red",2,0.42
"star dawg",2,0.42
"Stavia",2,0.42
"unknown",2,0.42
"White widow",2,0.42
" Grandaddy Purple ",1,0.21
"???",1,0.21
"1:1 acdc/gsc",1,0.21
"10mg CBD capsule ",1,0.21
"3D-6",1,0.21
"3d-CBC",1,0.21
"4 pack mini ",1,0.21
"50/50",1,0.21
"AC/DC",1,0.21
"AC/DC ",1,0.21
"ACDC",1,0.21
"Ace of Spades",1,0.21
"Agent Orange",1,0.21
"AK-48",1,0.21
"Albert Walker",1,0.21
"all seem the same",1,0.21
"any indica",1,0.21
"Any indica",1,0.21
"Banana split",1,0.21
"Big City Lights",1,0.21
"Bio diesel",1,0.21
"Bio Diesel",1,0.21
"Black mamba",1,0.21
"Black mambo ",1,0.21
"Blue automazar ",1,0.21
"Blue CBD",1,0.21
"Blue Cookies",1,0.21
"Blue dream",1,0.21
"blue dream ",1,0.21
"Blue Dream ",1,0.21
"Blue og",1,0.21
"blueberry",1,0.21
"Blueberry Cobbler CBD",1,0.21
"blueberry cookies",1,0.21
"Bruce Banner",1,0.21
"Bruce Banner ",1,0.21
"Bruce Danner",1,0.21
"Brucebanner",1,0.21
"Bubba Kush",1,0.21
"Bubba Kush Bk Indica",1,0.21
"Bubba Kush vape cartridge",1,0.21
"Bubba x C99",1,0.21
"bubbak",1,0.21
"Bubble gum",1,0.21
"Buddas sister ",1,0.21
"Bullfighter",1,0.21
"Calm",1,0.21
"Cambodia",1,0.21
"Candy Jack",1,0.21
"Canna Tsu",1,0.21
"Cannabis indica",1,0.21
"casey jones",1,0.21
"CBD 4:1",1,0.21
