"response","count","percent_responded"
"Indica",17,3.05
"Sativa",14,2.51
"Blue Dream",10,1.8
"CBD",7,1.26
"Gorilla glue",7,1.26
"?",6,1.08
"Bruce Banner",6,1.08
"indica",6,1.08
"Don’t know",5,0.9
"GG4",5,0.9
"Kush",5,0.9
"sour diesel",5,0.9
"Sour Diesel",5,0.9
"blue dream",4,0.72
"Blue dream",4,0.72
"Gorilla Glue",4,0.72
"Jack herer",4,0.72
"Sweet tooth",4,0.72
"ACDC",3,0.54
"Bio diesel",3,0.54
"Cannatonic",3,0.54
"Chem Dawg",3,0.54
"dont know",3,0.54
"Girl Scout Cookies",3,0.54
"Grape God",3,0.54
"OG Kush",3,0.54
"Pineapple Express",3,0.54
"unknown",3,0.54
"AC/DC",2,0.36
"Bio deisel",2,0.36
"Blue dream ",2,0.36
"Blue dreams",2,0.36
"Blueberry",2,0.36
"C99",2,0.36
"Cherry Pie",2,0.36
"Critical mass",2,0.36
"Domnesia",2,0.36
"GG#4",2,0.36
"Gg4",2,0.36
"Girl Scout cookie",2,0.36
"Girl Scout cookies ",2,0.36
"Golden Goat",2,0.36
"Gorilla Glue #4",2,0.36
"Harlequin",2,0.36
"home grown",2,0.36
"hybrid",2,0.36
"Hybrid ",2,0.36
"Jack Pine",2,0.36
"Just use edibles",2,0.36
"Katsu Bubba Kush",2,0.36
"Lemon Jeffery",2,0.36
"lemon skunk",2,0.36
"N/A",2,0.36
"Night nurse",2,0.36
"none",2,0.36
"northern lights",2,0.36
"Not sure",2,0.36
"Peach Puree",2,0.36
"Purple kush",2,0.36
"Sour diesel",2,0.36
"Strawberry Lemonade",2,0.36
"Trainwreck",2,0.36
"Unknown",2,0.36
"White Widow",2,0.36
" Grape God",1,0.18
".",1,0.18
"? Use 3/4 CBD to 1/4 THC ",1,0.18
"??",1,0.18
"???",1,0.18
"1",1,0.18
"1:1 THC:CBD",1,0.18
"2:01",1,0.18
"24K",1,0.18
"3D-3",1,0.18
"9 Lb Hammer",1,0.18
"9 lb. Hammer",1,0.18
"9lb hammer",1,0.18
"aaa",1,0.18
"AC DC",1,0.18
"ac/dc",1,0.18
"Ac/Dc",1,0.18
"Acdc",1,0.18
"Afghan",1,0.18
"AJ Sour Diesel",1,0.18
"AK-47",1,0.18
"AK 47",1,0.18
"Alaskan Thunder Fuck ",1,0.18
"Amnesia Haze",1,0.18
"any high CBD",1,0.18
"Any I get my hands on",1,0.18
"any Indica",1,0.18
"any indicta",1,0.18
"any kush",1,0.18
"ASH ",1,0.18
"Auto amnesia xxl ",1,0.18
"Banana Kush",1,0.18
"Banana Split",1,0.18
"Barcelona ",1,0.18
"bask blend",1,0.18
"Biodiesel ",1,0.18
"black d.o.g.",1,0.18
"black raspberry",1,0.18
"Black Triangle Kush",1,0.18
"Blackberry ",1,0.18
"blissful wizard",1,0.18
"Blue ",1,0.18
"Blue Cheese",1,0.18
"blue nina",1,0.18
"blueberry",1,0.18
"Blueberry ",1,0.18
"Blueberry kush",1,0.18
"bluedream",1,0.18
"Brownie Scout ",1,0.18
"BRUCE BANNER",1,0.18
"Bubba Kush",1,0.18
"Buddha's  sister",1,0.18
"Buddha's Sister",1,0.18
"Buddha’s Sister",1,0.18
"California Kush",1,0.18
"Cannabis sativa",1,0.18
"Catatonic",1,0.18
"Cbd",1,0.18
"Cbd 1:1",1,0.18
"CBD 1:1",1,0.18
"CBD Critical Mass",1,0.18
"CBD full spectrum",1,0.18
"CBD Hemp Oil",1,0.18
"CBD oil",1,0.18
"CBD:THC",1,0.18
"Chocolope",1,0.18
"Cinderella",1,0.18
"Cinderella99",1,0.18
"cinex",1,0.18
"Cinex ",1,0.18
"Citrix",1,0.18
"clementine ",1,0.18
"Clemintine",1,0.18
"Congolese",1,0.18
"Cookies & cream",1,0.18
"Cookies and cream ",1,0.18
"cookies creem",1,0.18
"Corn bread",1,0.18
"Corn bread ",1,0.18
"Cornbread",1,0.18
"Crew Shark with CBD (Indica with high CBD)",1,0.18
"critical mass",1,0.18
"Cw cbd hemp oil ",1,0.18
"deisel",1,0.18
"Desert Diesel",1,0.18
"Diesel",1,0.18
"Do not use",1,0.18
"Do Si Dos",1,0.18
"don'[t know",1,0.18
"don't have any",1,0.18
"don't have favorites",1,0.18
"don't have one (I'm a new user)",1,0.18
"don't know ",1,0.18
"Don't not know",1,0.18
"don't use",1,0.18
"Don’t have one yet",1,0.18
"Don’t know any of this",1,0.18
"Don’t know, but via internet",1,0.18
"dont know the strains",1,0.18
"Dosidos by Culta",1,0.18
"dr. grinspoon",1,0.18
"Durban Poison",1,0.18
"Durbin poison",1,0.18
"Extreme cream",1,0.18
"face wreak",1,0.18
"Face wreck ",1,0.18
"Facewreck",1,0.18
"facewreck ",1,0.18
"Facewreck ",1,0.18
"Feel Relaxed Tincture",1,0.18
"Flower",1,0.18
"Four Lights",1,0.18
"Frida",1,0.18
"full spectrum CBD",1,0.18
"Garilla glue",1,0.18
"GDP",1,0.18
"GG #4",1,0.18
"gg#4",1,0.18
"gg3",1,0.18
"gg4",1,0.18
"Girl scout",1,0.18
"Girl Scout ",1,0.18
"girl scout cookie",1,0.18
"girl scout cookies",1,0.18
"Glorilla Glue",1,0.18
"Gold or diesel OG",1,0.18
"Golden Glue",1,0.18
"Good Medicine",1,0.18
"Gorilla 🦍 glue",1,0.18
"gorilla glue",1,0.18
"Gorilla Glue - Sativa",1,0.18
"gorilla glue 4",1,0.18
"Grand Daddy Plum",1,0.18
"Granddaddy Purple Gdp Indica. ",1,0.18
"Grape",1,0.18
"Grape ape ",1,0.18
"Grease monkey",1,0.18
"Grease Monkey ",1,0.18
"Green crack",1,0.18
"GSC",1,0.18
"Gummies ",1,0.18
"Harle-Tsu",1,0.18
"Harle Tsu",1,0.18
"harlequin ",1,0.18
"Harlequin ",1,0.18
"Hawaiian Spice",1,0.18
"Headband",1,0.18
"high CBD",1,0.18
"High CBD",1,0.18
"High CBD, low THC",1,0.18
"high thca hybrids",1,0.18
"highwayman",1,0.18
"Highwayman",1,0.18
"Hindu Kush",1,0.18
"Hope's cookies",1,0.18
"Hybrid",1,0.18
"hybrid/sativa",1,0.18
"Hybrids that favor indica",1,0.18
"I",1,0.18
"I do not know any strain names",1,0.18
"I don't know",1,0.18
"I don't know ",1,0.18
"i dont know",1,0.18
"I have not been provided an option to even choose",1,0.18
"I take mostly CBD extracts",1,0.18
"I use CBD OIL",1,0.18
"I""m new",1,0.18
"idk",1,0.18
"Indica-stain unknown",1,0.18
"Indica ",1,0.18
"Indica CBD",1,0.18
"Indica Purple Urkel",1,0.18
"INDICA SATIVA HYBRIDS",1,0.18
"Indica/Indus (Ganja)",1,0.18
"indigo",1,0.18
"Indigo ",1,0.18
"Ingrid",1,0.18
"Jack Cookies",1,0.18
"Jack Frost",1,0.18
"Jack frost ",1,0.18
"Jack hearer",1,0.18
"JACK PINE",1,0.18
"Jellybean",1,0.18
"Jilly Bean",1,0.18
"KT Dawg",1,0.18
"kush",1,0.18
"Kush ",1,0.18
"LA Confidential",1,0.18
"lemon",1,0.18
"Lemon Haze ",1,0.18
"Lemon Jefferies ",1,0.18
"Lemon Jeffery at Bask",1,0.18
"Lemon Jeffrey ",1,0.18
"Lemon Jeffries",1,0.18
"lemon merange",1,0.18
"lemon merigne",1,0.18
"lemon meringue",1,0.18
"Lemon skunk",1,0.18
"Lemon Skunk",1,0.18
"lemon skunk (DNA)",1,0.18
"Lemon Squeeze",1,0.18
"lemon walker",1,0.18
"light saber",1,0.18
"LSD",1,0.18
"maes Cannatonic",1,0.18
"Magic Beans ( beta carophyleene) ?",1,0.18
"Mandarin Jack",1,0.18
"Mango ",1,0.18
"mango crush",1,0.18
"Maple Trainwreck",1,0.18
"Master Kush",1,0.18
"Me.Clean",1,0.18
"Medical Mass CBD",1,0.18
"Meltdown",1,0.18
"Mimosa",1,0.18
"MOB",1,0.18
"Monkey Blood",1,0.18
"Moonshine haze",1,0.18
"Mother of Berries",1,0.18
"Mr clean",1,0.18
"Mr. Clean",1,0.18
"Mr. Clean ",1,0.18
"n/a",1,0.18
"N/a",1,0.18
"Na",1,0.18
"Nepali",1,0.18
"Nepali temple",1,0.18
"Night Nurse",1,0.18
"no fav",1,0.18
"No favorite ",1,0.18
"No favorites yet -",1,0.18
"no preference",1,0.18
"No preference",1,0.18
"Northern Lights",1,0.18
"Northern lights ",1,0.18
"Not sure ",1,0.18
"Not sure of strain",1,0.18
"Not sure.",1,0.18
"NY Diesel",1,0.18
"Obama Kush (high pain)",1,0.18
"og kush",1,0.18
"Og kush cbd",1,0.18
"OGKUSH",1,0.18
"Ol'Mendo Hashplant",1,0.18
"OMG",1,0.18
"one to one",1,0.18
