"response","count","percent_responded"
".5 grams or less",125,44.64
"1 gram",76,27.14
"2-3 grams",47,16.79
"4-6 grams",18,6.43
"1/4 ounce (~7 grams)",8,2.86
"8 grams -1/2 ounce (~ 14 grams)",3,1.07
"15 grams - 1 ounce (~28 grams)",2,0.71
"More than 1 ounce",1,0.36
