"response","count","percent_responded"
"1/4 ounce (~7 grams)",141,24.31
"2-3 grams",114,19.66
"4-6 grams",110,18.97
"8 grams -1/2 ounce (~ 14 grams)",65,11.21
".5 grams or less",58,10
"1 gram",58,10
"15 grams - 1 ounce (~28 grams)",26,4.48
"More than 1 ounce",8,1.38
