"response","count","percent_responded"
"USA",267,32.4
"United States",265,32.16
"Usa",79,9.59
"usa",45,5.46
"US",40,4.85
"USA ",30,3.64
"United States ",11,1.33
"United states",10,1.21
"Us",10,1.21
"Canada",9,1.09
"United States of America",7,0.85
"Suffolk",4,0.49
"united states",3,0.36
"United states ",3,0.36
"us",3,0.36
"Bristol",2,0.24
"Essex",2,0.24
"Hampden",2,0.24
"U.S.",2,0.24
"america",1,0.12
"America",1,0.12
"America ",1,0.12
"belknap",1,0.12
"Berkshire ",1,0.12
"bristol",1,0.12
"Canada.  family in maine so there part of the year",1,0.12
"Country",1,0.12
"Denmark",1,0.12
"Duh",1,0.12
"Germany",1,0.12
"hillsborough",1,0.12
"Is",1,0.12
"Middlesex",1,0.12
"palm beach",1,0.12
"Plymouth",1,0.12
"Puerto Rico",1,0.12
"The one supposed governed by an orange monkey",1,0.12
"The U.S.",1,0.12
"u.s.a.",1,0.12
"U.S.A.",1,0.12
"United State",1,0.12
"United states of america",1,0.12
"United States Of America ",1,0.12
"Us ",1,0.12
"US (duh)",1,0.12
"us of a",1,0.12
"uSA",1,0.12
"Worcester",1,0.12
"york",1,0.12
