"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)"
10706606981,"4-6 grams","2-3 grams","","","1  gram"
10691181667,"4-6 grams","","","",""
10688508584,"","","","",""
10686863888,"","","","",""
10685524216,"8 grams to 1/2 ounce (~14 grams)","1/4 gram or less","","","1  gram"
10685325930,"2-3 grams","","","","1  gram"
10685117930,"1  gram","","","","1/4 gram or less"
10682649508,"15 grams to 1 ounce (~28 grams)","","","","2-3 grams"
10681003613,"1/4 gram or less","","","",""
10677653881,"","","","",""
10677560387,"1  gram","","","",""
10676786628,"15 grams to 1 ounce (~28 grams)","","","",""
10675806972,"","","","","1  gram"
10675303210,"1  gram","","","",""
10675097210,"8 grams to 1/2 ounce (~14 grams)","","","",""
10671862630,"1/4 gram or less","","","","4-6 grams"
10671153091,"8 grams to 1/2 ounce (~14 grams)","","","",""
10670361680,"8 grams to 1/2 ounce (~14 grams)","","","",""
10669140575,"","","","",""
10668597062,"1/4 gram or less","","","",""
10668361624,"1/2 gram","","","",""
10668312322,"","More than 1 ounce","","","1/2 gram"
10668135000,"","I don't know how much I use per week","","",""
10668103394,"15 grams to 1 ounce (~28 grams)","","","",""
10667907917,"","","","",""
10667582585,"1/4 ounce (~7 grams)","","","",""
10667425695,"1  gram","","","",""
10667398958,"","","","",""
10667384979,"I don't know how much I use per week","","","",""
10667384024,"2-3 grams","","","","1  gram"
10667369837,"4-6 grams","","","",""
10665891738,"","","","","I don't know how much I use per week"
10662496256,"","","","",""
10661330404,"15 grams to 1 ounce (~28 grams)","","","",""
10660833205,"","","","",""
10660294275,"4-6 grams","","","",""
10659841121,"","1/4 ounce (~7 grams)","","",""
10658936778,"","","","",""
10658774056,"","","","","1  gram"
10658741910,"4-6 grams","","","","1  gram"
10658649988,"1  gram","","","",""
10658580372,"None","","","",""
10658577550,"","","","",""
10658550964,"","","","",""
10648772348,"","1/4 ounce (~7 grams)","","",""
10626251939,"More than 1 ounce","","","",""
10624147163,"4-6 grams","","","",""
10622925288,"","","","",""
10622502829,"1/4 ounce (~7 grams)","","","","1/4 gram or less"
10618149896,"","","","",""
10615243125,"","","","",""
10614375447,"","","","",""
10609850764,"2-3 grams","","","",""
10605637047,"More than 1 ounce","","","","2-3 grams"
10604065323,"","","","",""
10602936383,"2-3 grams","1  gram","","",""
10600857474,"","1/4 gram or less","","",""
10598715725,"15 grams to 1 ounce (~28 grams)","","","","1/2 gram"
10598255910,"15 grams to 1 ounce (~28 grams)","","","","None"
10598221024,"4-6 grams","","","",""
10598122285,"1/4 gram or less","","","",""
10597419828,"8 grams to 1/2 ounce (~14 grams)","","","",""
10596255014,"8 grams to 1/2 ounce (~14 grams)","","","",""
10596131278,"2-3 grams","1/2 gram","","","1/4 gram or less"
10595615049,"","","","",""
10591451425,"1/4 gram or less","","","",""
10589179962,"I don't know how much I use per week","","","",""
10585520406,"4-6 grams","1  gram","","",""
10584760225,"1/4 ounce (~7 grams)","1/4 gram or less","","",""
10583893598,"1/4 ounce (~7 grams)","","","",""
10583372838,"","8 grams to 1/2 ounce (~14 grams)","","","1  gram"
10582003543,"4-6 grams","None","","","2-3 grams"
10581940017,"2-3 grams","","","",""
10581933788,"","","","",""
10581447651,"2-3 grams","","","","1  gram"
10580913646,"2-3 grams","","","","1  gram"
10580341387,"","","","",""
10579927077,"8 grams to 1/2 ounce (~14 grams)","","","",""
10579835521,"1/4 gram or less","","","",""
10579646891,"","2-3 grams","","",""
10578271769,"","1/4 gram or less","","",""
10577642085,"2-3 grams","","","",""
10577209087,"I don't know how much I use per week","","","",""
10577144137,"2-3 grams","","","","1/2 gram"
10576876213,"","","","",""
10575878347,"More than 1 ounce","","","","2-3 grams"
10575849400,"4-6 grams","","","",""
10575471607,"More than 1 ounce","","","","2-3 grams"
10575282159,"8 grams to 1/2 ounce (~14 grams)","","","","1/4 ounce (~7 grams)"
10575274340,"15 grams to 1 ounce (~28 grams)","","","","None"
10575226552,"1/4 ounce (~7 grams)","","","","1/4 gram or less"
10575091533,"","1/4 ounce (~7 grams)","","",""
10574898510,"1  gram","","","","1/4 gram or less"
10572546454,"15 grams to 1 ounce (~28 grams)","1/2 gram","","",""
10572540138,"","","","",""
10570146744,"2-3 grams","","","",""
10569704133,"1/2 gram","","","","1  gram"
10569280747,"1/4 ounce (~7 grams)","","","","I don't know how much I use per week"
10569070427,"","","","",""
10568865766,"","","","","2-3 grams"
10567016644,"","2-3 grams","","",""
10566881623,"8 grams to 1/2 ounce (~14 grams)","I don't know how much I use per week","","","1  gram"
10566297731,"","","","",""
11213907729,"","","","",""
11212805644,"8 grams to 1/2 ounce (~14 grams)","1  gram","","","1/4 gram or less"
11186271761,"8 grams to 1/2 ounce (~14 grams)","","","",""
11170278059,"","","","",""
11151215837,"1  gram","","","",""
11072705197,"2-3 grams","","","",""
11044680699,"","","","",""
11042816472,"I don't know how much I use per week","","","",""
11037955315,"More than 1 ounce","1/4 gram or less","","","2-3 grams"
11009295893,"1/4 ounce (~7 grams)","","","",""
10991821033,"1/4 ounce (~7 grams)","","","",""
10978796014,"8 grams to 1/2 ounce (~14 grams)","1  gram","","","1/4 gram or less"
10977935510,"","","","",""
10974652472,"","4-6 grams","","",""
10974437681,"1/4 ounce (~7 grams)","","","","1  gram"
10965547652,"1/4 ounce (~7 grams)","8 grams to 1/2 ounce (~14 grams)","","",""
10956719648,"","","","",""
10632499407,"","1/4 ounce (~7 grams)","","",""
10632389881,"4-6 grams","","","",""
