"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)"
10628926943,"15 grams to 1 ounce (~28 grams)","","","",""
10625261595,"","","","",""
10600284760,"1/4 gram or less","","","",""
10598807297,"4-6 grams","","","",""
10598727391,"4-6 grams","","","",""
10593696728,"","1/4 ounce (~7 grams)","","","1  gram"
10593527279,"","","","",""
10583058257,"","4-6 grams","","",""
10583000127,"","","","","1/2 gram"
10581571841,"","1/4 gram or less","","","2-3 grams"
10580166038,"2-3 grams","","","",""
10580153046,"2-3 grams","","","","1/4 gram or less"
10579551441,"1/4 ounce (~7 grams)","","","",""
10579439505,"8 grams to 1/2 ounce (~14 grams)","","","",""
10868495105,"15 grams to 1 ounce (~28 grams)","","","",""
10767176517,"","","","","2-3 grams"
10760373939,"","","","",""
10758288741,"15 grams to 1 ounce (~28 grams)","","","",""
10719755952,"1/2 gram","","","",""
10716623034,"","","","",""
10699810522,"","","","",""
10671009796,"","","","",""
