"response","count","percent_responded"
"Less than 1/4 of a vape cartridge",41,43.16
"Between 1/4 and a 1/2 of a vape cartridge",16,16.84
"1/2 - 1 vape cartridge",15,15.79
"1 vape cartridge",9,9.47
"More than 2 vape cartridges",6,6.32
"1 - 1.5 vape cartridges",5,5.26
"1.5 - 2 vape cartridges",3,3.16
