"response","count","percent_responded"
"1/4 ounce (~7 grams)",31,21.83
"2-3 grams",26,18.31
"4-6 grams",26,18.31
".5 grams or less",24,16.9
"8 grams -1/2 ounce (~ 14 grams)",15,10.56
"1 gram",11,7.75
"15 grams - 1 ounce (~28 grams)",6,4.23
"More than 1 ounce",3,2.11
