"id","THC content - Importance","CBD content - Importance","Other cannabinoids and terpenes - Importance","Cost/price - Importance","Quality - Importance","Product type (flower, vape cartridge, edibles, etc.) - Importance","Favorite strain - Importance","Other - Importance"
10706606981,"Moderately Important","Moderately Important","Moderately Important","Most important","Most important","Least Important","Moderately Important","Most important"
10691181667,"Least Important","Most important","","Most important","Most important","Most important","",""
10688508584,"Most important","Most important","Most important","Most important","Most important","Most important","Most important",""
10686863888,"Most important","Moderately Important","Moderately Important","Moderately Important","Moderately Important","Least Important","Moderately Important",""
10685524216,"Moderately Important","Least Important","Most important","Moderately Important","Most important","Moderately Important","Moderately Important",""
10685325930,"Most important","Moderately Important","Least Important","Most important","Moderately Important","Moderately Important","Least Important","Least Important"
10685117930,"Moderately Important","Moderately Important","Moderately Important","Most important","Most important","Moderately Important","Least Important",""
10682649508,"Moderately Important","Moderately Important","Most important","Moderately Important","Most important","Most important","Most important","Moderately Important"
10681003613,"Most important","Moderately Important","Moderately Important","Moderately Important","Most important","Most important","Most important",""
10677653881,"Moderately Important","","","Moderately Important","Most important","Most important","Least Important",""
10677560387,"Moderately Important","Moderately Important","Least Important","Least Important","Most important","Most important","Most important",""
10676786628,"Most important","Least Important","Moderately Important","Least Important","Most important","Least Important","Least Important",""
10675806972,"Moderately Important","Most important","Most important","Least Important","Most important","Moderately Important","Moderately Important",""
10675303210,"Most important","Moderately Important","Moderately Important","Most important","Most important","Most important","",""
10675097210,"Most important","Moderately Important","Moderately Important","Least Important","Most important","Most important","Most important",""
10671862630,"Moderately Important","Moderately Important","Moderately Important","Most important","Most important","Most important","Moderately Important","Least Important"
10671153091,"Moderately Important","Moderately Important","Moderately Important","Most important","Most important","Most important","Most important",""
10670361680,"Moderately Important","Most important","Moderately Important","Most important","Most important","Most important","Most important",""
10669140575,"Least Important","Most important","Moderately Important","Least Important","Most important","Moderately Important","Moderately Important",""
10668597062,"Least Important","Most important","Most important","Most important","Most important","Most important","Moderately Important",""
