"q59","What is the University or College closest to where you live?","n =  1192"
"Bunker Hill community College","1","0.08"
"Bunkerhill","1","0.08"
"BYU","1","0.08"
"Cabrillo College","1","0.08"
"cal poly slo","1","0.08"
"Cal State Dominguez Hills","1","0.08"
"Cal tech","1","0.08"
"California State Chico ","1","0.08"
"Cambrian college","1","0.08"
"Cape cod community ","1","0.08"
"Cape cod community college","1","0.08"
"Cape Cod Community College ","1","0.08"
"Cape Cod Comunity","1","0.08"
"Cayetano Heredia","1","0.08"
"cccc","1","0.08"
"CCCC","1","0.08"
"Chico State and Sacramento State","1","0.08"
"Claremont","1","0.08"
"Clark College","1","0.08"
"Clatsop Community College","1","0.08"
"Colby","1","0.08"
"College of Dupage ","1","0.08"
"College of the Desert","1","0.08"
"College of the Rockies","1","0.08"
"College of the Siskiyous","1","0.08"
"Colorado State Univ, Ft. Collins","1","0.08"
"Community College of Vermont","1","0.08"
"Connecticut College, Coast Guard Academy","1","0.08"
"CSU Sacramento","1","0.08"
"Csuf","1","0.08"
"CSULB","1","0.08"
"CT College","1","0.08"
"CU Denver","1","0.08"
"CU Denver - but went to UMASS Amherst","1","0.08"
"Curry College","1","0.08"
"Curry college ","1","0.08"
"Dean colege","1","0.08"
"Dean college","1","0.08"
"Dean College ","1","0.08"
"Dean college probably","1","0.08"
"Dean College, Franklin MA","1","0.08"
"Delta college","1","0.08"
"Denver University","1","0.08"
"Duke","1","0.08"
"Elms College","1","0.08"
"Elms College ","1","0.08"
"Elms College, Springfield College, Western New England University","1","0.08"
"Emerson","1","0.08"
"Emory University ","1","0.08"
"Endicott College","1","0.08"
"Farmington state","1","0.08"
"Fisher College","1","0.08"
"fitchburg state","1","0.08"
"FITCHBURG state","1","0.08"
"FKCC","1","0.08"
"Flagler","1","0.08"
"Florida Atlantic","1","0.08"
"Florida Keys College","1","0.08"
"FPU","1","0.08"
"Framingham state","1","0.08"
"Framingham State","1","0.08"
"Framingham State Uni","1","0.08"
"Framingham state university","1","0.08"
"Freiburg","1","0.08"
"FSU","1","0.08"
"Gcc ","1","0.08"
"Georgian College, Barrie, On Canada","1","0.08"
"Glendale Community College","1","0.08"
"Goldenwest College","1","0.08"
"goucher college","1","0.08"
"Grand Rapids Comm College, extended learning campuses for Ferris, U of M and Mi State","1","0.08"
"Grand Valley State University","1","0.08"
"Grande Prairie College  Alberta Canada","1","0.08"
"Grant Macewan","1","0.08"
"Greenfield Community College","1","0.08"
"Greenfield community college ","1","0.08"
"Harcum University","1","0.08"
"harvard","1","0.08"
"harvard ","1","0.08"
"Harvard College","1","0.08"
"Harvard, MIT, plus many more","1","0.08"
"Harvard/MIT","1","0.08"
"Harverd ","1","0.08"
"Hastings College","1","0.08"
"Hcc","1","0.08"
"holyoke ","1","0.08"
"Holyoke CC","1","0.08"
"Holyoke Community","1","0.08"
"Holyoke community ","1","0.08"
"Holyoke Community College ","1","0.08"
"Humboldt State University","1","0.08"
"I don’t know","1","0.08"
"I don’t know. I live in Boston ","1","0.08"
"I dont know ","1","0.08"
"Idk","1","0.08"
"illinois","1","0.08"
"Immaculate university ","1","0.08"
"Indian River State College ","1","0.08"
"Indian River University","1","0.08"
"Indiana university","1","0.08"
"IRSC","1","0.08"
"ISU","1","0.08"
"Jefferson University ","1","0.08"
"Kaskaskia community college ","1","0.08"
"Keene St. College","1","0.08"
"ksu","1","0.08"
"KZN","1","0.08"
"LaSalle","1","0.08"
"Lasell College","1","0.08"
"Lawrence Memorial Hospital School of Nursing","1","0.08"
"LCSC","1","0.08"
"Lehigh University","1","0.08"
"Lesly University ","1","0.08"
"Liverpool ","1","0.08"
"Lowell ","1","0.08"
"Lower Columbia College","1","0.08"
"Loyalist ","1","0.08"
"Loyola ","1","0.08"
"LOYOLA CHICAGO ","1","0.08"
"Lutheran University","1","0.08"
"Lvc","1","0.08"
"M.I.T.","1","0.08"
"Many in Boston and Cambridge","1","0.08"
"Mary wood College","1","0.08"
"Mass Art","1","0.08"
"mass dartmouth","1","0.08"
"Mass Maritime Academy","1","0.08"
"Massachusetts Institute of Technology","1","0.08"
"Massachusetts Institute of Technology ","1","0.08"
"massasoit","1","0.08"
"Maynooth University","1","0.08"
"McDaniels in Westminster MD","1","0.08"
"Memorial U Newfoundland ","1","0.08"
"Mercer University ","1","0.08"
"merrimack college","1","0.08"
"Merrimack college","1","0.08"
"Merrimack College ","1","0.08"
"Metro State","1","0.08"
"Mi. State","1","0.08"
"Miami","1","0.08"
"Michigan state","1","0.08"
"Middle Tennessee State University","1","0.08"
"Middlesex","1","0.08"
"Middlesex Community","1","0.08"
"Middlesex community college","1","0.08"
"Middlesex community college ","1","0.08"
"Middlesex Community College ","1","0.08"
"MIT ","1","0.08"
"Mohave Community College","1","0.08"
"Montana State at Billings","1","0.08"
"Montana State University","1","0.08"
"Morgan State University","1","0.08"
"Morraine Valley Community College","1","0.08"
"mount holyoke","1","0.08"
"Mount holyoke","1","0.08"
"Mount Holyoke","1","0.08"
"Mount Saint Mary College","1","0.08"
"Mount Wachusett Community College","1","0.08"
"Mount Wachusett Community College Gardner, MA","1","0.08"
"MSU Montana State","1","0.08"
"mt holyoke","1","0.08"
"Mt Holyoke","1","0.08"
"Mt. Holyoke College","1","0.08"
"Mtti","1","0.08"
"N/a","1","0.08"
"na","1","0.08"
"Na","1","0.08"
"Na ","1","0.08"
"Nashua Community College","1","0.08"
"National university ","1","0.08"
"NAU","1","0.08"
"NAU ","1","0.08"
"NECC","1","0.08"
"Necco","1","0.08"
"Niagara College","1","0.08"
"Nichols","1","0.08"
"NIU","1","0.08"
"NLV","1","0.08"
"No Idea","1","0.08"
"no idea, there are 60+ in the Boston area","1","0.08"
"none","1","0.08"
"North Central College","1","0.08"
"North Eastern","1","0.08"
"North Florida college","1","0.08"
"north shore community college","1","0.08"
"North shore community college","1","0.08"
"northeastern university","1","0.08"
"NOrtheastern University","1","0.08"
"Northeastern university ","1","0.08"
"Northeastern University ","1","0.08"
"Northeastern University Burlington Campus","1","0.08"
"Northern Essex Community","1","0.08"
"Northern Essex Community College","1","0.08"
"northern essex community college haverhill ma ","1","0.08"
"Northern Illinois state university ","1","0.08"
"Northshore Community College ","1","0.08"
"Norton college ","1","0.08"
"Not applicable ","1","0.08"
"not sure","1","0.08"
"Not sure ","1","0.08"
"not sure - probably UNH Durham","1","0.08"
"Not sure....I just moved here two years ago.","1","0.08"
"Notre Dame","1","0.08"
"NSCC","1","0.08"
"Numerous colleges near me. ","1","0.08"
"NWU VARSITY","1","0.08"
"Oakland Community College, Royal Oak","1","0.08"
"Odense","1","0.08"
"Old Dominion","1","0.08"
"Oregon state","1","0.08"
"Oregon state university","1","0.08"
"Oregon University and Lane Community College","1","0.08"
"OSU","1","0.08"
"Pacific Northwest University of Health Sciences","1","0.08"
"Paradise community college","1","0.08"
"Pennsylvania State University","1","0.08"
"Perfer not to say","1","0.08"
"Plymouth","1","0.08"
"Plymouth State University ","1","0.08"
"PPCC","1","0.08"
"Prefer not to answer","1","0.08"
"Providence ","1","0.08"
"Pueblo Community College","1","0.08"
"QCC","1","0.08"
"Queens","1","0.08"
"quincy college","1","0.08"
"Quincy community colledge","1","0.08"
"Quinsigamond community college ","1","0.08"
"Reading Area Community College","1","0.08"
"Rivier College","1","0.08"
"Robert Morris ","1","0.08"
"Roger William’s University","1","0.08"
"Roger Williams","1","0.08"
"Rogers State University","1","0.08"
"Rowan ","1","0.08"
"Rowan University","1","0.08"
"Roxbury Community College","1","0.08"
"RPI","1","0.08"
"RWU","1","0.08"
"Sacred heart university ","1","0.08"
"Saint Anslems","1","0.08"
"SALEM STATE","1","0.08"
"Salem state university","1","0.08"
"Salem University ","1","0.08"
"San Diego State","1","0.08"
"San Diego state university ","1","0.08"
"San Francisco State","1","0.08"
"San Francisco State University","1","0.08"
"san jose state","1","0.08"
"San Jose State","1","0.08"
"Shenandoah University","1","0.08"
"SHU, Drew, Fairleigh","1","0.08"
"Sierra College","1","0.08"
"Simmons","1","0.08"
"Skidmore College","1","0.08"
"Smith ","1","0.08"
"Smith College, Northampton MA","1","0.08"
"SMU","1","0.08"
"SNHU, UNH","1","0.08"
"Solano Jr College","1","0.08"
"Sonoma State University","1","0.08"
"South Florida ","1","0.08"
"Southern Maine university ","1","0.08"
"Southern Oregon University","1","0.08"
"springfield college","1","0.08"
"Springfield college","1","0.08"
"Springfield college ","1","0.08"
"Springfield community college","1","0.08"
"Springfield Technicsl Community College","1","0.08"
"St Leo University","1","0.08"
"St Mary ","1","0.08"
"State university ","1","0.08"
"Stcc ","1","0.08"
"Steston","1","0.08"
"Sticc","1","0.08"
"Stonehill","1","0.08"
"Stony Brook University","1","0.08"
"suffolk","1","0.08"
"SUNY New Paltz","1","0.08"
"SUNY Oswego","1","0.08"
"tamucc","1","0.08"
"Temple","1","0.08"
"Temple University","1","0.08"
"Texarkana College","1","0.08"
"texas a&m","1","0.08"
"The University of Massachusetts at Dartmouth","1","0.08"
"Tidewater Community College//Old Dominion University // Norfolk State University","1","0.08"
"touro university","1","0.08"
"towson state","1","0.08"
"Trent University","1","0.08"
"Trinity College","1","0.08"
"TUFTS","1","0.08"
"Tufts university ","1","0.08"
"Tufts University ","1","0.08"
"U MAINE ","1","0.08"
"U Mass","1","0.08"
"U MASS","1","0.08"
"U mass boston","1","0.08"
"U MASS Dartmouth","1","0.08"
"U Mass Lowell","1","0.08"
"U Mass, Dartmouth","1","0.08"
"U of Dayton","1","0.08"
"U of Michigan","1","0.08"
"U of MT","1","0.08"
"U of New Hampshire","1","0.08"
"U of NM","1","0.08"
"U of Oregon","1","0.08"
"U. of Maryland","1","0.08"
"U.Mass.Dartmouth","1","0.08"
"UAA","1","0.08"
"UBC Okanagan","1","0.08"
"UC San Diego","1","0.08"
"UCB","1","0.08"
"UCCS","1","0.08"
"ucla","1","0.08"
"Uconn","1","0.08"
"UCONN","1","0.08"
"UCONN ","1","0.08"
"UCSC","1","0.08"
"UGA","1","0.08"
"ULOWELL","1","0.08"
"UM- Portland","1","0.08"
"UMaine","1","0.08"
"UMASD","1","0.08"
"UMass-Dartmouth","1","0.08"
"UMass-Lowell","1","0.08"
"umass ","1","0.08"
"Umass  Dartmouth","1","0.08"
"umass amherst","1","0.08"
"UMass amherst","1","0.08"
"UMASS Amherst ","1","0.08"
"Umass Boston","1","0.08"
"Umass Boston ","1","0.08"
"UMass Boston ","1","0.08"
"UMass Boston or Northeastern University","1","0.08"
"Umass community college ","1","0.08"
"Umass Darthmoth","1","0.08"
"Umass Dartmoth ","1","0.08"
"Umass dartmouth ","1","0.08"
"UMass Dartmouth ?","1","0.08"
"UMASS Dartmouth or BCC","1","0.08"
"UMass Framingham","1","0.08"
"UMASS of Dartmouth and Bristol Community College","1","0.08"
"UMass, Westfield State University, Stcc,Hcc","1","0.08"
"Umass/Amherst","1","0.08"
"UMassD ","1","0.08"
"umf","1","0.08"
"UMF","1","0.08"
"UNBC","1","0.08"
"UNC","1","0.08"
"UNC Chapel Hill","1","0.08"
"UNCG","1","0.08"
"UNE- University of New England","1","0.08"
"unh","1","0.08"
"Unit of Vermont","1","0.08"
"Unity College","1","0.08"
"Univ CA San Bernardino Palm Desert","1","0.08"
"Univ of Mass, Dartmouth","1","0.08"
"Univ of New Mexico ","1","0.08"
"Univ. Of South Florida. Tampa Fl.","1","0.08"
"Universidad de Costa Rica","1","0.08"
"Universität Stuttgart ","1","0.08"
"University of Alabama Birmingham ","1","0.08"
"University of Alaska Anchorage","1","0.08"
"University of Arizona ","1","0.08"
"University of Arizona, Flagstaff","1","0.08"
"University of Bridgeport ","1","0.08"
"University of British Columbia","1","0.08"
"University of Calgary","1","0.08"
"University of California, Irvine","1","0.08"
"University of California, San Francisco","1","0.08"
"University of California/ Santa Cruz ","1","0.08"
"University of Central Florida","1","0.08"
"University of Chicago","1","0.08"
"University of Cincinnati","1","0.08"
"University of Colorado","1","0.08"
"University of Colorado ","1","0.08"
"University of Colorado, Boulder","1","0.08"
"University of Dartmouth","1","0.08"
"University of Florida","1","0.08"
"University of Georgia","1","0.08"
"University of Houston","1","0.08"
"University of humanity and social sciences","1","0.08"
"University of Indianapolis","1","0.08"
"University of Lagos","1","0.08"
"University of MA","1","0.08"
"University of MA Dartmouth","1","0.08"
"University of Maine, Fort Kent","1","0.08"
"University of Maine/Orono","1","0.08"
"University of Mass Dartmouth","1","0.08"
"University of Massachusetts (Boston)","1","0.08"
"University of Massachusetts @ Dartmouth","1","0.08"
"University of Massachusetts/Amherst","1","0.08"
"university of michigan","1","0.08"
"University of Michigan-Dearborn ","1","0.08"
"University of MN","1","0.08"
"University of Montana, Missoula","1","0.08"
"University of Nevada, Las Vegas","1","0.08"
"University of New England","1","0.08"
"University of New Hampshire","1","0.08"
"University of New Mexico","1","0.08"
"University of North Dakota","1","0.08"
"University of Pennsylvania","1","0.08"
"University of Portland","1","0.08"
"University of R.I.","1","0.08"
"University of San Francisco ","1","0.08"
"University of South Carolina","1","0.08"
"University of South Florida","1","0.08"
"university of southern maine","1","0.08"
"University of Southern Maine","1","0.08"
"University of southern Maine ","1","0.08"
"University of Suffolk","1","0.08"
"University of the Free State","1","0.08"
"University of Tulsa","1","0.08"
"University of Vermont","1","0.08"
"University of Victoria","1","0.08"
"University of Washington ","1","0.08"
"University of Washington State","1","0.08"
"Univesity of MA Dartmouth","1","0.08"
"Unlv","1","0.08"
"UNLV","1","0.08"
"UNO","1","0.08"
"unsure","1","0.08"
"Unsure","1","0.08"
"UPR Recinto de Rio Piedras","1","0.08"
"usc","1","0.08"
"USC","1","0.08"
"USD, UC San Diego, SDSU, etc","1","0.08"
"USF","1","0.08"
"UT","1","0.08"
"UTA","1","0.08"
"UTSA","1","0.08"
"Victor Valley College","1","0.08"
"Victoria College (Texas)","1","0.08"
"Wachusett ","1","0.08"
"Wachusett Community College","1","0.08"
"Wake Forest University","1","0.08"
"Washington College","1","0.08"
"Washington college ","1","0.08"
"Welllesley College","1","0.08"
"Wesfield College ","1","0.08"
"Wesleyan University","1","0.08"
"west point","1","0.08"
"Wester new England","1","0.08"
"Western Connecticut ","1","0.08"
"Western new England  college ","1","0.08"
"western new england university","1","0.08"
"Western new england university","1","0.08"
"Western Washington University","1","0.08"
"westfield","1","0.08"
"Westfield collage","1","0.08"
"Westfield State","1","0.08"
"Westfield state university","1","0.08"
"Westfield state university ","1","0.08"
"Westfield SU","1","0.08"
"Westfield university","1","0.08"
"Westfield University","1","0.08"
"Westfield University ","1","0.08"
"Wheaton","1","0.08"
"Whitman College","1","0.08"
"Whitman University","1","0.08"
"Wichita","1","0.08"
"Willamette University","1","0.08"
"Wnec","1","0.08"
"Wneu ","1","0.08"
"Worcester Polytech WPI","1","0.08"
"Worcester state","1","0.08"
"worcester state university","1","0.08"
"Worcester State University","1","0.08"
"Worcester State Unviersity","1","0.08"
"WPI","1","0.08"
"WSU ","1","0.08"
"Yale University ","1","0.08"
"Yavapai ","1","0.08"
"Young Harris College","1","0.08"
