"response","count","percent_responded"
"Indica",10,4.48
"Blue dream",5,2.24
"Blue Dream",4,1.79
"blue dream",3,1.35
"Bruce Banner",3,1.35
"Gorilla glue",3,1.35
"Sativa",3,1.35
"AK-47",2,0.9
"CBD",2,0.9
"GG#4",2,0.9
"Golden Goat",2,0.9
"Gorilla Glue #4",2,0.9
"Hybrid ",2,0.9
"Northern lights",2,0.9
"OG Kush",2,0.9
"Pineapple Express",2,0.9
"Sour diesel",2,0.9
"Sour Diesel",2,0.9
"Sweet tooth",2,0.9
"Trainwreck",2,0.9
" Grape God",1,0.45
"?",1,0.45
"? I don’t know much about strains",1,0.45
"? Use 3/4 CBD to 1/4 THC ",1,0.45
"2:01",1,0.45
"707 truthband",1,0.45
"9 Lb Hammer",1,0.45
"9 lb. Hammer",1,0.45
"Afghan",1,0.45
"Amnesia haze",1,0.45
"Any I get my hands on",1,0.45
"any Indica",1,0.45
"Berry gelato",1,0.45
"Bio diesel",1,0.45
"Black d.o.g.",1,0.45
"BlackBerry White widow",1,0.45
"Blue berry",1,0.45
"Blue dream ",1,0.45
"Blue Mystiq",1,0.45
"Blueberry",1,0.45
"Brownie Scout ",1,0.45
"Buddha sister ",1,0.45
"Buddha’s Sister",1,0.45
"C99",1,0.45
"California Orange ",1,0.45
"Candy Chem",1,0.45
"Candyland",1,0.45
"Cannatonic",1,0.45
"Catatonic",1,0.45
"Cbd",1,0.45
"Cbd 1:1",1,0.45
"CBD oil",1,0.45
"CBD:THC",1,0.45
"Chad Bud",1,0.45
"Chemdawg",1,0.45
"Chocolate Oranges",1,0.45
"Cinderella99",1,0.45
"Citrus sap ",1,0.45
"cookies & cream",1,0.45
"Cookies and cream ",1,0.45
"Cornbread",1,0.45
"critical mass",1,0.45
"Critical mass",1,0.45
"Cw cbd hemp oil ",1,0.45
"Deathstar",1,0.45
"Deep chunkolate",1,0.45
"Doesnt matter",1,0.45
"Domnesia",1,0.45
"don't have any",1,0.45
"don't use",1,0.45
"Don’t know",1,0.45
"dr. grinspoon",1,0.45
"dunno",1,0.45
"Durban Poison",1,0.45
"Durbin poison",1,0.45
"face wreak",1,0.45
"Four Lights",1,0.45
"GDP",1,0.45
"Gg",1,0.45
"gg#4",1,0.45
"Gg4",1,0.45
"GG4",1,0.45
"Girl scout cookie",1,0.45
"Girl Scout cookie",1,0.45
"Girl scout cookie ",1,0.45
"Girl Scout cookies ",1,0.45
"gorilla glue",1,0.45
"Gorilla Glue",1,0.45
"Grand Daddy Purple",1,0.45
"Granddaddy Purple",1,0.45
"grape god",1,0.45
"GrapeGod",1,0.45
"Grease Monkey",1,0.45
"Green Crack",1,0.45
"Green Crack ",1,0.45
"GSC",1,0.45
"Harlequin",1,0.45
"Harlequin ",1,0.45
"Harmony rose",1,0.45
"Hawaiian Spice",1,0.45
"Haze",1,0.45
"high CBD",1,0.45
"home grown",1,0.45
"Hshsj",1,0.45
"hybrid/sativa",1,0.45
"I care much more",1,0.45
"I don't know",1,0.45
"Ilera Dream",1,0.45
"indica",1,0.45
"Irish grown, strain unknown",1,0.45
"Jack Pine",1,0.45
"Jilly Bean",1,0.45
"Katsu Bubba Kush",1,0.45
"Killer Queen",1,0.45
"Las Vegas Buba Kush",1,0.45
"Las Vegas Bubba Kush",1,0.45
"Lemon alien",1,0.45
"Lemon Jefferies ",1,0.45
"Lemon Jeffery",1,0.45
"Lemon Jeffrey",1,0.45
"Lemon Jeffrey ",1,0.45
"lemon meringue ",1,0.45
"Lemon meringue ",1,0.45
"Lemon Meringue ",1,0.45
"Lemon Skunk",1,0.45
"lemon skunk (DNA)",1,0.45
"Lemon Squeeze",1,0.45
"Light Saber",1,0.45
"LSD",1,0.45
"Master Kush",1,0.45
"Medical Mass CBD",1,0.45
"Meltdown",1,0.45
"Mob ",1,0.45
"Monkey Blood",1,0.45
"N/a",1,0.45
"N/A",1,0.45
"Na",1,0.45
"Northern Lights",1,0.45
"Not sure what’s in my tincture ",1,0.45
"Not sure yet",1,0.45
"Obama Kush (high pain)",1,0.45
"Og",1,0.45
"Og kush cbd",1,0.45
"pennywise",1,0.45
"Pennywise",1,0.45
"perla",1,0.45
"Pure CBD Oil with Hemp Seed Oil",1,0.45
"pure kush",1,0.45
"Purple haze",1,0.45
"Purple haze ",1,0.45
"Rainmaker",1,0.45
"Roadkill skunk",1,0.45
"sativa",1,0.45
"Schnazzleberry",1,0.45
"Sin Mint",1,0.45
"skunk",1,0.45
"Skunk ",1,0.45
"Skywalker",1,0.45
"Snoop dog",1,0.45
"Sour Tangie",1,0.45
"sour tsu",1,0.45
"Star cookie",1,0.45
"Stardawg",1,0.45
"strawberry",1,0.45
"Strawberry Cheesecake",1,0.45
"Strawberry Cough",1,0.45
"Strawberry cough/// mood enhancer",1,0.45
"Strawberry Diesel",1,0.45
"Strawberry Pebbles",1,0.45
"Sunset sherbert",1,0.45
"Sweet Pink Grapefruit",1,0.45
"Tangerine dreams ",1,0.45
"Tangerine Haze",1,0.45
"Tangie",1,0.45
"Tardis #9",1,0.45
"Transdermal patch",1,0.45
"Tres sister",1,0.45
"unknown",1,0.45
"Unknown",1,0.45
"Wappa",1,0.45
"Wedding cake ",1,0.45
"Whatever's available",1,0.45
"White Rhino×Bubba",1,0.45
"white widow",1,0.45
"White Widow",1,0.45
"White Widow ",1,0.45
