"response","count","percent_responded"
"Blue Dream",5,2.7
"Blue dream",3,1.62
"Indica",3,1.62
"?",2,1.08
"Cookie Pebbles",2,1.08
"Grape god",2,1.08
"Kush",2,1.08
"Na",2,1.08
"Northern lights",2,1.08
"Pineapple Express",2,1.08
"Sour Diesel",2,1.08
"Trainwreck",2,1.08
"1:1 CBD:THC ",1,0.54
"3rd Gen Red Hair",1,0.54
"AC/DC",1,0.54
"AcDc (Fibro maintenance)",1,0.54
"Afghani",1,0.54
"Allion",1,0.54
"amnesia haze",1,0.54
"Any heavy Indica",1,0.54
"any hybrid",1,0.54
"balder",1,0.54
"Banana OG",1,0.54
"Berry Gelato",1,0.54
"Berry white",1,0.54
"BIG BUD",1,0.54
"Bio diesel",1,0.54
"Black Diesel",1,0.54
"Black dog",1,0.54
"Black Dog",1,0.54
"Blackwater",1,0.54
"Blue OG",1,0.54
"Blueberry Cheese",1,0.54
"Blueberry Haze",1,0.54
"Bruce Banner",1,0.54
"Bruce Banner 3",1,0.54
"CBD",1,0.54
"CBD oil",1,0.54
"Chem Dank x slymerwood",1,0.54
"Chem dog",1,0.54
"Chemdawg",1,0.54
"Chocolate orange",1,0.54
"Chocolate oranges",1,0.54
"Chocolate Oranges",1,0.54
"chocolate oranges ",1,0.54
"Chocoloupe",1,0.54
"Chronic Thunder",1,0.54
"Clementine ",1,0.54
"cookies and cream",1,0.54
"Corn mash",1,0.54
"Creeper",1,0.54
"Critical Kush",1,0.54
"Doc Holiday",1,0.54
"Doesnt matter",1,0.54
"Double Black Domina",1,0.54
"Double stuff",1,0.54
"Dumpster",1,0.54
"Durban Poisin",1,0.54
"Durban poison",1,0.54
"Durban poison ",1,0.54
"French toast",1,0.54
"French Toast ",1,0.54
"G13",1,0.54
"gdp or ktdawg",1,0.54
"gg4",1,0.54
"GG4",1,0.54
"Ghost Train Haze",1,0.54
"Girl Scout cookie",1,0.54
"Girl Scout cookies",1,0.54
"Girl Scout Cookies",1,0.54
"God green crack",1,0.54
"Gods Gift",1,0.54
"Golden Goat",1,0.54
"gorilla glue",1,0.54
"Gorilla glue",1,0.54
"Gorilla Glue",1,0.54
"Gorrila glue 4",1,0.54
"Gorrilla Glue",1,0.54
"Grand Daddy Purp",1,0.54
"Grand daddy purple",1,0.54
"Grape Ape",1,0.54
"Grape ape /// sleep aide",1,0.54
"Grape God",1,0.54
"Grease Monkey",1,0.54
"Green crack",1,0.54
"GSC",1,0.54
"Harlequin",1,0.54
"Harlequin ",1,0.54
"Harliquin",1,0.54
"Highwayman",1,0.54
"huckleberry kush",1,0.54
"Iced tea",1,0.54
"Indict Don Hybrids",1,0.54
"Jack Frost",1,0.54
"Jack here",1,0.54
"Jack Herrar ",1,0.54
"Joystick",1,0.54
"Killer queen",1,0.54
"Killer Queen",1,0.54
"Kosher kush",1,0.54
"Kosher Tangie ",1,0.54
"Kush 4",1,0.54
"Lambs Bread",1,0.54
"lavendar",1,0.54
"Lemon Haze",1,0.54
"Lemon Jeffery",1,0.54
"Lemon Jeffrey",1,0.54
"Lemon Lime Punch",1,0.54
"Lotus",1,0.54
"lower THC strains",1,0.54
"Mandarin Sunset",1,0.54
"Mimosa",1,0.54
"MOB",1,0.54
"Moonrise ",1,0.54
"Moonshine haze",1,0.54
"Mother of berries cbd ",1,0.54
"Mr clean",1,0.54
"Night Nurse",1,0.54
"No",1,0.54
"not much difference",1,0.54
"Not sure",1,0.54
"Not sure what’s in my tincture ",1,0.54
"OG kush ",1,0.54
"Peach bliss",1,0.54
"Peach purée ",1,0.54
"Peach puree",1,0.54
"Pink Panther ",1,0.54
"Platinum Bubba",1,0.54
"Profiles, strain names are not a good indicator of anything I’ve found. ",1,0.54
"Pure CBD Oil with Hemp Seed Oil",1,0.54
"Purple Lamborghini ",1,0.54
"Purple orange cbd",1,0.54
"Salves",1,0.54
"sativa",1,0.54
"Sativa",1,0.54
"SATIVA",1,0.54
"Scott's OG",1,0.54
"Scott’s og",1,0.54
"See above ",1,0.54
"sensi star",1,0.54
"Shark Shock",1,0.54
"Skunk ",1,0.54
"Sky walker",1,0.54
"snowdrop",1,0.54
"Sour diesel",1,0.54
"Sour diesel ",1,0.54
"Star cookie",1,0.54
"Star Dawg",1,0.54
"Strawberry fields ",1,0.54
"Sunshine daydream",1,0.54
"Super Silver Haze",1,0.54
"Super Skunk",1,0.54
"tangerine haze",1,0.54
"Tangerine Haze",1,0.54
"Tangie",1,0.54
"Thc shatter",1,0.54
"The evelyne",1,0.54
"tie stick",1,0.54
"Train wreck",1,0.54
"Tres sisters",1,0.54
"Unknown ",1,0.54
"unkown",1,0.54
"Wappa",1,0.54
"Warlock ",1,0.54
"White Rino",1,0.54
"White widow",1,0.54
"White Widow",1,0.54
"whiterhino x bubba",1,0.54
