"""Which health conditions do you find cannabis to be helpful in treating? (Please select all that apply)""",
,
id,chosen
10875507777,Allergies
10831929904,Allergies
10668312322,Allergies
10622925288,Allergies
11186271761,Allergies
11037955315,Allergies
10719755952,Allergies
11250741921,Anxiety
11245529294,Anxiety
11222559871,Anxiety
11220644956,Anxiety
11215609540,Anxiety
11208627585,Anxiety
11170108737,Anxiety
11166535497,Anxiety
11166390085,Anxiety
11161813510,Anxiety
11156698544,Anxiety
11149744263,Anxiety
11138400653,Anxiety
11138361963,Anxiety
11137625236,Anxiety
11134769709,Anxiety
11132638848,Anxiety
11131514317,Anxiety
11129003813,Anxiety
11105188699,Anxiety
11062634752,Anxiety
11061509902,Anxiety
11057923056,Anxiety
11033502369,Anxiety
11006369538,Anxiety
11003496788,Anxiety
10978063065,Anxiety
10893948558,Anxiety
10889700541,Anxiety
10888170961,Anxiety
10885759801,Anxiety
10884768912,Anxiety
10883497633,Anxiety
10882385979,Anxiety
10879062209,Anxiety
10878751296,Anxiety
10878422887,Anxiety
10878214093,Anxiety
10877606410,Anxiety
10877565497,Anxiety
10877416704,Anxiety
10877375002,Anxiety
10877194985,Anxiety
10876510380,Anxiety
10875700450,Anxiety
10875617011,Anxiety
10875562577,Anxiety
10875529110,Anxiety
10875511603,Anxiety
10875473988,Anxiety
10875462742,Anxiety
10875458883,Anxiety
10874749577,Anxiety
10872582813,Anxiety
10870148985,Anxiety
10868096498,Anxiety
10867810520,Anxiety
10867323115,Anxiety
10837914247,Anxiety
10831929904,Anxiety
10830786742,Anxiety
10822727213,Anxiety
10802360410,Anxiety
10800317244,Anxiety
10764443236,Anxiety
10762649964,Anxiety
10758753382,Anxiety
10749570344,Anxiety
10716518478,Anxiety
10691181667,Anxiety
10685117930,Anxiety
10681003613,Anxiety
10677560387,Anxiety
10671862630,Anxiety
10670361680,Anxiety
10669140575,Anxiety
10668361624,Anxiety
10668312322,Anxiety
10667582585,Anxiety
10667425695,Anxiety
10667398958,Anxiety
10667384979,Anxiety
10667384024,Anxiety
10667369837,Anxiety
10661330404,Anxiety
10660833205,Anxiety
10660294275,Anxiety
10659841121,Anxiety
10658774056,Anxiety
10658649988,Anxiety
10658580372,Anxiety
10658577550,Anxiety
10658550964,Anxiety
10626251939,Anxiety
10624147163,Anxiety
10622925288,Anxiety
10605637047,Anxiety
10602936383,Anxiety
10598255910,Anxiety
10598122285,Anxiety
10597419828,Anxiety
10596131278,Anxiety
